VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,UPM_DIS
20,1,1,1,3,2,99,1,6,31,52,1,2,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,578,11613
10,1,2,2,6,2,99,1,11,31,52,4,1,2,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,578,11613
8,1,1,1,9,2,99,1,12,31,52,2,3,1,2,7,2,5,0,0,0,0,0,0,0,0,0,0,1,0,2,2,578,11612
19,1,1,1,11,1,99,1,2,31,52,4,4,1,2,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,578,11612
12,1,1,1,6,1,99,1,7,31,52,3,1,2,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,578,11611
4,1,1,1,9,2,99,1,12,31,52,3,2,1,2,9,2,5,1,0,0,1,0,0,0,0,0,0,0,0,2,2,578,11611
7,1,1,1,3,3,99,1,3,31,52,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,578,11611
7,1,1,1,10,3,99,1,4,31,52,1,3,1,2,9,1,3,1,1,1,1,0,0,1,0,1,0,0,0,2,2,578,11611
2,1,1,1,4,2,99,1,2,31,53,9,2,2,2,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,1,579,11675
5,1,1,1,6,1,99,1,8,31,53,3,8,2,2,7,2,3,1,0,0,0,0,0,0,0,1,0,0,0,2,1,579,11675
7,1,1,1,6,2,99,1,8,31,53,1,8,2,2,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,579,11675
8,1,2,2,4,1,99,1,6,31,53,3,2,2,2,7,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,1,579,11675
8,1,1,2,4,1,99,1,5,31,53,1,2,2,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11675
11,1,1,1,8,2,99,1,4,31,54,2,5,9,2,6,2,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,584,11725
17,1,1,1,9,1,99,1,10,31,54,2,2,1,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,3,2,584,11725
4,1,1,1,9,2,99,1,7,31,55,2,2,1,2,3,2,5,1,1,1,1,0,0,0,0,0,0,0,0,2,1,581,11676
6,1,1,1,6,1,99,1,8,31,55,4,2,1,2,9,1,5,0,0,0,0,0,0,0,0,1,0,0,0,2,1,581,11676
12,1,1,1,11,1,99,1,6,31,55,3,1,1,1,99,1,2,0,0,1,1,0,0,1,1,1,0,0,0,2,1,581,11676
9,1,1,1,11,5,99,1,2,31,55,3,1,1,2,6,2,5,0,0,0,0,0,0,1,1,0,0,0,0,2,1,581,11676
2,1,1,1,8,3,99,1,4,31,56,1,4,9,2,4,2,1,1,1,1,1,1,0,0,1,1,0,0,0,3,1,583,11707
2,1,1,1,10,2,99,1,4,31,56,3,2,1,2,4,2,3,0,0,0,0,0,1,0,0,1,0,0,0,2,2,370,7668
10,1,1,1,9,1,99,1,6,31,56,2,3,1,1,99,1,1,0,0,0,1,0,1,1,0,0,0,0,0,2,1,577,11614
1,1,1,1,3,1,99,1,11,31,56,1,1,9,2,3,2,5,0,1,0,0,0,0,0,1,0,0,0,0,2,1,577,11614
16,1,1,1,6,2,99,1,3,31,56,3,2,1,2,7,1,1,0,0,1,0,0,0,1,1,1,0,0,0,2,1,577,11614
12,1,1,1,6,2,99,1,12,31,58,4,2,1,2,7,2,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,577,11615
2,1,1,2,6,2,8,1,7,31,59,2,8,1,2,9,1,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,576,11679
2,1,1,2,10,2,8,1,8,31,59,1,1,1,2,3,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,576,11678
3,1,1,1,11,4,8,1,7,31,59,3,1,1,2,3,2,5,1,1,1,1,1,0,0,1,1,0,0,0,1,4,571,11382
2,1,1,1,15,1,8,1,9,31,59,3,2,1,2,4,2,3,0,1,1,1,1,1,1,1,1,0,0,0,1,2,573,11619
1,1,1,2,9,1,8,1,3,31,59,2,1,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11627
2,1,2,2,6,2,8,1,2,31,59,1,8,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,576,11679
2,1,1,1,11,2,8,1,8,31,59,3,1,1,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,576,11679
1,1,1,1,2,1,8,1,11,31,59,4,1,2,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11627
2,1,1,1,5,1,8,1,8,31,59,4,1,1,2,5,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,573,11624
2,1,1,1,10,2,8,1,6,31,59,1,5,1,2,4,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,576,11679
4,1,1,1,2,2,8,1,5,31,59,4,1,2,2,5,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,573,11627
2,1,1,1,3,1,8,1,11,31,59,4,2,9,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11628
2,1,1,1,2,1,8,1,12,31,59,4,1,1,2,3,2,5,1,1,1,1,0,0,0,1,0,0,0,0,1,2,573,11622
1,1,1,1,4,1,8,1,12,31,59,4,2,1,2,7,2,1,1,1,1,1,0,0,0,0,1,0,0,0,1,2,573,11621
5,1,1,1,5,2,8,1,12,31,59,3,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,0,0,0,1,2,573,11628
1,1,1,1,5,3,8,1,3,31,59,3,1,1,2,4,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,2,573,11616
3,1,1,1,3,3,8,1,10,31,59,4,2,9,2,7,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,573,11616
4,1,3,3,3,1,8,1,5,31,59,4,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11619
1,1,1,1,6,1,8,1,10,31,59,4,8,2,1,99,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,573,11625
2,1,1,1,3,3,8,1,7,31,59,4,2,9,2,4,2,3,0,0,1,1,0,0,0,1,1,0,0,0,1,3,574,11626
2,1,1,1,5,2,8,1,7,31,59,3,1,1,2,9,2,2,0,1,1,0,0,0,1,1,0,0,0,0,1,3,574,11582
1,1,2,2,9,1,8,1,9,31,59,1,2,1,2,6,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,2,573,11627
4,1,1,1,2,1,8,1,7,31,59,3,1,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,571,11543
3,1,1,1,6,2,8,1,7,31,59,2,5,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11498
3,1,1,1,8,1,8,1,11,31,59,1,2,9,2,5,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,573,11621
5,1,1,1,9,1,8,1,8,31,59,1,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11622
2,1,2,2,10,2,8,1,11,31,59,2,5,1,2,3,1,3,1,0,0,1,0,1,0,1,1,0,0,0,1,2,576,11678
2,1,1,1,6,1,8,1,11,31,59,3,8,2,2,7,2,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2,573,11628
1,1,1,2,3,3,8,1,6,31,59,3,2,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11616
2,1,1,1,8,2,8,1,8,31,59,2,2,9,2,7,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,576,11679
5,1,1,1,10,1,8,1,6,31,59,1,5,1,2,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,573,11622
1,1,1,1,9,1,8,1,8,31,59,2,2,1,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11622
4,1,1,3,3,1,8,1,10,31,59,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11619
3,1,1,1,3,1,8,1,6,31,59,3,2,9,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11621
2,1,1,1,9,2,8,1,12,31,59,3,1,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,576,11679
5,1,1,1,4,2,8,1,12,31,59,4,2,2,2,1,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,573,11620
4,1,1,1,3,1,8,1,5,31,59,2,1,9,2,9,2,3,0,1,1,0,0,0,0,0,1,0,0,0,1,2,569,11557
1,1,2,2,3,3,8,1,9,31,59,3,2,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11616
4,1,2,3,3,1,8,1,8,31,59,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11619
1,1,1,1,4,1,8,1,1,31,59,1,2,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11622
4,1,1,1,4,1,8,1,2,31,59,4,2,2,2,5,2,3,0,1,1,1,0,1,1,1,1,0,0,0,1,2,573,11619
2,1,1,1,9,2,99,1,5,31,66,2,2,1,2,3,1,5,0,1,0,1,0,0,0,0,0,0,0,0,2,1,581,11681
11,1,1,1,11,1,99,1,8,31,67,3,1,1,2,1,1,2,0,1,1,1,1,0,1,1,1,0,0,0,2,1,579,11682
14,1,1,1,11,1,99,1,12,31,69,3,1,1,2,4,2,5,1,0,0,0,0,0,0,1,1,0,0,0,2,1,579,11683
18,1,1,1,4,1,99,1,10,31,69,9,2,2,2,7,2,5,1,0,0,0,0,0,1,0,0,0,0,0,2,1,579,11683
1,1,1,1,9,3,99,1,6,31,69,3,2,1,2,9,2,5,1,1,1,1,0,0,1,1,1,0,0,0,2,1,579,11683
4,1,1,1,8,1,99,1,1,31,71,3,4,9,2,9,2,1,0,0,1,1,0,0,0,1,1,0,0,0,3,1,583,11726
11,1,1,2,9,1,99,1,3,31,71,2,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,1,583,11726
11,1,2,2,9,1,99,1,10,31,71,2,2,1,2,3,2,5,1,0,0,1,0,0,0,0,1,0,0,0,3,1,583,11726
14,1,1,2,9,1,99,1,6,31,71,1,3,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,1,583,11726
14,1,2,2,9,1,99,1,11,31,71,2,3,1,2,3,2,5,0,0,0,1,1,0,0,0,1,0,0,0,3,1,583,11726
8,1,1,1,6,1,99,1,99,31,72,9,8,2,1,99,2,1,0,1,0,0,0,0,0,1,1,0,0,0,3,2,584,11727
15,1,1,1,10,3,99,1,5,31,72,3,1,1,2,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,3,2,584,11727
15,1,1,1,11,3,99,1,5,31,72,2,1,1,2,9,1,2,0,0,1,0,0,1,1,1,0,0,0,0,3,2,584,11727
17,1,1,1,4,1,99,1,7,31,72,2,2,2,2,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,584,11727
18,1,1,1,6,1,99,1,4,31,72,9,8,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,584,11727
6,1,1,2,10,1,99,1,8,31,76,1,1,1,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11685
7,1,1,1,4,1,99,1,2,31,76,1,2,2,2,3,2,1,1,0,1,0,0,0,0,1,0,0,0,0,2,2,580,11684
12,1,1,1,10,2,99,1,7,31,76,2,2,1,2,3,2,5,1,1,1,0,0,0,0,0,0,0,0,0,2,2,580,11684
5,1,1,1,2,1,99,1,5,31,76,2,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11685
6,1,2,2,10,1,99,1,12,31,76,2,1,1,2,3,2,5,0,0,1,1,0,0,0,0,0,0,0,0,2,1,579,11685
1,1,1,1,11,1,99,1,2,31,76,3,5,1,2,7,2,2,0,0,1,1,0,0,0,0,0,0,0,0,2,2,580,11686
17,1,1,1,3,4,99,1,12,31,76,4,2,9,2,7,2,1,0,0,0,0,1,0,1,1,1,0,0,0,2,2,580,11686
11,1,1,2,3,1,99,1,2,31,78,4,1,9,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,1,581,11687
17,1,1,1,9,1,99,1,1,31,78,1,2,1,2,4,2,5,1,1,1,1,1,1,1,1,1,0,0,0,2,1,581,11687
11,1,2,2,3,1,99,1,11,31,78,2,1,9,2,9,2,5,1,0,1,1,0,1,1,1,1,0,0,0,2,1,581,11687
4,1,1,1,3,2,99,1,10,31,80,1,1,9,2,4,1,5,0,0,0,1,0,0,0,1,1,0,0,0,3,1,583,11722
16,1,1,1,10,1,99,1,2,31,80,2,1,1,2,4,2,3,0,0,0,0,0,0,0,0,0,1,0,0,2,1,579,11688
11,1,1,1,3,2,99,1,6,31,80,2,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11688
11,1,1,1,8,2,99,1,11,31,80,9,8,9,2,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,579,11688
16,1,1,2,4,1,99,1,10,31,80,3,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11688
16,1,2,2,4,1,99,1,6,31,80,3,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11688
1,1,1,1,10,2,99,1,12,31,80,2,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,579,11688
11,1,1,1,2,2,99,1,6,31,80,4,1,2,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11688
6,1,1,1,3,2,99,1,11,31,82,1,2,9,2,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,2,2,582,11689
13,1,1,1,9,2,99,1,8,31,82,1,2,1,2,7,2,3,1,1,1,1,0,1,1,1,1,0,0,0,2,2,582,11689
14,1,1,1,4,2,99,1,1,31,82,3,2,1,2,7,2,5,0,1,1,0,0,0,0,0,0,0,0,0,2,2,582,11689
7,1,1,1,3,1,99,1,6,31,82,4,2,9,2,7,2,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,582,11689
8,1,1,1,10,1,99,1,11,31,82,3,2,1,1,99,2,3,0,0,0,0,0,1,0,1,0,0,0,0,2,2,582,11689
2,1,1,1,4,1,99,1,6,31,85,4,2,2,2,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,583,11706
3,1,1,1,9,2,99,1,8,31,85,2,7,1,2,7,2,3,0,0,1,0,0,0,0,0,0,0,0,0,3,1,583,11715
9,1,3,5,11,6,99,1,5,31,87,3,5,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,582,11696
9,1,5,5,11,6,99,1,8,31,87,3,2,1,2,6,2,3,0,0,1,1,1,1,1,0,1,0,0,0,2,2,582,11696
9,1,2,5,11,6,99,1,4,31,87,2,4,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,582,11696
9,1,4,5,11,6,99,1,7,31,87,2,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,582,11696
9,1,1,5,11,6,99,1,2,31,87,3,2,1,2,6,2,2,9,9,9,9,9,9,9,9,9,9,9,9,2,2,582,11696
7,1,1,1,5,2,99,1,10,31,89,2,1,1,2,7,2,1,1,0,0,1,0,1,0,1,1,0,0,0,3,1,583,11722
2,1,2,2,3,3,99,1,6,31,89,3,1,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,1,583,11707
2,1,1,2,3,3,99,1,2,31,89,3,2,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,1,583,11707
11,1,1,1,3,1,99,1,11,31,89,3,1,9,2,3,2,5,0,1,0,0,0,0,0,1,0,0,0,0,3,1,583,11707
15,1,1,1,2,2,99,1,10,31,89,4,1,2,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,583,11707
15,1,1,1,3,2,99,1,6,31,89,3,1,9,2,4,2,5,0,1,0,1,0,0,0,1,1,0,0,0,3,1,583,11707
16,1,1,1,4,1,99,1,11,31,89,2,2,2,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,1,583,11707
16,1,1,1,6,1,99,1,12,31,89,1,2,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,583,11707
2,1,1,1,4,3,99,1,12,31,89,4,2,1,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,583,11707
15,1,1,2,3,1,99,1,3,31,89,2,3,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,578,11629
15,1,2,2,3,1,99,1,4,31,89,2,3,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,578,11629
2,1,1,1,10,1,99,1,4,31,89,1,2,1,2,1,2,3,0,1,1,1,0,0,0,0,0,0,0,0,2,2,578,11629
4,1,1,1,4,4,99,1,12,31,89,4,2,1,2,1,2,5,1,0,1,0,0,0,0,0,1,0,0,0,2,2,578,11629
15,1,1,1,2,1,99,1,3,31,89,9,3,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,578,11629
15,1,1,1,10,1,99,1,10,31,89,2,1,1,2,9,2,5,0,0,1,1,0,0,0,0,0,0,0,0,2,2,578,11629
16,1,1,1,2,3,99,1,8,31,89,3,1,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,578,11629
16,1,1,1,3,3,99,1,7,31,89,1,2,9,2,6,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,578,11629
12,1,1,1,4,2,99,1,6,31,91,1,2,1,2,99,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,580,11690
10,1,1,1,4,2,99,1,12,31,92,4,2,1,2,6,2,3,0,0,0,1,0,0,0,0,0,0,0,0,3,1,583,11716
17,1,1,1,11,1,99,1,7,31,92,3,2,1,1,99,2,3,0,0,0,1,0,1,0,0,0,0,0,0,3,1,583,11716
16,1,1,1,4,1,99,1,3,31,92,9,2,1,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,581,11691
16,1,1,4,10,1,99,1,3,31,92,1,2,1,2,4,2,4,9,9,9,9,9,9,9,9,9,9,9,9,2,2,578,11656
16,1,3,4,10,1,99,1,11,31,92,1,3,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,578,11656
1,1,1,1,4,1,99,1,12,31,96,3,2,1,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,583,11708
11,1,1,1,4,2,99,1,12,31,96,1,2,2,2,7,2,1,1,0,1,0,0,0,0,1,1,0,0,0,3,1,583,11708
9,1,1,1,8,1,99,1,3,31,96,2,1,9,2,1,2,1,0,1,0,1,0,1,0,1,1,0,0,0,2,1,581,11692
10,1,1,1,10,2,99,1,5,31,96,2,8,1,1,99,2,3,0,1,0,0,0,1,1,1,1,0,0,0,2,1,577,11635
20,1,1,1,11,3,99,1,1,31,96,3,5,1,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,577,11634
9,1,1,1,4,7,99,1,4,31,96,4,2,1,2,4,2,1,1,1,1,1,0,0,0,1,1,0,0,0,2,1,577,11635
12,1,1,1,6,2,99,1,9,31,96,4,8,1,2,4,2,1,1,1,1,0,0,0,0,1,1,0,0,0,2,1,577,11634
20,1,1,1,2,2,99,1,5,31,96,3,2,2,2,5,2,1,1,1,1,1,0,0,0,1,1,0,0,0,2,1,577,11630
20,1,1,1,10,3,99,1,12,31,96,3,1,1,1,99,1,3,1,0,0,0,0,1,1,1,0,0,0,0,2,2,578,11633
8,1,1,1,6,1,99,1,12,31,96,3,8,2,2,4,1,1,0,1,1,1,0,0,0,1,1,0,0,0,2,1,577,11634
3,1,1,1,11,3,99,1,2,31,96,3,1,1,2,5,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,3,570,11448
2,1,1,1,6,2,99,1,8,31,96,3,8,1,2,5,2,3,1,1,1,1,0,1,1,1,1,0,0,0,2,1,577,11630
17,1,1,1,2,1,99,1,2,31,96,4,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,577,11632
4,1,1,1,6,1,99,1,11,31,96,4,8,1,2,4,2,1,1,1,1,0,0,0,0,1,1,0,0,0,2,1,577,11632
10,1,1,1,10,2,99,1,3,31,96,2,1,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,1,577,11632
19,1,1,1,6,2,99,1,10,31,96,4,8,1,2,3,2,1,1,1,1,1,0,0,0,1,1,0,0,0,2,1,577,11631
17,1,1,1,3,1,99,1,3,31,96,4,2,9,2,7,2,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,577,11632
17,1,1,1,4,5,99,1,9,31,96,4,2,1,2,7,2,1,1,1,1,1,0,0,0,1,1,0,0,0,2,1,577,11630
14,1,1,1,10,1,99,1,12,31,96,2,1,1,2,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,1,577,11631
20,1,1,1,5,3,99,1,1,31,96,3,1,1,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,578,11633
13,1,1,1,4,1,99,1,6,31,96,9,2,2,2,4,2,1,0,1,1,0,0,1,0,0,1,0,0,0,2,1,577,11632
18,1,1,1,5,3,99,1,4,31,96,3,1,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,577,11632
10,1,1,1,2,1,99,1,9,31,96,9,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,577,11631
10,1,1,1,6,1,99,1,11,31,96,2,8,2,2,6,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,577,11631
6,1,1,1,4,1,99,1,3,31,97,4,2,2,2,1,2,1,1,1,1,1,0,0,1,0,1,0,0,0,2,1,581,11693
16,1,1,1,9,1,99,1,12,31,97,2,1,1,2,3,2,5,1,1,1,1,1,1,1,1,1,0,0,0,2,1,581,11693
16,1,1,1,4,2,99,1,3,31,98,3,2,2,2,7,2,5,0,0,0,0,0,0,0,0,1,0,0,0,3,1,583,11717
20,1,1,1,4,3,99,1,8,31,98,3,2,1,2,7,1,3,9,9,9,9,9,9,9,9,9,9,9,9,3,1,583,11717
20,1,1,1,10,3,99,1,12,31,98,3,5,1,2,9,2,5,1,1,1,1,1,1,1,1,1,0,0,0,3,1,583,11717
1,1,2,2,6,3,99,1,9,31,98,9,2,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11694
1,1,1,1,10,3,99,1,5,31,98,2,1,1,2,6,1,2,1,0,0,1,0,0,1,0,0,0,0,0,2,1,579,11694
1,1,1,1,11,3,99,1,5,31,98,2,1,1,2,6,1,2,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11694
2,1,1,1,3,1,99,1,10,31,98,4,2,9,1,99,1,3,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11694
2,1,1,1,10,1,99,1,12,31,98,1,1,1,1,99,1,3,0,1,1,0,0,1,1,1,1,0,0,0,2,1,579,11694
6,1,1,1,3,1,99,1,4,31,98,1,1,9,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,579,11694
16,1,1,1,4,2,99,1,99,31,98,1,2,2,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,1,579,11694
8,1,1,1,3,1,99,1,3,31,98,4,2,9,2,7,2,5,0,0,0,0,0,0,0,0,0,0,0,1,2,1,579,11695
17,1,2,2,3,3,99,1,11,31,98,4,2,9,2,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1,579,11695
17,1,1,2,3,3,99,1,9,31,98,4,1,9,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11695
1,1,1,2,6,3,99,1,2,31,98,4,2,1,2,4,1,5,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11694
7,1,1,1,6,2,99,1,11,31,100,3,2,2,2,5,2,3,0,0,0,0,0,0,0,1,1,0,0,0,2,2,582,11696
5,1,1,2,9,2,8,1,11,31,101,2,2,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11636
16,1,1,1,5,2,8,1,8,31,101,1,1,1,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11668
1,1,3,3,3,2,8,1,3,31,101,3,2,9,2,1,2,1,0,1,1,0,0,0,0,1,1,0,0,0,1,2,573,11637
13,1,1,1,2,1,8,1,8,31,101,3,1,2,2,4,2,1,1,1,1,0,0,1,1,1,1,0,0,0,2,1,581,11665
5,1,1,1,5,3,8,1,3,31,101,3,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11639
5,1,2,2,9,2,8,1,12,31,101,1,2,1,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11636
1,1,3,3,3,1,8,1,99,31,101,3,2,9,2,7,2,1,0,1,1,1,1,1,1,1,1,0,0,0,1,2,573,11640
4,1,1,1,10,1,8,1,12,31,101,3,1,1,2,4,2,5,1,1,1,1,0,0,1,1,1,0,0,0,1,2,573,11646
1,1,2,3,3,2,8,1,2,31,101,2,2,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11637
2,1,1,1,4,1,8,1,2,31,101,3,2,2,1,99,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,573,11638
2,1,1,2,3,1,8,1,5,31,101,3,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11637
1,1,1,3,3,1,8,1,12,31,101,4,2,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11640
3,1,1,1,2,1,8,1,9,31,101,3,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11521
5,1,1,1,3,3,8,1,1,31,101,3,2,9,2,3,2,5,1,0,0,0,0,0,1,1,0,0,0,0,1,2,573,11637
1,1,1,2,2,1,8,1,9,31,101,1,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11640
5,1,1,1,4,2,8,1,4,31,101,4,2,2,2,7,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,4,575,11645
5,1,1,1,6,2,8,1,8,31,101,3,1,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11636
5,1,1,1,6,3,8,1,4,31,101,2,8,2,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,573,11639
2,1,2,2,3,1,8,1,2,31,101,4,1,9,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,573,11637
5,1,1,1,10,2,8,1,3,31,101,2,2,1,2,7,2,3,0,0,1,1,0,1,0,0,0,0,0,0,1,2,573,11636
1,1,1,3,3,2,8,1,2,31,101,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11637
1,1,2,3,3,1,8,1,99,31,101,3,2,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,573,11640
3,1,1,1,10,1,8,1,1,31,101,1,2,1,2,7,2,5,0,0,0,0,0,0,1,0,1,0,0,0,3,2,584,11719
4,3,1,1,6,1,8,1,2,31,101,3,2,1,2,7,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,2,573,11641
