VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_34,BP1_35,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,FAC_DEL,DOM,EST,UPM,EST_SOC
1,1,1,1,5,1,1,3,8,19,3,5,1,2,6,2,1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,1326,1,60,2987,2
1,1,1,1,10,1,1,1,8,19,3,1,1,2,3,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,1326,1,60,2987,2
1,1,1,1,11,1,1,12,8,19,3,1,1,1,4,2,2,0,200,0,0,0,0,0,0,0,1,0,0,0,0,1326,1,60,2987,2
4,1,1,1,4,2,1,10,8,19,3,2,1,2,4,2,1,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,663,1,60,2987,2
5,1,1,1,4,1,1,11,8,19,9,2,2,2,6,2,1,800,0,0,0,0,0,0,0,0,0,1,0,0,0,748,1,60,2988,2
1,1,1,1,2,2,1,5,8,19,4,2,2,2,4,2,1,1500,0,1,0,0,0,0,0,0,0,0,0,0,0,333,1,61,2989,3
3,1,1,1,3,1,1,8,8,19,3,2,1,2,3,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,333,1,61,2989,3
3,1,1,1,9,1,1,10,8,19,2,2,1,2,7,2,5,5754,258,1,0,0,0,0,0,0,0,0,0,0,0,1332,1,61,2989,3
3,1,1,1,1,2,1,5,8,19,4,1,2,1,4,2,1,5000,0,0,0,0,0,0,0,0,1,0,0,0,0,308,1,61,2990,3
1,1,1,1,3,3,1,1,8,19,3,2,1,2,5,2,1,200,0,0,0,0,1,0,0,0,0,0,0,0,0,302,1,61,2991,3
2,1,1,1,9,1,1,11,8,19,1,2,1,2,3,2,5,5754,258,0,0,1,0,0,0,0,0,0,0,0,0,302,1,61,2991,3
4,1,1,1,1,1,1,8,8,19,4,1,2,2,6,2,1,900,0,0,0,0,0,0,0,0,0,0,0,0,0,302,1,61,2991,3
4,1,1,1,2,1,1,11,8,19,3,1,2,2,6,2,1,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,302,1,61,2991,3
1,1,1,1,2,1,1,5,8,19,4,2,1,2,4,1,1,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,618,1,60,2992,2
5,1,1,2,5,1,1,3,8,19,1,1,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,1,60,2992,2
5,1,2,2,5,1,1,7,8,19,3,4,1,2,1,2,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1236,1,60,2992,2
1,1,1,1,5,1,1,7,8,19,2,4,1,2,1,2,1,130,0,0,0,1,0,0,0,0,0,0,0,0,0,530,1,60,2993,2
3,1,1,1,2,1,1,3,8,19,3,1,2,2,6,2,1,300,0,0,0,0,0,0,0,0,1,1,0,0,0,530,1,60,2993,2
1,1,1,1,3,2,1,5,8,19,2,2,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,982,1,60,2994,2
1,1,1,1,4,2,1,6,8,19,1,2,2,2,4,2,1,800,0,0,0,1,0,0,0,0,0,0,0,0,0,982,1,60,2994,2
1,1,1,1,9,1,1,10,8,19,3,2,1,2,1,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,975,1,61,2995,3
3,1,1,1,3,2,1,1,8,19,3,2,1,2,4,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,325,1,61,2995,3
3,1,1,1,11,2,1,11,8,19,3,1,1,2,1,2,3,1200,0,0,0,0,1,0,0,0,1,0,0,0,0,650,1,61,2995,3
2,1,1,3,3,2,1,1,8,19,1,1,1,2,3,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,271,1,62,2996,4
2,1,2,3,3,2,1,5,8,19,9,1,1,2,3,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,271,1,62,2996,4
2,1,3,3,3,2,1,6,8,19,9,1,1,2,3,2,5,5754,258,0,0,1,0,0,0,0,0,0,0,0,0,271,1,62,2996,4
3,1,1,1,7,1,1,12,8,19,1,4,1,2,9,2,1,9700,0,0,1,0,1,0,0,0,1,0,0,0,0,542,1,62,2996,4
4,1,1,1,3,1,1,10,8,19,3,3,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,1,62,2996,4
4,1,1,2,9,1,1,9,8,19,1,3,1,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,1,62,2996,4
4,1,2,2,9,1,1,3,8,19,1,3,1,2,4,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,813,1,62,2996,4
1,1,1,2,9,1,1,11,8,19,2,2,1,1,4,2,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,700,1,62,2997,4
1,1,1,5,10,1,1,1,8,19,1,3,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,1,62,2997,4
1,1,2,2,9,1,1,11,8,19,1,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,1,62,2997,4
1,1,2,5,10,1,1,1,8,19,3,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,1,62,2997,4
1,1,3,5,10,1,1,2,8,19,3,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,1,62,2997,4
1,1,4,5,10,1,1,2,8,19,2,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,1,62,2997,4
1,1,5,5,10,1,1,3,8,19,2,2,1,1,4,1,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,700,1,62,2997,4
5,1,1,1,2,2,1,10,8,19,2,4,2,2,4,2,1,1500,0,0,0,0,0,0,0,0,0,1,0,0,0,350,1,62,2997,4
4,1,1,2,2,1,1,1,8,19,3,2,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,224,1,62,2998,4
4,1,1,3,4,1,1,2,8,19,1,2,2,2,4,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,224,1,62,2998,4
4,1,2,2,2,1,1,7,8,19,3,2,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,224,1,62,2998,4
4,1,2,3,4,1,1,5,8,19,2,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,1,62,2998,4
4,1,3,3,4,1,1,2,8,19,3,2,1,1,4,1,1,600,0,0,0,0,0,0,0,0,0,1,0,0,0,224,1,62,2998,4
5,1,1,3,9,2,1,7,8,19,1,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,1,62,2998,4
5,1,2,3,9,2,1,7,8,19,2,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,1,62,2998,4
5,1,3,3,9,2,1,7,8,19,2,2,1,2,4,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,448,1,62,2998,4
1,1,1,1,2,1,1,11,8,19,3,1,2,2,6,2,1,2000,0,0,1,1,0,0,0,0,1,0,0,0,0,382,1,61,2999,3
4,1,1,1,10,4,1,11,8,19,3,8,1,2,3,2,5,5754,258,0,1,1,1,0,1,0,1,1,0,0,0,1528,1,61,2999,3
5,1,1,1,2,3,1,11,8,19,4,1,2,2,6,2,1,2000,0,0,0,1,1,0,0,0,0,0,0,0,0,382,1,61,2999,3
4,1,1,1,5,1,1,8,8,19,2,1,1,1,4,1,2,500,4000,0,0,0,0,0,0,0,0,0,1,0,0,451,1,61,3000,3
1,1,1,1,13,1,1,8,8,19,1,6,1,2,4,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1956,1,60,3001,2
3,1,1,1,10,2,1,2,8,19,1,3,1,2,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2934,1,60,3001,2
5,1,1,1,5,1,1,9,8,19,1,3,1,2,5,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,978,1,60,3001,2
1,1,1,1,4,1,1,1,8,19,1,2,2,2,7,2,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1,60,3002,2
1,1,1,1,5,1,1,2,8,19,1,3,1,2,7,2,5,5754,258,0,0,0,0,0,0,0,0,1,0,0,0,481,1,60,3002,2
4,1,1,1,11,1,1,6,8,19,2,2,1,2,6,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1206,1,61,3003,3
1,1,1,1,10,1,1,3,8,19,2,1,2,2,1,2,5,5754,258,1,0,0,0,0,0,0,0,0,0,0,0,302,1,61,3004,3
2,1,1,1,3,1,1,4,8,19,4,2,1,2,4,2,5,5754,258,1,0,0,0,0,0,0,0,0,0,0,0,302,1,61,3004,3
3,1,1,1,9,1,1,3,8,19,2,3,1,2,7,2,5,5754,258,1,0,0,0,0,0,0,0,0,0,0,0,604,1,61,3004,3
5,1,1,1,9,1,1,1,8,19,1,2,2,2,7,2,5,5754,258,1,0,0,0,0,0,0,0,0,0,0,0,604,1,61,3004,3
3,1,1,1,2,1,1,7,8,19,2,1,2,2,4,2,1,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,274,1,61,3005,3
5,1,1,1,7,3,1,2,8,19,2,4,1,2,4,2,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,921,1,62,3007,4
5,1,1,1,8,3,1,7,8,19,1,4,1,2,4,2,1,600,0,0,0,1,1,0,0,0,1,1,0,0,0,921,1,62,3007,4
1,1,1,1,9,3,1,5,8,19,3,2,1,2,6,2,1,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,786,1,61,3008,3
2,1,1,1,5,5,1,11,8,19,3,1,1,2,9,2,5,5754,258,0,0,0,0,0,1,0,0,0,0,0,0,1310,1,61,3008,3
2,1,1,2,2,5,1,10,8,19,3,2,2,2,3,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,262,1,61,3008,3
2,1,2,2,2,5,1,7,8,19,3,2,2,2,3,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,262,1,61,3008,3
4,1,1,1,5,3,1,11,8,19,2,1,1,2,5,2,1,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,786,1,61,3008,3
5,1,1,1,13,2,1,11,8,19,1,2,1,2,9,2,3,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1048,1,61,3008,3
5,1,1,1,2,2,1,4,8,19,1,2,2,2,7,2,1,8000,0,0,0,0,1,0,0,0,0,0,0,0,0,673,1,60,3009,2
4,1,1,1,7,1,1,6,8,19,9,9,1,1,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,548,1,62,3010,4
5,1,1,1,9,1,1,1,8,19,2,2,1,2,9,2,3,0,2000,0,0,0,0,0,1,1,0,0,0,0,0,263,1,62,3011,4
5,1,1,2,5,1,1,7,8,19,2,1,1,2,9,2,3,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,263,1,62,3011,4
5,1,2,2,5,1,1,12,8,19,2,4,1,1,4,2,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,263,1,62,3011,4
3,1,1,1,2,1,1,7,8,19,4,2,1,2,8,2,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,561,1,60,3012,2
3,1,1,1,9,1,1,5,8,19,1,2,1,2,3,2,5,5754,258,1,0,0,0,0,0,0,0,0,0,0,0,1122,1,60,3012,2
3,1,1,1,9,2,1,6,8,19,2,2,1,1,4,2,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,909,1,61,3013,3
4,1,1,1,2,1,1,1,8,19,3,2,2,2,4,2,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,303,1,61,3013,3
4,1,1,1,3,1,1,1,8,19,3,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,1,0,0,0,303,1,61,3013,3
2,1,1,2,2,2,1,5,8,19,3,2,1,2,4,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1,62,3015,4
2,1,2,2,2,2,1,9,8,19,1,2,1,2,4,2,1,3000,0,0,0,0,0,0,0,0,1,1,0,0,0,279,1,62,3015,4
3,1,1,1,2,1,1,99,8,19,2,4,2,2,4,2,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1,62,3015,4
3,1,1,1,7,1,1,12,8,19,1,4,1,2,4,2,1,5500,0,0,0,0,0,0,0,0,1,1,0,0,0,279,1,62,3015,4
4,1,1,1,1,3,1,10,8,19,3,4,1,1,4,1,1,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1,62,3015,4
4,1,1,1,3,3,1,8,8,19,2,2,1,2,4,2,1,500,0,0,1,1,1,0,0,0,0,0,0,0,0,279,1,62,3015,4
4,1,1,3,2,3,1,12,8,19,2,4,2,2,4,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1,62,3015,4
4,1,2,3,2,3,1,12,8,19,3,4,2,2,4,2,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1,62,3015,4
4,1,3,3,2,3,1,7,8,19,3,4,2,2,4,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1,62,3015,4
1,1,1,1,7,1,1,5,8,19,9,4,1,2,6,2,1,3600,0,0,0,0,0,0,0,0,1,0,0,0,0,572,1,62,3016,4
2,1,1,1,1,1,1,4,8,19,2,1,1,1,4,1,1,25000,2000,0,0,0,0,0,0,0,0,0,0,0,0,286,1,62,3016,4
2,1,1,1,8,1,1,5,8,19,9,4,1,2,9,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,858,1,62,3016,4
2,1,1,1,11,1,1,9,8,19,3,2,1,1,4,2,2,20000,0,1,1,1,1,1,1,1,1,1,0,0,0,858,1,62,3016,4
2,1,1,3,7,1,1,3,8,19,1,4,1,1,4,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,858,1,62,3016,4
2,1,2,3,7,1,1,7,8,19,9,4,1,2,9,2,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,858,1,62,3016,4
2,1,3,3,7,1,1,12,8,19,9,4,1,2,9,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,858,1,62,3016,4
3,1,1,1,1,1,1,7,8,19,4,2,1,1,4,2,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,286,1,62,3016,4
3,1,1,1,9,1,1,3,8,19,2,2,1,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,572,1,62,3016,4
4,1,1,1,1,4,1,9,8,19,3,2,1,1,4,2,1,12000,0,0,0,0,0,0,0,0,1,0,0,0,0,286,1,62,3016,4
5,1,1,1,2,2,1,7,8,19,3,2,2,2,4,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,286,1,62,3016,4
5,1,1,1,3,2,1,5,8,19,4,1,1,2,4,2,1,3000,0,0,0,0,0,0,0,0,0,1,0,0,0,286,1,62,3016,4
2,1,1,1,4,2,1,9,8,19,9,2,2,2,4,2,1,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,290,1,61,3018,3
2,1,1,1,8,2,1,3,8,19,1,2,1,2,4,2,1,200,0,0,0,0,0,0,0,0,0,1,0,0,0,580,1,61,3018,3
1,1,1,1,4,4,1,5,8,19,1,2,2,1,4,2,1,40000,0,0,1,1,1,0,1,0,1,1,0,0,0,346,1,61,3020,3
2,1,1,1,2,1,1,10,8,19,3,1,2,1,4,2,1,10000,0,0,0,0,1,0,0,0,1,1,0,0,0,346,1,61,3020,3
3,1,1,1,2,1,1,2,8,19,3,1,2,2,4,1,1,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,346,1,61,3020,3
3,1,1,1,5,1,1,4,8,19,3,5,1,2,4,2,3,8000,0,0,0,1,1,0,1,0,1,1,0,0,0,346,1,61,3020,3
4,1,1,1,2,3,1,7,8,19,2,1,2,2,4,2,1,1800,0,0,0,0,1,0,0,0,1,0,0,0,0,346,1,61,3020,3
4,1,1,1,4,1,1,8,8,19,1,2,2,1,4,1,1,20000,0,0,0,0,0,0,0,0,1,0,0,0,0,316,1,61,3021,3
1,1,1,1,9,2,1,2,8,19,4,2,1,2,1,2,5,5754,258,0,0,0,0,0,0,0,1,0,0,0,0,598,1,62,3022,4
3,1,1,2,3,1,1,2,8,19,3,2,1,2,4,2,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,299,1,62,3022,4
3,1,2,2,3,1,1,9,8,19,3,2,1,2,4,2,1,400,0,0,0,0,0,0,0,0,1,0,0,0,0,299,1,62,3022,4
1,1,1,1,1,2,1,3,8,19,3,4,2,1,4,2,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,366,1,62,3023,4
1,1,1,1,3,2,1,9,8,19,1,2,1,2,4,2,1,700,0,0,0,0,0,0,0,0,1,1,0,0,0,366,1,62,3023,4
2,1,1,1,4,1,1,5,8,19,1,2,2,2,3,2,1,500,0,0,0,1,0,0,0,0,0,0,0,0,0,366,1,62,3023,4
4,1,1,1,4,3,1,6,8,19,2,2,2,2,7,2,1,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,366,1,62,3023,4
2,1,1,1,9,1,1,6,8,19,2,2,1,2,8,2,5,5754,258,0,0,0,0,0,0,0,0,1,0,0,0,634,1,60,3024,2
3,1,1,1,2,1,1,5,8,19,1,1,2,2,4,2,1,300,0,1,0,0,0,0,0,0,0,0,0,0,0,390,1,61,3025,3
4,1,1,1,4,2,1,6,8,19,2,2,2,2,4,2,1,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,390,1,61,3025,3
3,1,1,1,5,2,1,8,8,19,3,1,1,2,7,2,1,1000,0,1,0,1,0,0,1,1,0,0,0,0,0,1240,1,60,3026,2
5,1,1,1,4,1,1,6,8,19,3,2,2,1,4,2,1,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,620,1,60,3026,2
1,1,1,1,2,1,1,9,8,19,3,1,2,2,6,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,299,1,61,3027,3
1,1,1,1,3,1,1,11,8,19,1,1,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,1,61,3027,3
1,1,1,1,4,1,1,5,8,19,4,2,2,2,6,2,1,1800,0,1,0,0,0,0,0,0,0,0,0,0,0,299,1,61,3027,3
5,1,1,1,9,3,1,8,8,19,2,2,1,2,4,2,5,5754,258,1,0,0,0,0,0,0,0,0,0,0,0,897,1,61,3027,3
1,1,1,1,2,1,1,2,8,19,3,1,2,2,5,2,1,1000,0,1,0,0,0,0,1,0,0,0,0,0,0,376,1,61,3028,3
2,1,1,3,2,4,1,1,8,19,4,2,2,2,4,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,376,1,61,3028,3
2,1,2,3,2,4,1,11,8,19,4,2,2,2,4,2,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,376,1,61,3028,3
2,1,3,3,2,4,1,12,8,19,4,2,2,2,4,2,1,500,0,1,0,1,0,0,0,0,0,0,0,0,0,376,1,61,3028,3
3,1,1,1,1,2,1,4,8,19,1,2,2,1,4,2,1,50000,0,0,1,0,0,0,0,0,0,0,0,0,0,376,1,61,3028,3
3,1,1,1,2,2,1,6,8,19,2,2,1,2,4,2,1,5000,0,0,0,0,1,0,0,0,0,0,0,0,0,308,1,61,3029,3
1,1,1,1,3,3,1,3,8,19,1,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,1,61,3030,3
1,1,1,1,4,3,1,10,8,19,2,2,2,2,4,2,1,4000,0,0,0,0,0,0,0,0,1,0,0,0,0,291,1,61,3030,3
1,1,1,1,1,2,1,10,8,19,3,4,2,1,4,2,1,27000,0,0,1,0,0,0,0,0,0,0,0,0,0,549,1,60,3031,2
2,1,1,1,9,1,1,4,8,19,1,2,1,2,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1098,1,60,3031,2
3,1,1,1,1,5,1,7,8,19,3,1,2,1,4,1,1,5500,0,0,0,0,1,0,0,0,0,0,0,0,0,549,1,60,3031,2
5,1,1,1,7,1,1,7,8,19,1,5,1,2,5,2,1,3800,0,1,0,0,0,0,0,0,0,0,0,0,0,1176,1,60,3032,2
1,1,1,1,9,2,1,5,8,19,1,2,1,2,4,2,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1017,1,62,3033,4
3,1,1,1,7,1,1,5,28,32,2,4,1,2,4,2,1,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,678,1,62,3033,4
1,1,1,1,13,1,1,12,8,19,2,2,1,2,1,2,3,0,0,0,1,1,0,0,1,0,0,1,0,0,0,316,1,61,3036,3
1,1,1,2,11,1,1,6,8,19,3,2,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,1,61,3036,3
1,1,2,2,11,1,1,2,8,19,3,2,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,1,61,3036,3
2,1,1,1,2,3,1,3,8,19,3,1,2,2,5,1,1,1000,0,1,0,0,0,0,0,0,0,0,0,0,0,316,1,61,3036,3
4,1,1,1,2,1,1,7,8,19,1,3,2,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,316,1,61,3036,3
4,1,1,1,4,1,1,3,8,19,3,2,2,2,4,2,1,3000,0,0,0,1,0,0,0,0,1,0,0,0,0,316,1,61,3036,3
5,1,1,1,1,1,1,2,8,19,2,4,2,1,4,2,1,30000,0,0,1,1,0,0,0,0,1,0,0,0,0,316,1,61,3036,3
2,1,1,1,5,1,1,11,8,19,1,1,1,2,4,2,1,300,0,1,0,0,0,0,0,0,0,0,0,0,0,900,1,61,3037,3
1,1,1,1,4,3,1,7,8,19,2,2,2,1,4,1,1,7000,0,0,1,0,0,0,0,0,0,0,0,0,0,346,1,61,3038,3
5,1,1,1,2,3,1,5,8,19,2,4,2,2,7,2,1,300,0,0,0,1,0,0,0,0,1,0,0,0,0,346,1,61,3038,3
1,1,1,1,2,1,1,1,8,19,4,1,1,2,4,2,1,3000,0,0,0,1,0,0,0,0,0,0,0,0,0,297,1,61,3040,3
2,1,1,1,10,1,1,10,8,19,3,1,1,2,4,1,1,50,0,0,0,0,1,0,1,0,0,0,0,0,0,594,1,61,3040,3
3,1,1,1,3,4,1,2,8,19,1,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,1,0,0,0,297,1,61,3040,3
4,1,1,1,2,1,1,1,8,19,4,1,1,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,297,1,61,3040,3
4,1,1,1,5,1,1,5,8,19,1,1,1,2,4,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,891,1,61,3040,3
4,1,1,1,4,1,1,3,8,19,1,2,2,1,4,2,1,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,266,1,62,3041,4
4,1,1,1,5,1,1,2,8,19,2,1,1,1,4,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,532,1,62,3041,4
4,1,1,1,9,1,1,5,8,19,2,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,1,0,0,0,532,1,62,3041,4
5,1,1,2,9,2,1,3,8,19,2,2,1,2,3,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,532,1,62,3041,4
5,1,2,2,9,2,1,10,8,19,2,2,1,2,3,2,5,5754,258,0,1,0,0,0,0,0,0,1,0,0,0,532,1,62,3041,4
2,1,1,1,1,2,1,12,8,19,2,3,2,1,4,2,1,14000,0,0,1,1,0,0,0,0,0,0,0,0,0,298,1,61,3042,3
4,1,1,1,4,2,1,7,8,19,4,2,2,1,4,2,1,1000,0,0,0,1,0,0,0,0,1,0,0,0,0,298,1,61,3042,3
2,1,1,1,2,3,1,2,8,19,2,1,2,2,5,2,3,600,0,0,0,0,0,0,0,0,0,0,0,0,0,295,1,62,3043,4
2,1,1,3,13,3,1,2,8,40,3,3,1,2,2,1,3,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,885,1,62,3043,4
2,1,2,3,13,3,1,3,8,40,2,3,1,2,8,2,3,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,885,1,62,3043,4
2,1,3,3,13,3,1,3,8,40,3,3,1,2,6,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,885,1,62,3043,4
1,1,1,1,5,1,1,9,8,19,3,1,1,1,4,2,1,50000,0,0,0,1,0,0,0,0,0,0,0,0,0,656,1,61,3044,3
2,1,1,1,4,1,1,4,8,19,2,2,2,2,4,2,1,4000,0,0,1,0,1,0,0,0,1,0,0,0,0,328,1,61,3044,3
3,1,1,1,2,4,1,5,8,19,3,1,2,2,7,2,1,1300,0,1,1,0,0,0,0,0,0,0,0,0,0,328,1,61,3044,3
5,1,1,1,2,1,1,5,8,19,3,1,1,1,4,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,328,1,61,3044,3
5,1,1,1,4,1,1,5,8,19,3,2,1,2,7,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,328,1,61,3044,3
1,1,1,1,4,2,1,3,8,19,1,2,2,2,3,2,1,300,0,0,0,0,1,0,0,0,0,0,0,0,0,265,1,61,3045,3
3,1,1,1,4,4,1,3,8,19,1,2,2,1,4,2,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,265,1,61,3045,3
4,1,1,1,2,1,1,3,8,19,4,1,2,2,5,2,1,600,0,0,0,0,1,0,0,0,0,0,0,0,0,265,1,61,3045,3
2,1,1,1,5,2,1,12,8,19,3,4,1,2,3,1,1,13000,0,0,0,1,0,0,1,1,1,0,0,0,0,1040,1,62,3046,4
3,1,1,1,2,1,1,2,8,19,1,1,2,2,4,2,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1,62,3046,4
3,1,1,1,3,1,1,3,8,19,1,1,1,2,4,2,1,500,0,0,0,0,0,0,0,0,1,0,0,0,0,260,1,62,3046,4
5,1,1,1,2,1,1,5,8,19,3,2,2,2,5,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1,62,3046,4
5,1,1,1,3,1,1,12,8,19,3,2,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1,62,3046,4
5,1,1,2,5,1,1,2,8,19,2,1,1,2,4,2,3,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1,62,3046,4
5,1,2,2,5,1,1,10,8,19,2,1,1,2,4,2,3,4000,0,1,1,1,1,1,1,1,1,1,0,0,0,260,1,62,3046,4
3,1,1,1,2,2,1,2,8,19,4,2,2,2,4,2,1,5000,0,1,0,0,1,0,0,0,0,0,0,0,0,312,1,61,3047,3
4,1,1,1,2,4,1,10,8,19,4,2,2,2,4,2,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,312,1,61,3047,3
1,1,1,1,2,2,1,6,8,19,1,1,2,2,3,2,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,306,1,61,3048,3
1,1,1,1,4,2,1,12,8,19,4,2,1,2,8,2,1,2000,4000,0,1,1,0,0,1,0,0,1,0,0,0,306,1,61,3048,3
1,1,1,1,4,4,1,2,8,19,1,2,2,1,4,2,1,15000,0,0,0,0,1,0,0,0,0,0,0,0,0,522,1,60,3049,2
1,1,1,3,2,4,1,2,8,19,4,1,2,1,4,2,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,522,1,60,3049,2
1,1,1,3,3,4,1,11,8,19,4,1,1,2,4,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,522,1,60,3049,2
