VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_34,BP1_35,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,FAC_DEL,DOM,EST,UPM,EST_SOC
4,2,1,1,1,2,1,5,26,18,4,2,1,1,4,1,1,35000,0,0,1,0,0,0,0,0,0,0,0,0,0,359,1,213,10698,3
1,1,1,1,2,1,1,12,26,18,3,2,2,1,4,2,1,5000,0,0,1,1,1,0,0,0,0,1,0,0,0,546,1,213,10699,3
2,1,1,2,3,4,1,12,26,18,2,2,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,546,1,213,10699,3
2,1,2,2,3,4,1,10,26,18,3,2,1,1,4,2,1,500,0,1,1,1,1,0,1,1,1,1,0,0,0,546,1,213,10699,3
1,1,1,1,4,1,1,3,26,18,1,2,2,2,4,2,1,3000,0,0,1,0,0,0,0,0,1,0,0,0,0,352,1,212,10701,2
3,1,1,5,3,2,1,12,26,18,3,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,1,212,10701,2
3,1,2,5,3,2,1,11,26,18,3,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,1,212,10701,2
3,1,3,5,3,2,1,7,26,18,3,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,1,212,10701,2
3,1,4,5,3,2,1,6,26,18,3,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,1,212,10701,2
3,1,5,5,3,2,1,5,26,18,3,2,1,2,3,2,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,352,1,212,10701,2
1,1,1,1,2,2,1,2,26,18,4,2,2,2,5,2,1,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,467,1,213,10702,3
3,1,1,1,3,3,1,1,26,18,9,2,1,2,3,2,1,100,0,0,0,0,0,0,0,0,0,1,0,0,0,467,1,213,10702,3
3,1,1,1,4,2,1,2,26,43,1,2,2,2,5,1,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,298,1,213,10703,3
3,1,1,2,13,2,1,7,26,43,2,2,1,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,1,213,10703,3
3,1,2,2,13,2,1,9,26,43,2,2,1,2,9,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,596,1,213,10703,3
1,1,1,1,2,2,1,5,26,19,3,1,2,2,6,2,1,1500,0,1,1,1,0,0,0,0,1,1,0,0,0,608,2,207,10704,3
7,1,1,1,5,2,1,5,26,37,2,1,1,1,4,2,1,5000,0,1,1,1,1,0,1,1,1,1,0,0,0,1824,2,207,10704,3
9,1,1,1,8,3,1,2,26,19,1,8,1,1,4,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,1824,2,207,10704,3
9,1,1,1,9,3,1,10,26,19,4,2,1,1,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,1824,2,207,10704,3
9,1,1,1,10,3,1,10,26,19,2,2,1,1,4,2,5,5754,258,1,1,1,0,1,1,1,1,1,0,0,0,1824,2,207,10704,3
9,1,1,2,3,3,1,5,26,19,4,2,1,2,3,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,608,2,207,10704,3
9,1,2,2,3,3,1,9,26,19,1,2,1,2,3,1,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,608,2,207,10704,3
10,1,1,1,2,2,1,8,26,19,3,2,1,2,7,1,1,300,0,0,0,1,1,0,0,1,0,0,0,0,0,608,2,207,10704,3
15,1,1,1,2,2,1,10,26,19,9,2,2,2,4,2,1,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,608,2,207,10704,3
17,1,1,2,2,2,1,6,26,19,3,2,2,2,7,1,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,608,2,207,10704,3
17,1,2,2,2,2,1,5,26,19,3,2,2,2,7,1,1,2500,0,1,0,0,0,0,0,0,0,1,0,0,0,608,2,207,10704,3
1,1,1,1,5,2,1,7,14,39,1,5,1,2,3,2,1,3500,0,1,1,1,1,0,0,0,0,0,0,0,0,598,1,213,10705,3
2,1,1,1,1,1,1,8,26,43,1,2,2,2,5,1,1,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,403,1,212,10706,2
5,1,1,1,3,2,1,11,26,43,3,1,1,2,7,2,1,1200,0,0,0,0,0,0,0,0,0,1,0,0,0,403,1,212,10706,2
2,1,1,1,4,1,1,11,26,43,4,2,1,2,6,2,1,1500,0,1,1,1,1,0,0,0,1,1,0,0,0,565,1,212,10707,2
2,1,1,2,3,1,1,2,26,43,4,2,1,2,6,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,565,1,212,10707,2
2,1,2,2,3,1,1,11,26,43,1,2,1,2,6,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,565,1,212,10707,2
11,1,1,3,10,2,1,5,26,19,2,1,1,2,9,2,3,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,4419,2,206,10708,2
11,1,2,3,10,2,1,10,26,19,2,1,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,4419,2,206,10708,2
11,1,3,3,10,2,1,12,26,19,2,1,1,2,9,2,5,5754,258,1,1,1,1,0,1,1,1,1,0,0,0,4419,2,206,10708,2
16,1,1,1,2,3,1,4,26,19,2,2,1,2,6,2,1,1150,0,0,0,0,0,0,0,0,1,1,0,0,0,1473,2,206,10708,2
17,1,1,1,2,2,1,3,26,19,3,1,1,2,3,1,1,1500,0,0,0,0,0,0,0,0,1,1,0,0,0,1473,2,206,10708,2
18,1,1,1,2,1,1,5,26,19,2,2,1,2,8,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,2,206,10708,2
18,1,1,1,3,1,1,9,26,19,3,2,1,2,4,2,1,500,0,0,0,1,0,0,0,0,1,1,0,0,0,1473,2,206,10708,2
19,1,1,1,2,2,1,9,26,19,4,2,2,2,6,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,2,206,10708,2
19,1,1,1,3,2,1,4,26,19,4,2,1,2,3,2,5,5754,258,1,1,1,0,0,0,0,0,1,0,0,0,1473,2,206,10708,2
4,1,1,1,2,1,1,11,26,71,4,2,2,1,4,2,1,2500,0,0,1,0,1,0,0,0,1,0,0,0,0,1377,2,206,10709,2
5,1,1,1,4,2,1,7,26,71,2,2,1,2,7,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,2,206,10709,2
5,1,1,1,8,2,1,11,26,71,2,1,1,1,4,2,1,30000,0,1,1,1,1,0,0,0,1,1,0,0,0,2754,2,206,10709,2
7,1,1,4,4,1,1,1,26,71,1,2,1,2,1,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,2,206,10709,2
7,1,1,5,11,1,1,1,26,71,1,2,1,2,1,1,3,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,2754,2,206,10709,2
7,1,2,4,4,1,1,2,26,71,1,2,1,2,1,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,2,206,10709,2
7,1,2,5,11,1,1,2,26,71,2,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2754,2,206,10709,2
7,1,3,4,4,1,1,3,26,71,2,2,2,2,1,2,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,2,206,10709,2
7,1,3,5,11,1,1,3,26,71,3,2,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2754,2,206,10709,2
7,1,4,4,4,1,1,4,26,30,3,2,2,2,1,2,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,2,206,10709,2
7,1,4,5,11,1,1,4,26,71,1,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2754,2,206,10709,2
7,1,5,5,11,1,1,5,26,71,2,2,1,2,1,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2754,2,206,10709,2
12,1,1,1,3,3,1,11,26,71,4,2,1,2,3,2,1,450,0,0,1,0,0,0,0,0,0,1,0,0,0,1377,2,206,10709,2
14,1,1,1,2,3,1,8,26,71,3,2,2,2,4,1,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,2,206,10709,2
14,1,1,1,8,3,1,12,26,71,3,1,1,2,7,2,1,100,0,0,0,0,1,0,0,0,1,1,0,0,0,4131,2,206,10709,2
16,1,1,1,2,3,1,8,26,71,1,1,2,2,3,2,1,40,0,0,0,0,0,0,0,0,0,1,0,0,0,1377,2,206,10709,2
1,1,1,1,2,1,1,10,26,33,2,1,2,2,4,2,1,1800,0,0,0,0,0,0,0,0,0,1,0,0,0,1492,2,206,10710,2
5,1,1,1,10,5,1,12,26,33,3,2,1,2,5,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5968,2,206,10710,2
12,1,1,2,4,3,1,7,26,33,1,2,2,2,7,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,1492,2,206,10710,2
12,1,2,2,4,3,1,11,26,33,1,2,2,2,7,2,1,250,0,0,0,0,0,0,0,0,0,1,0,0,0,1492,2,206,10710,2
13,1,1,1,3,1,1,9,26,33,4,2,1,2,3,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,1492,2,206,10710,2
13,1,1,1,5,1,1,8,26,3,2,7,1,2,1,1,3,1200,0,0,0,0,0,0,0,0,0,1,0,0,0,2984,2,206,10710,2
2,1,1,1,4,2,1,8,26,18,2,2,1,2,1,2,1,1000,0,1,1,1,0,0,0,0,1,0,0,0,0,479,1,211,10711,1
4,1,1,1,5,1,1,5,26,18,1,5,1,2,8,2,1,500,0,0,1,1,0,0,0,0,1,0,0,0,0,479,1,211,10711,1
5,1,1,1,3,1,1,10,26,18,2,2,1,2,7,2,1,360,0,1,0,1,0,0,0,0,1,0,0,0,0,479,1,211,10711,1
3,1,1,1,2,1,1,8,26,42,2,2,2,2,9,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,182,2,205,10715,1
3,1,1,2,3,1,1,7,26,42,4,2,1,2,9,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,182,2,205,10715,1
3,1,2,2,3,1,1,8,26,42,4,2,1,2,6,2,1,200,0,0,0,0,0,0,0,0,1,0,0,0,0,182,2,205,10715,1
4,1,1,2,2,1,1,4,26,42,4,2,2,2,8,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,182,2,205,10715,1
4,1,2,2,2,1,1,12,26,42,4,2,2,1,4,2,1,3000,0,0,0,0,0,0,0,0,0,1,1,0,0,182,2,205,10715,1
11,1,1,1,4,4,1,10,26,33,4,2,2,2,4,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,182,2,205,10715,1
11,1,1,2,3,4,1,6,26,33,3,2,1,2,9,2,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,182,2,205,10715,1
11,1,2,2,3,4,1,8,26,33,3,2,1,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,2,205,10715,1
13,1,1,2,4,1,1,8,26,42,1,2,2,1,4,1,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,182,2,205,10715,1
13,1,2,2,4,1,1,10,26,42,1,2,2,1,4,1,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,1,182,2,205,10715,1
17,1,1,1,4,2,1,2,26,33,9,2,2,1,4,2,1,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,182,2,205,10715,1
17,1,1,1,5,2,1,2,26,33,4,1,1,2,3,2,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,364,2,205,10715,1
17,1,1,1,10,2,1,3,26,33,3,3,1,2,3,2,5,5754,258,1,0,0,0,0,0,1,0,1,0,0,0,364,2,205,10715,1
18,1,1,1,5,1,1,11,26,33,3,1,1,2,1,2,1,400,0,0,0,0,0,0,0,0,0,1,0,0,0,364,2,205,10715,1
1,1,1,1,5,1,1,4,26,18,4,4,1,2,4,2,1,800,0,0,0,0,0,0,0,0,1,1,0,0,0,334,1,212,10716,2
2,1,1,1,4,1,1,5,8,47,9,2,2,2,1,2,1,6000,0,0,0,0,0,0,0,0,0,1,0,0,0,334,1,212,10716,2
3,1,1,1,10,2,1,10,26,18,3,2,1,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,334,1,212,10716,2
4,1,1,1,4,1,1,7,26,18,4,2,2,2,4,1,1,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,334,1,212,10716,2
5,1,1,1,2,1,1,7,26,18,4,2,1,2,7,1,1,1200,400,0,0,0,0,0,0,0,0,0,0,0,0,334,1,212,10716,2
5,1,1,5,3,1,1,1,26,18,4,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,1,212,10716,2
5,1,2,5,3,1,1,6,26,18,3,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,1,212,10716,2
5,1,3,5,3,1,1,7,26,18,3,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,1,212,10716,2
5,1,4,5,3,1,1,8,26,18,1,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,1,212,10716,2
5,1,5,5,3,1,1,10,26,18,4,2,1,2,8,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,334,1,212,10716,2
5,1,1,1,9,1,1,4,26,29,1,2,1,2,3,2,3,0,0,1,1,1,1,1,1,1,0,1,0,0,0,202,2,208,10717,4
6,1,1,1,4,1,1,7,26,29,1,2,1,2,3,2,1,20000,0,1,0,0,0,0,0,0,0,0,1,0,0,101,2,208,10717,4
6,1,1,4,3,1,1,6,26,29,4,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,101,2,208,10717,4
6,1,2,4,3,1,1,6,26,29,4,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,101,2,208,10717,4
6,1,3,4,3,1,1,8,26,29,4,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,101,2,208,10717,4
6,1,4,4,3,1,1,4,26,29,4,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,101,2,208,10717,4
11,1,1,1,4,1,1,6,26,29,2,2,2,2,1,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2,208,10717,4
11,1,1,1,8,1,1,9,26,29,2,4,1,2,4,2,1,9,0,1,1,1,0,0,0,0,0,0,0,0,0,101,2,208,10717,4
15,1,1,1,2,2,1,7,26,29,3,5,2,2,4,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2,208,10717,4
15,1,1,1,8,2,1,3,26,29,1,4,1,2,6,2,1,2600,0,0,0,1,1,0,0,0,0,0,0,0,0,202,2,208,10717,4
16,1,1,1,2,1,1,5,26,29,1,5,2,2,6,2,1,7000,1000,0,0,0,0,0,0,0,0,0,0,0,0,101,2,208,10717,4
16,1,1,1,7,1,1,6,26,29,9,9,1,2,6,2,1,45000,2500,0,0,0,0,0,0,0,0,0,0,0,0,101,2,208,10717,4
16,1,1,1,8,1,1,2,26,29,9,4,1,2,5,2,1,10000,1500,0,0,0,1,0,0,0,1,0,0,0,0,101,2,208,10717,4
20,1,1,1,4,1,1,2,26,29,4,2,2,1,4,1,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2,208,10717,4
20,1,1,1,5,1,1,8,26,29,3,5,1,2,4,2,1,3000,0,0,0,0,0,0,0,0,1,0,1,0,0,202,2,208,10717,4
2,1,1,1,1,2,1,11,26,29,3,1,1,1,4,2,1,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,186,2,205,10718,1
2,1,1,1,5,2,1,11,26,29,3,1,1,1,4,2,1,2400,0,0,0,0,1,0,0,0,0,0,0,0,0,372,2,205,10718,1
15,1,1,3,4,3,1,6,26,29,4,2,2,2,3,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,186,2,205,10718,1
15,1,2,3,4,3,1,11,26,29,4,2,1,2,3,2,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,186,2,205,10718,1
15,1,3,3,4,3,1,12,26,29,4,2,1,2,3,2,1,100,0,1,0,0,0,0,0,0,1,0,0,0,0,186,2,205,10718,1
5,1,1,1,9,1,1,7,26,18,2,3,1,2,8,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1131,1,212,10719,2
4,1,1,1,4,1,1,11,26,43,3,2,2,2,9,2,1,5000,0,0,1,1,0,0,0,0,0,0,0,0,0,614,1,212,10720,2
1,1,1,1,15,1,1,10,26,43,1,4,2,2,9,2,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,263,1,213,10721,3
5,1,1,4,2,2,1,11,26,43,4,1,2,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,263,1,213,10721,3
5,1,2,4,2,2,1,9,26,43,4,1,2,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,263,1,213,10721,3
5,1,3,4,2,2,1,99,26,43,4,1,2,2,4,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,263,1,213,10721,3
5,1,4,4,2,2,1,99,26,43,4,1,2,2,4,2,1,400,0,0,0,0,0,0,0,0,0,1,0,0,0,263,1,213,10721,3
4,1,1,4,13,2,1,7,26,55,3,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,1,213,10722,3
4,1,2,4,13,2,1,7,26,55,3,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,1,213,10722,3
4,1,3,4,13,2,1,6,26,55,2,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,1,213,10722,3
4,1,4,4,13,2,1,6,26,55,2,1,1,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,716,1,213,10722,3
1,1,1,2,2,1,1,3,26,55,3,4,2,2,3,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,319,1,213,10723,3
1,1,2,2,2,1,1,8,26,55,1,4,2,2,5,2,1,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,319,1,213,10723,3
1,1,1,3,3,2,1,3,26,43,9,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,597,1,213,10724,3
1,1,2,3,3,2,1,7,26,43,9,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,597,1,213,10724,3
1,1,3,3,3,2,1,12,26,43,9,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,1,0,0,597,1,213,10724,3
2,1,1,1,2,1,1,8,26,55,3,2,1,2,5,1,1,800,0,0,0,0,0,0,0,0,1,0,0,0,0,403,1,213,10725,3
3,1,1,1,2,2,1,1,26,55,2,3,2,2,9,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,403,1,213,10725,3
3,1,1,1,4,2,1,2,26,55,3,2,1,2,6,2,1,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,403,1,213,10725,3
2,1,1,1,7,2,1,5,26,2,1,4,1,2,5,2,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,2810,2,206,10726,2
2,1,1,1,9,2,1,2,26,2,1,3,1,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2810,2,206,10726,2
2,1,1,1,10,2,1,7,26,2,2,8,1,2,5,2,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2810,2,206,10726,2
4,1,1,3,4,1,1,9,26,2,3,2,1,2,4,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,2,206,10726,2
4,1,2,3,4,1,1,6,26,2,4,2,1,2,5,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,2,206,10726,2
4,1,3,3,4,1,1,1,26,2,3,2,2,2,5,2,1,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,1405,2,206,10726,2
6,1,1,2,2,1,1,11,26,2,3,2,1,2,4,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,2,206,10726,2
6,1,2,2,2,1,1,12,26,2,1,2,2,2,8,2,1,600,0,0,0,1,0,0,0,0,1,0,0,0,0,1405,2,206,10726,2
7,1,1,1,4,1,1,6,26,2,4,2,2,2,4,1,3,1500,0,0,0,0,0,0,0,0,0,1,0,0,0,1405,2,206,10726,2
11,1,1,1,10,3,1,3,26,2,2,2,1,2,1,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,4215,2,206,10726,2
11,1,1,1,11,3,1,3,26,2,2,2,1,2,1,2,5,5754,258,1,1,1,1,1,1,1,1,1,0,0,0,4215,2,206,10726,2
11,1,1,2,2,3,1,11,26,2,4,1,2,2,5,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,2,206,10726,2
11,1,2,2,2,3,1,12,26,2,4,1,2,2,5,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,2,206,10726,2
13,1,1,3,2,4,1,4,26,2,4,2,2,2,8,1,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,2,206,10726,2
13,1,2,3,2,4,1,9,26,2,4,2,2,2,8,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,2,206,10726,2
13,1,3,3,2,4,1,11,26,2,4,2,2,2,8,2,1,2500,0,0,0,1,0,0,0,0,0,1,0,0,0,1405,2,206,10726,2
14,1,1,1,3,1,1,8,26,2,2,2,1,2,7,2,5,5754,258,0,0,1,0,0,0,0,0,0,1,0,0,1405,2,206,10726,2
16,1,1,1,11,2,1,6,26,2,3,8,1,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2810,2,206,10726,2
17,1,1,1,2,2,1,6,26,2,4,8,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1405,2,206,10726,2
1,1,1,1,4,2,1,11,26,42,2,2,2,2,8,1,1,8000,0,1,0,1,0,0,0,0,0,1,0,0,0,455,2,207,10727,3
5,1,1,1,4,2,1,6,26,30,1,2,1,2,1,2,1,7000,0,0,0,0,1,0,0,0,0,0,0,0,0,455,2,207,10727,3
7,1,1,1,1,2,1,6,26,42,2,2,2,1,4,1,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,455,2,207,10727,3
7,1,1,1,4,2,1,8,26,42,4,2,2,2,7,2,1,7000,0,0,0,1,1,0,0,0,1,0,0,0,0,455,2,207,10727,3
19,1,1,1,8,2,1,8,26,42,2,2,1,2,5,2,1,2000,0,1,0,0,1,0,0,0,0,0,0,0,0,1820,2,207,10727,3
5,1,1,3,2,2,1,9,26,19,4,1,2,2,6,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,642,2,207,10728,3
5,1,2,3,2,2,1,10,26,19,4,1,2,2,6,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,642,2,207,10728,3
5,1,3,3,2,2,1,12,26,19,4,1,2,2,6,2,1,600,0,1,1,1,1,1,0,0,1,1,0,0,0,642,2,207,10728,3
7,1,1,1,4,1,1,2,26,19,3,2,2,2,8,2,1,7000,0,0,0,0,1,0,0,0,0,0,0,0,0,642,2,207,10728,3
9,1,1,1,9,3,1,4,26,19,2,2,1,2,4,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1926,2,207,10728,3
13,2,1,1,4,1,1,6,26,19,2,2,2,2,5,2,1,700,0,0,1,1,0,0,0,0,1,0,0,0,0,642,2,207,10728,3
16,1,1,1,2,1,1,9,26,19,3,1,2,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,1,0,0,0,642,2,207,10728,3
19,1,1,1,8,1,1,7,26,19,2,4,1,2,3,2,1,150,0,0,0,1,0,0,0,0,0,0,0,0,0,1284,2,207,10728,3
3,1,1,1,11,1,1,2,26,18,3,2,1,2,8,2,2,1900,1200,1,0,0,0,0,0,0,1,0,0,0,0,498,2,207,10729,3
5,1,1,1,2,3,1,7,26,18,4,1,2,2,3,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
5,1,1,1,10,3,1,2,26,18,3,1,1,2,7,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,747,2,207,10729,3
8,1,1,1,4,3,1,5,26,18,2,2,1,2,4,1,1,10000,0,1,0,0,1,0,0,0,0,1,0,0,0,249,2,207,10729,3
8,1,1,2,3,3,1,8,26,18,2,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
8,1,2,2,3,3,1,8,26,18,3,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
10,1,1,1,7,1,1,10,26,18,3,4,1,2,4,2,1,6000,0,1,0,0,0,0,0,0,1,0,0,0,0,249,2,207,10729,3
10,1,1,5,3,1,1,12,26,18,4,2,1,2,4,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
10,1,2,5,3,1,1,12,26,18,4,2,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
10,1,3,5,3,1,1,12,26,18,4,2,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
10,1,4,5,3,1,1,12,26,18,4,2,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
10,1,5,5,3,1,1,12,26,18,4,2,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
12,1,1,2,3,3,1,4,26,18,3,2,1,2,7,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
12,1,2,2,3,3,1,9,26,18,3,2,1,2,7,1,1,100,0,1,1,1,1,0,0,0,0,1,0,0,0,249,2,207,10729,3
14,1,1,1,4,3,1,10,26,18,3,2,2,2,1,1,1,1000,0,1,1,1,1,0,1,1,0,1,0,0,0,249,2,207,10729,3
18,1,1,2,2,1,1,10,26,18,4,2,2,2,5,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
18,1,2,2,2,1,1,10,26,18,4,2,2,2,5,2,1,3000,0,0,1,0,1,0,0,0,0,1,1,0,0,249,2,207,10729,3
25,1,1,1,7,2,1,4,26,18,2,4,1,2,4,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,747,2,207,10729,3
25,1,1,1,8,2,1,5,26,18,1,2,1,2,3,2,1,350,0,0,0,0,0,0,0,0,0,1,0,0,0,747,2,207,10729,3
25,1,1,5,3,2,1,12,26,18,4,2,1,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
25,1,2,5,3,2,1,12,26,18,4,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
25,1,3,5,3,2,1,6,26,18,4,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
25,1,4,5,3,2,1,3,26,18,4,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
25,1,5,5,3,2,1,2,26,18,4,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
26,1,1,2,3,1,1,3,26,18,3,2,1,2,3,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2,207,10729,3
