VIV_SEL,HOGAR,R_SEL,BPCOD,ND_TIPO,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_20,BP1_21,BP1_28,BP1_33,EST,UPM,CIUDAD,DOM,FAC_DEL
5,1,2,3,1,9,1,5,3,2,2,1,1,2,7,2,1,75,77,24,1,550
2,1,1,2,1,11,1,1,3,2,1,2,2,2,4,1,1,163,78,24,1,498
1,1,1,2,1,10,1,1,2,1,2,1,1,2,4,2,1,231,79,24,1,404
1,1,1,6,1,2,1,1,9,4,1,2,2,2,4,1,5,231,79,24,1,1250
1,1,1,7,1,6,1,1,2,2,2,2,1,2,4,2,1,231,79,24,1,1250
3,1,2,1,1,4,1,1,4,1,1,2,2,1,4,2,1,231,79,24,1,404
3,1,2,2,1,6,1,1,4,1,2,1,1,1,4,2,4,231,79,24,1,404
3,1,2,6,1,2,1,1,2,4,1,2,2,2,9,1,1,231,79,24,1,795
3,1,2,7,1,6,1,1,1,3,2,1,1,2,6,2,1,231,79,24,1,795
3,1,2,8,1,2,1,1,3,2,1,1,1,2,3,1,5,231,79,24,1,795
3,1,2,9,1,11,1,1,1,3,2,1,1,2,1,1,3,231,79,24,1,795
3,1,2,2,2,1,1,1,9,1,2,1,1,2,6,2,1,231,79,24,1,404
3,1,2,6,3,10,1,1,1,3,1,1,2,2,9,1,1,231,79,24,1,795
5,1,2,2,1,2,1,1,4,1,2,1,1,2,4,2,1,231,79,24,1,404
5,1,2,6,1,5,1,1,9,4,2,1,1,2,4,1,5,231,79,24,1,766
5,1,2,8,1,9,1,1,1,3,1,1,2,2,4,2,5,231,79,24,1,766
5,1,2,2,2,5,1,1,4,1,2,1,1,2,4,2,1,231,79,24,1,404
5,1,2,2,3,10,1,1,4,1,2,1,1,2,4,2,1,231,79,24,1,404
5,1,2,2,4,11,1,1,4,1,2,1,1,2,4,2,1,231,79,24,1,404
5,1,3,2,1,2,1,1,1,1,2,1,1,1,4,2,1,231,80,24,1,1003
5,1,3,3,1,11,1,1,3,2,2,1,1,2,7,2,1,231,80,24,1,1003
5,1,3,9,1,11,1,1,3,2,2,1,2,2,7,2,5,231,80,24,1,4291
5,1,3,2,2,12,1,1,3,1,2,1,1,2,4,1,1,231,80,24,1,1003
5,1,3,3,2,12,1,1,2,2,2,1,1,2,7,2,1,231,80,24,1,1003
5,1,3,9,2,12,1,1,4,2,2,1,1,2,6,1,3,231,80,24,1,4291
2,1,2,14,1,5,32,17,3,7,1,1,1,2,1,2,1,75,81,24,1,1251
4,1,2,2,1,11,1,1,2,1,2,1,1,2,3,2,1,75,81,24,1,407
4,1,2,3,1,10,1,1,4,2,2,1,1,2,5,2,1,75,81,24,1,407
5,1,4,4,1,1,1,1,2,1,2,2,1,1,4,2,1,75,81,24,1,1736
1,1,2,2,1,10,1,1,4,1,2,1,1,2,8,2,1,163,82,24,1,462
1,1,2,8,1,3,1,1,3,2,1,1,1,2,3,1,3,163,82,24,1,1326
1,1,2,2,2,11,1,1,1,1,2,1,1,2,8,2,1,163,82,24,1,462
1,1,2,8,2,4,1,1,2,2,1,1,1,2,3,2,5,163,82,24,1,1326
1,1,2,8,3,9,1,1,2,2,1,1,1,2,3,2,3,163,82,24,1,1326
1,1,2,3,1,4,1,1,2,2,2,1,1,2,4,1,1,75,83,24,1,478
2,1,2,1,1,4,1,1,1,2,1,1,1,2,6,2,1,75,83,24,1,478
4,1,2,3,1,8,1,1,2,2,2,1,1,1,4,2,1,75,83,24,1,478
5,1,1,2,1,5,1,1,2,4,2,1,1,1,4,2,1,75,83,24,1,478
5,1,1,3,1,6,1,1,2,2,2,1,1,2,8,2,1,75,83,24,1,478
5,1,1,2,2,11,1,1,2,1,2,1,1,1,4,2,1,75,83,24,1,478
1,1,1,8,1,11,1,1,3,1,1,2,1,2,6,2,3,163,84,24,1,411
2,1,1,3,1,4,1,1,2,2,2,1,1,1,4,2,1,75,85,24,1,421
2,1,1,4,1,2,1,1,2,3,2,1,1,2,7,2,1,75,85,24,1,412
1,1,1,1,1,6,1,1,4,1,2,1,1,2,3,2,1,75,86,24,1,413
3,1,1,2,1,4,1,1,4,1,2,1,1,2,4,1,1,75,86,24,1,413
5,1,1,3,1,5,1,1,2,2,2,1,1,2,3,2,3,75,86,24,1,413
5,2,1,3,1,6,1,1,3,2,2,1,1,2,5,2,1,75,86,24,1,413
5,2,1,3,2,9,1,1,2,2,2,1,1,2,5,2,1,75,86,24,1,413
4,1,2,8,1,2,1,1,2,2,1,2,2,2,7,2,3,163,87,24,1,1519
2,1,3,2,1,10,1,1,2,1,2,1,1,2,5,2,3,163,89,24,1,397
2,1,3,8,1,6,1,1,2,2,1,1,1,2,6,2,3,163,89,24,1,1177
2,1,3,12,1,3,1,1,2,1,2,1,1,2,1,2,3,163,89,24,1,1177
2,1,3,2,2,11,1,1,1,1,2,1,1,2,5,2,3,163,89,24,1,397
2,1,3,12,2,5,1,1,3,4,2,1,1,2,4,2,3,163,89,24,1,1177
2,1,3,12,3,10,1,1,3,1,2,1,1,2,4,2,3,163,89,24,1,1177
4,1,2,2,1,6,1,1,4,1,2,1,1,2,7,2,1,163,89,24,1,397
5,1,1,2,1,9,1,1,4,1,2,1,1,2,4,2,1,163,89,24,1,397
5,1,1,6,1,3,1,1,9,8,2,1,1,2,4,2,1,163,89,24,1,803
5,1,1,8,1,6,1,1,1,2,1,2,1,2,4,2,3,163,89,24,1,803
4,1,2,8,1,2,1,1,1,2,1,2,1,2,4,2,3,75,90,24,1,1242
4,1,2,8,2,6,1,1,2,2,1,2,1,2,4,2,3,75,90,24,1,1242
4,1,2,8,3,11,1,1,1,2,1,2,1,2,4,2,3,75,90,24,1,1242
3,1,2,2,1,2,1,1,4,1,2,1,1,1,4,2,1,163,92,24,1,445
3,1,2,3,1,3,1,1,1,2,2,1,1,2,9,2,1,163,92,24,1,445
3,1,2,4,1,8,1,1,2,1,2,1,1,2,6,2,3,163,92,24,1,880
3,1,2,9,1,10,1,1,3,1,2,1,1,2,6,2,2,163,92,24,1,2640
3,1,2,2,2,6,1,1,3,2,2,1,1,2,6,2,1,163,92,24,1,445
3,1,2,9,2,10,1,1,2,1,2,2,1,2,6,2,3,163,92,24,1,2640
3,1,2,9,3,11,1,1,2,1,2,2,1,2,6,2,3,163,92,24,1,2640
3,1,2,9,4,11,1,1,1,1,2,1,1,2,6,1,3,163,92,24,1,2640
3,1,2,9,5,12,1,1,3,2,2,1,1,2,1,2,2,163,92,24,1,2640
3,1,1,1,1,12,1,1,4,1,2,1,1,1,4,1,1,163,93,24,1,467
4,1,2,3,1,6,1,1,4,2,2,1,1,2,4,1,1,163,93,24,1,467
4,1,1,2,1,12,1,1,4,1,2,1,1,2,4,2,3,231,94,24,1,422
2,1,1,3,1,11,1,5,3,2,1,1,2,2,3,2,1,75,95,24,1,419
3,1,4,8,1,2,1,1,2,1,1,2,2,2,9,2,3,75,95,24,1,1788
4,1,2,3,1,1,1,5,2,2,2,1,1,2,8,2,1,75,95,24,1,419
4,1,2,8,1,7,1,5,2,2,1,1,2,2,9,2,3,75,95,24,1,821
4,1,2,3,2,4,1,5,3,2,2,1,1,2,8,2,1,75,95,24,1,419
4,1,2,8,2,7,1,5,2,2,1,1,2,1,4,2,3,75,95,24,1,821
4,1,2,3,3,11,1,5,3,2,2,1,1,1,4,2,1,75,95,24,1,419
2,1,1,14,1,12,1,1,3,3,1,1,1,2,1,1,1,75,96,24,1,749
4,1,1,3,1,11,1,1,2,2,2,1,1,2,6,2,1,75,96,24,1,395
5,1,2,2,1,3,1,1,3,2,2,1,1,2,5,2,1,75,96,24,1,395
5,1,2,2,2,4,1,1,3,1,2,1,1,2,5,2,1,75,96,24,1,395
5,1,2,2,3,6,1,1,4,1,2,1,1,2,5,2,1,75,96,24,1,395
5,1,2,2,4,7,1,1,4,1,2,1,1,2,5,2,1,75,96,24,1,395
1,1,1,2,1,7,1,1,3,1,2,1,1,2,4,2,1,163,97,24,1,767
1,1,1,2,2,8,1,1,1,1,2,1,1,1,4,2,1,163,97,24,1,767
2,1,2,2,1,5,1,1,4,1,2,1,1,2,4,1,1,163,97,24,1,767
2,1,2,2,2,7,1,3,2,4,2,1,1,2,4,2,1,163,97,24,1,767
1,1,1,3,1,5,1,1,2,2,2,1,1,2,4,2,1,75,98,24,1,523
3,1,2,3,1,2,1,1,2,2,2,1,1,2,4,2,1,75,98,24,1,523
5,1,2,2,1,7,1,1,3,1,2,1,1,2,4,1,1,75,98,24,1,523
5,1,2,2,2,11,1,1,3,1,2,1,1,2,4,2,1,75,98,24,1,523
1,1,1,2,1,12,1,1,3,1,2,1,1,2,7,2,1,75,9,24,1,547
1,1,1,4,1,9,1,1,4,1,2,2,1,2,4,2,1,75,9,24,1,1129
3,1,4,9,1,7,1,1,2,2,2,2,1,2,4,2,3,163,100,24,1,1937
3,1,4,9,2,11,1,1,3,2,2,2,1,2,1,2,3,163,100,24,1,1937
1,1,2,2,1,4,1,1,4,2,1,1,2,2,4,1,1,231,101,24,1,493
1,1,2,2,2,5,1,1,3,1,2,1,1,2,4,2,1,231,101,24,1,493
2,1,2,2,1,1,1,1,1,1,2,1,1,2,4,2,1,231,101,24,1,493
2,1,2,3,1,2,1,1,2,2,2,1,1,2,4,2,1,231,101,24,1,493
2,1,2,2,2,1,1,1,1,2,2,1,1,1,4,2,1,231,101,24,1,493
5,1,2,2,1,3,1,1,1,1,2,1,1,2,6,1,1,231,101,24,1,493
5,1,2,8,1,2,1,1,2,4,1,2,1,2,6,2,1,231,101,24,1,1737
5,1,2,2,2,5,1,1,1,1,2,1,1,2,4,1,1,231,101,24,1,493
5,1,2,2,3,7,1,1,1,1,2,1,1,2,4,1,1,231,101,24,1,493
5,1,2,2,4,10,1,1,3,1,2,1,1,2,4,2,1,231,101,24,1,493
4,1,1,2,1,1,1,1,4,1,2,1,1,2,4,1,1,75,102,24,1,417
4,1,1,3,1,2,1,1,4,2,2,1,1,2,4,2,1,75,102,24,1,417
4,1,1,2,2,4,1,1,4,1,2,1,1,2,4,2,1,75,102,24,1,417
4,1,1,2,3,7,1,1,4,1,2,1,1,2,4,2,1,75,102,24,1,417
4,1,1,2,4,11,1,1,4,1,2,1,1,2,4,2,1,75,102,24,1,417
2,1,2,9,1,6,1,1,2,1,2,1,1,1,4,2,2,75,103,24,1,1515
2,1,2,9,2,6,1,1,3,1,2,1,1,2,7,2,3,75,103,24,1,1515
2,1,2,9,3,6,1,1,2,1,2,1,1,2,7,2,3,75,103,24,1,1515
2,1,2,9,4,6,1,1,2,1,2,1,1,2,7,2,3,75,103,24,1,1515
2,1,2,9,5,6,1,1,2,1,2,1,1,1,4,2,3,75,103,24,1,1515
3,1,1,2,1,3,1,1,3,1,2,1,1,1,4,2,1,75,103,24,1,430
3,1,1,9,1,3,1,1,3,1,2,2,1,2,4,2,3,75,103,24,1,407
3,1,1,2,2,5,1,1,4,1,2,1,1,2,4,2,1,75,103,24,1,430
3,1,1,9,2,3,1,1,2,1,2,2,1,2,4,2,3,75,103,24,1,407
3,1,1,2,3,10,1,1,4,1,2,1,1,2,4,2,1,75,103,24,1,430
3,1,1,9,3,6,1,1,3,1,2,2,1,2,4,2,3,75,103,24,1,407
4,1,2,7,1,1,1,1,1,8,2,1,1,2,1,2,1,75,103,24,1,823
4,1,2,9,1,1,1,1,2,1,2,1,1,2,4,2,3,75,103,24,1,823
1,1,3,2,1,3,1,1,3,4,2,1,1,2,3,2,1,75,104,24,1,410
6,2,1,2,1,2,1,1,3,1,2,1,1,2,6,2,1,73,105,24,2,131
6,2,1,2,2,11,1,1,1,1,2,1,1,2,7,2,1,73,105,24,2,131
7,1,4,3,1,6,1,1,2,2,2,1,1,2,3,2,3,73,105,24,2,131
10,1,1,2,1,2,1,1,3,1,2,1,1,2,5,2,1,73,105,24,2,131
10,1,1,7,1,9,1,1,1,2,2,1,1,2,5,2,1,73,105,24,2,276
18,1,2,2,1,6,1,1,3,1,2,1,1,2,3,2,1,73,105,24,2,131
20,1,1,14,1,12,1,1,4,2,1,1,2,2,5,2,3,73,105,24,2,270
3,1,1,3,1,8,1,7,3,2,2,1,1,1,4,2,3,73,106,24,2,136
7,1,1,10,1,9,1,7,3,1,2,1,1,2,4,2,2,73,106,24,2,268
8,1,2,5,1,11,1,7,3,1,2,1,1,1,4,2,3,73,106,24,2,269
9,1,1,3,1,5,1,7,2,2,2,1,1,2,7,1,1,73,106,24,2,136
1,1,2,3,1,10,1,3,4,2,2,1,1,2,1,2,1,73,107,24,2,151
2,1,2,8,1,3,1,3,1,2,1,2,1,2,7,2,3,73,107,24,2,299
3,1,1,2,1,5,1,3,1,1,2,1,1,2,7,2,1,73,107,24,2,151
6,1,1,12,1,11,1,3,1,3,2,2,1,2,1,2,3,73,107,24,2,296
8,1,2,3,1,2,1,3,3,2,2,1,1,2,7,2,1,73,107,24,2,151
16,1,3,7,1,12,1,3,9,4,2,2,1,2,4,2,1,73,107,24,2,485
3,1,2,2,1,10,1,6,4,1,2,1,1,2,6,1,1,73,108,24,2,90
3,1,2,3,1,12,1,6,9,2,2,1,1,2,6,2,1,73,108,24,2,90
3,1,2,2,2,11,1,6,4,1,2,1,1,2,7,2,1,73,108,24,2,90
4,1,1,14,1,5,1,6,2,2,2,1,1,2,3,2,3,73,108,24,2,85
9,1,1,2,1,3,1,6,2,3,2,1,1,2,6,2,1,73,108,24,2,90
11,1,2,3,1,8,1,6,3,2,2,1,1,2,4,2,1,73,108,24,2,90
11,1,2,8,1,1,1,6,2,1,2,1,1,2,4,2,1,73,108,24,2,194
11,1,2,3,2,11,1,6,3,2,2,1,1,2,4,2,1,73,108,24,2,90
11,1,2,9,2,9,1,6,2,1,2,1,1,2,4,2,2,73,108,24,2,194
11,1,2,9,3,12,1,6,2,1,2,1,1,2,4,2,2,73,108,24,2,194
20,1,1,2,1,3,1,6,3,1,2,1,1,1,4,2,1,73,108,24,2,90
20,1,1,8,1,6,1,6,2,1,1,1,1,2,5,2,3,73,108,24,2,194
20,1,1,10,1,6,1,6,2,1,2,1,1,2,5,2,3,73,108,24,2,194
20,1,1,2,2,12,1,6,3,3,2,1,1,1,4,2,1,73,108,24,2,90
20,1,1,10,2,5,1,6,2,1,2,1,1,2,1,2,2,73,108,24,2,194
20,1,1,10,3,1,1,6,2,1,2,1,1,2,1,2,2,73,108,24,2,194
20,1,1,10,4,11,1,6,3,1,2,1,1,2,1,2,2,73,108,24,2,194
4,1,1,8,1,10,1,11,3,2,1,1,1,1,4,2,3,73,109,24,2,149
4,1,1,12,1,10,1,11,2,1,2,1,1,2,99,2,3,73,109,24,2,149
5,1,5,8,1,11,1,11,2,2,1,2,2,2,3,2,3,73,109,24,2,853
7,1,1,5,1,2,1,11,3,2,2,1,1,2,9,2,5,73,109,24,2,142
12,1,1,2,1,10,1,11,4,1,2,1,1,2,6,2,1,73,109,24,2,151
12,1,1,8,1,6,1,11,2,1,1,2,2,1,4,2,3,73,109,24,2,162
17,1,1,2,1,4,1,6,3,1,2,1,1,2,7,2,1,73,109,24,2,151
17,1,1,5,1,5,1,6,3,2,2,1,1,2,7,2,1,73,109,24,2,309
18,1,1,2,1,10,1,11,3,1,2,1,1,2,8,2,1,73,109,24,2,151
18,1,1,3,1,5,1,11,2,2,2,1,1,2,8,2,1,73,109,24,2,151
18,1,1,5,1,5,1,11,2,4,1,2,2,1,4,2,1,73,109,24,2,323
19,1,1,2,1,6,1,1,2,1,2,1,1,2,5,2,3,73,109,24,2,151
19,1,1,7,1,1,1,11,1,2,2,1,1,2,5,2,1,73,109,24,2,323
19,1,1,8,1,9,1,11,2,3,1,1,2,2,5,2,3,73,109,24,2,323
19,1,1,12,1,1,1,1,2,6,2,2,1,2,5,2,3,73,109,24,2,323
20,1,1,3,1,1,1,11,1,2,2,1,1,2,5,1,1,73,109,24,2,151
20,1,1,6,1,8,1,1,3,4,1,2,2,2,5,2,1,73,109,24,2,309
20,1,1,7,1,11,1,1,3,3,2,1,1,2,5,2,1,73,109,24,2,309
20,1,1,8,1,3,1,5,2,1,1,1,1,2,7,2,3,73,109,24,2,309
20,1,1,9,1,10,1,5,2,1,2,1,1,2,6,2,3,73,109,24,2,309
20,1,1,10,1,12,1,5,3,1,2,1,1,2,7,2,2,73,109,24,2,309
5,1,1,2,1,2,1,1,3,1,2,1,1,2,5,2,1,73,110,24,2,108
5,1,1,3,1,1,1,5,1,2,2,1,1,2,5,2,1,73,110,24,2,108
5,1,1,6,1,11,1,1,2,4,1,1,2,2,5,2,1,73,110,24,2,221
5,1,1,8,1,4,1,5,4,2,1,1,1,2,7,2,5,73,110,24,2,221
5,1,1,14,1,12,1,1,1,1,1,1,1,2,7,2,1,73,110,24,2,221
5,1,1,2,2,7,1,1,2,4,2,1,1,2,5,2,1,73,110,24,2,108
8,1,3,5,1,9,1,5,1,2,2,1,1,2,9,2,3,73,110,24,2,320
19,1,1,9,1,12,1,5,3,2,2,1,1,2,1,2,3,73,110,24,2,231
1,1,1,7,1,7,1,6,1,2,2,2,1,2,5,2,1,162,111,24,2,129
5,1,4,10,1,2,1,6,3,1,2,1,1,2,6,2,2,162,111,24,2,522
5,1,4,10,2,6,1,6,3,1,2,1,1,2,6,2,2,162,111,24,2,522
5,1,4,10,3,11,1,6,3,1,2,1,1,1,4,2,2,162,111,24,2,522
6,1,2,8,1,6,1,6,2,2,1,2,2,2,3,2,5,162,111,24,2,229
6,1,2,8,2,6,1,6,2,2,1,2,2,2,3,2,5,162,111,24,2,229
13,1,2,3,1,1,1,6,1,2,2,1,1,1,4,2,1,162,111,24,2,121
13,1,2,3,2,4,1,6,2,2,2,1,1,2,4,1,2,162,111,24,2,121
13,1,2,3,3,7,1,6,2,2,2,1,1,2,4,2,1,162,111,24,2,121
13,1,2,3,4,11,1,6,2,2,2,1,1,1,4,2,1,162,111,24,2,121
14,1,1,2,1,9,1,6,4,1,2,1,1,2,4,2,1,162,111,24,2,121
15,1,1,6,1,7,1,6,1,4,2,1,1,2,6,2,1,162,111,24,2,117
15,1,1,14,1,6,1,6,3,2,1,2,1,2,4,2,3,162,111,24,2,117
17,1,2,7,1,9,1,6,2,2,2,1,1,2,7,2,5,162,111,24,2,239
17,1,2,8,1,8,1,6,2,2,1,2,2,2,4,2,1,162,111,24,2,239
17,1,2,7,2,11,1,6,3,2,2,1,1,2,7,2,1,162,111,24,2,239
17,1,2,8,2,11,1,6,1,2,1,1,1,2,7,2,1,162,111,24,2,239
18,1,1,10,1,2,1,6,3,1,2,1,1,2,99,2,2,162,111,24,2,119
19,1,2,2,1,11,1,6,3,1,2,1,1,2,7,2,1,162,111,24,2,121
8,1,1,5,1,5,1,11,1,2,1,1,1,2,6,2,1,73,112,24,2,192
12,1,2,2,1,10,1,11,3,1,2,1,1,2,6,2,1,73,112,24,2,196
14,1,1,3,1,5,1,11,2,2,2,1,1,2,7,2,1,73,112,24,2,196
14,1,1,5,1,5,1,11,2,2,2,1,1,2,7,2,1,73,112,24,2,192
15,1,1,3,1,2,1,11,1,2,2,1,1,1,4,1,1,73,112,24,2,196
17,1,2,3,1,9,1,11,2,2,2,1,1,1,4,2,3,73,112,24,2,196
17,1,2,8,1,7,1,11,2,8,1,1,2,2,9,2,5,73,112,24,2,388
18,1,1,2,1,11,1,11,4,2,1,1,2,2,1,2,1,73,112,24,2,196
4,1,1,3,1,6,8,19,1,2,2,1,1,1,4,2,3,73,113,24,2,134
4,1,1,3,2,9,8,19,1,2,2,1,1,1,4,2,1,73,113,24,2,134
4,1,1,3,3,12,8,19,2,2,2,1,1,2,4,2,1,73,113,24,2,134
12,1,1,2,1,6,1,1,4,8,2,1,1,2,4,2,1,73,114,24,2,112
14,1,1,2,1,5,1,8,4,1,2,1,1,2,6,1,1,73,114,24,2,112
14,1,1,2,2,6,1,8,4,1,2,1,1,2,6,2,1,73,114,24,2,112
15,1,1,8,1,3,1,8,3,2,1,1,2,2,4,2,5,73,114,24,2,231
17,1,5,2,1,5,1,8,4,1,2,1,1,2,7,1,1,73,114,24,2,112
20,1,1,2,1,2,1,1,4,1,2,1,1,2,3,2,1,73,114,24,2,112
20,1,1,6,1,9,1,1,2,1,1,1,2,1,4,2,1,73,114,24,2,240
20,1,1,2,2,7,1,8,3,7,2,1,1,2,5,1,1,73,114,24,2,112
20,1,1,6,2,11,1,1,3,1,2,1,1,2,6,2,1,73,114,24,2,240
2,1,2,2,1,5,1,7,4,1,2,1,1,2,4,2,1,73,115,24,2,85
2,1,2,2,2,11,1,7,4,1,2,1,1,2,3,2,1,73,115,24,2,85
2,1,2,2,3,12,1,7,4,1,2,1,1,2,5,2,1,73,115,24,2,85
5,1,1,8,1,1,1,7,2,2,1,2,2,2,9,2,3,73,115,24,2,233
14,1,4,3,1,2,1,7,1,2,2,1,1,1,4,1,1,73,115,24,2,85
14,1,4,3,2,4,1,7,1,2,2,1,1,2,8,2,1,73,115,24,2,85
15,1,2,8,1,4,1,7,2,2,1,2,2,2,9,2,3,73,115,24,2,240
16,1,1,8,1,2,1,7,3,2,2,1,1,2,9,2,3,73,115,24,2,81
16,1,1,8,2,2,1,7,1,2,2,1,1,2,7,2,3,73,115,24,2,81
1,1,1,3,1,7,1,7,4,2,2,1,1,1,4,1,1,162,116,24,2,90
2,1,4,8,1,5,1,7,3,2,1,2,2,2,8,2,5,162,116,24,2,481
3,1,2,3,1,1,1,7,3,2,2,1,1,1,4,2,1,162,116,24,2,90
5,1,1,8,1,2,1,7,2,3,1,1,2,2,9,1,3,162,116,24,2,279
5,1,1,8,2,11,1,7,2,2,1,1,2,2,99,2,3,162,116,24,2,279
6,1,1,8,1,1,1,7,1,2,2,1,1,1,4,2,1,162,116,24,2,82
8,1,1,2,1,2,1,7,4,1,2,1,1,2,3,2,1,162,116,24,2,90
11,1,1,2,1,12,1,7,4,1,2,1,1,2,9,2,1,162,116,24,2,90
11,1,1,8,1,6,1,7,3,2,1,1,2,2,9,2,5,162,116,24,2,261
17,1,5,7,1,1,15,99,1,8,2,2,2,2,8,2,1,162,116,24,2,534
20,1,5,2,1,1,1,7,4,2,2,1,1,2,7,2,1,162,116,24,2,90
20,1,5,4,1,1,1,7,3,1,2,1,1,2,1,2,2,162,116,24,2,485
20,1,5,8,1,1,1,7,2,2,1,2,2,2,1,2,3,162,116,24,2,485
20,1,5,9,1,11,1,7,3,1,2,1,1,2,1,2,3,162,116,24,2,485
20,1,5,10,1,12,1,7,3,1,2,1,1,2,1,2,2,162,116,24,2,970
20,1,5,2,2,3,1,7,2,1,1,1,1,2,8,1,1,162,116,24,2,90
20,1,5,8,2,1,1,7,2,2,1,2,2,2,1,2,3,162,116,24,2,485
20,1,5,9,2,11,1,7,3,1,2,1,1,2,1,2,3,162,116,24,2,485
20,1,5,10,2,12,1,7,3,1,2,1,1,2,1,2,2,162,116,24,2,970
20,1,5,8,3,1,1,7,2,2,1,2,2,2,1,2,3,162,116,24,2,485
20,1,5,9,3,12,1,7,3,1,2,1,1,2,1,2,3,162,116,24,2,485
20,1,5,10,3,12,1,7,3,2,2,1,1,2,1,2,2,162,116,24,2,970
20,1,5,8,4,1,1,7,2,2,1,2,2,2,1,2,3,162,116,24,2,485
20,1,5,10,4,12,1,7,3,2,2,1,1,2,1,2,2,162,116,24,2,970
20,1,5,10,5,12,1,7,3,1,2,1,1,2,1,2,2,162,116,24,2,970
5,1,2,8,1,1,1,9,3,2,1,2,1,2,1,2,3,73,117,24,2,650
5,1,2,8,2,1,1,9,2,2,1,2,1,2,1,2,3,73,117,24,2,650
5,1,2,8,3,2,1,9,3,2,1,1,1,2,1,2,3,73,117,24,2,650
5,1,2,8,4,4,1,9,3,1,1,2,1,2,1,2,3,73,117,24,2,650
10,1,2,10,1,5,1,9,3,1,2,1,1,1,4,2,3,73,117,24,2,358
16,1,1,2,1,7,1,9,4,2,2,1,1,2,7,2,1,73,117,24,2,126
1,1,1,6,1,1,1,1,9,4,2,1,1,2,9,2,1,73,118,24,2,166
3,1,1,5,1,11,1,1,9,4,2,1,1,1,4,2,3,73,118,24,2,164
12,1,1,2,1,12,1,3,4,1,2,1,1,1,4,2,1,73,118,24,2,81
15,1,6,10,1,10,1,3,2,2,2,1,1,2,1,2,3,73,118,24,2,432
19,1,2,7,1,10,1,3,2,4,2,2,2,2,6,2,1,73,118,24,2,173
3,1,2,8,1,1,1,9,2,2,2,1,1,2,2,2,3,73,119,24,2,673
9,1,1,10,1,11,1,9,3,2,2,1,1,1,4,1,1,73,119,24,2,116
4,1,1,7,1,9,1,6,1,3,2,2,1,2,6,2,1,73,120,24,2,74
5,1,2,1,1,12,1,7,2,1,2,1,1,1,4,2,1,73,120,24,2,84
5,1,2,2,1,2,1,6,3,1,2,1,1,2,6,2,1,73,120,24,2,84
5,1,2,3,1,5,1,6,2,2,2,1,1,2,6,2,1,73,120,24,2,84
5,1,2,10,1,11,1,6,3,1,2,2,1,2,6,2,2,73,120,24,2,165
5,1,2,2,2,4,1,6,3,1,2,1,1,2,6,2,1,73,120,24,2,84
5,1,2,2,3,8,1,6,3,1,2,1,1,2,6,2,1,73,120,24,2,84
12,1,3,8,1,2,1,6,1,2,1,2,2,2,4,2,5,73,120,24,2,272
15,1,2,8,1,1,1,6,1,2,1,1,2,2,3,2,3,73,120,24,2,158
3,2,3,3,1,10,1,3,3,2,2,1,1,2,7,2,1,73,121,24,2,87
4,1,2,8,1,7,1,7,3,2,1,1,2,2,99,2,3,73,122,24,2,253
7,1,1,8,1,11,1,7,3,2,1,1,2,1,4,1,3,73,122,24,2,84
10,1,1,3,1,10,1,7,4,2,2,1,1,2,3,2,1,73,122,24,2,89
10,1,1,5,1,12,1,7,4,2,2,1,1,2,4,2,1,73,122,24,2,95
10,1,1,7,1,12,1,7,2,4,2,1,1,2,7,2,1,73,122,24,2,95
1,1,2,3,1,5,1,7,4,2,2,1,1,1,4,2,1,73,123,24,2,120
1,1,2,9,1,6,1,7,3,1,2,2,1,2,1,2,3,73,123,24,2,237
1,1,2,3,2,8,1,7,3,2,2,1,1,2,6,2,1,73,123,24,2,120
2,1,5,3,1,5,1,7,3,2,2,1,1,2,7,2,1,73,123,24,2,120
14,1,2,3,1,12,1,7,2,2,2,1,1,1,4,2,1,73,123,24,2,120
15,1,1,3,1,5,1,7,4,2,2,1,1,2,5,1,1,73,123,24,2,120
3,1,3,8,1,12,1,5,1,2,1,2,2,2,4,2,3,73,124,24,2,585
4,1,1,1,1,4,1,5,4,1,2,1,1,1,4,2,1,73,124,24,2,181
4,1,1,9,1,7,1,5,2,1,2,2,1,2,1,2,3,73,124,24,2,170
9,1,1,9,1,2,1,5,3,1,2,2,1,2,4,2,5,73,124,24,2,390
9,1,1,9,2,11,1,5,2,2,2,2,1,2,1,2,2,73,124,24,2,390
11,1,1,9,1,9,1,5,3,2,2,1,1,2,1,1,3,73,124,24,2,381
11,1,1,9,2,11,1,5,2,2,2,2,1,2,1,1,4,73,124,24,2,381
18,1,2,3,1,1,1,5,2,2,2,1,1,2,5,1,1,73,124,24,2,181
7,1,3,3,1,6,1,2,4,2,2,1,1,2,7,2,1,74,125,24,3,132
7,1,3,10,1,12,1,2,3,1,2,2,1,2,7,2,5,74,125,24,3,706
9,1,2,3,1,2,1,2,3,2,2,1,1,2,7,2,1,74,125,24,3,132
3,1,1,3,1,3,1,1,4,2,1,1,2,2,7,2,5,74,126,24,3,118
4,1,3,8,1,4,28,32,1,1,1,1,1,2,6,2,1,74,126,24,3,1136
6,1,3,5,1,11,1,1,3,2,1,1,2,2,6,2,1,74,126,24,3,378
16,1,1,3,1,3,1,1,3,2,1,1,1,2,6,2,1,74,126,24,3,118
18,1,1,5,1,2,1,1,3,4,1,2,1,2,5,2,3,74,126,24,3,224
