VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,UPM_DIS
5,1,1,1,5,1,1,1,38,99,10,21,156,2,1,1,1,99,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,2,366,8714
5,1,1,1,2,1,1,1,38,99,5,21,156,4,2,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,366,8714
3,1,1,1,10,2,1,1,21,99,8,21,156,2,5,1,2,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,3,367,8720
10,2,1,1,7,2,1,2,23,99,4,21,156,2,1,9,1,99,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,369,8744
2,1,1,1,6,1,1,2,28,99,1,21,156,4,2,1,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,366,8712
2,1,1,1,5,2,1,2,22,99,9,21,156,1,6,1,2,5,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,366,8715
4,1,1,1,5,1,1,1,22,99,4,21,156,3,1,1,2,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,367,8720
1,1,1,1,3,3,1,1,23,99,7,21,156,3,1,9,2,8,2,1,1,0,1,1,0,1,0,0,1,0,0,0,1,2,366,8722
1,1,1,1,2,3,1,1,23,99,11,21,156,4,1,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,366,8722
1,1,1,1,2,1,1,1,40,99,11,21,156,3,1,2,2,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,366,8715
1,1,1,1,3,1,1,1,26,99,5,21,156,4,2,9,2,4,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,2,366,8716
5,1,1,1,9,1,1,2,69,99,11,21,156,1,2,1,2,4,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,366,8715
7,1,1,1,5,2,1,2,24,99,12,21,156,3,4,1,2,5,2,3,0,0,0,0,0,0,0,0,1,0,0,0,3,1,374,8915
4,1,1,1,1,1,1,1,56,99,1,21,156,1,1,2,1,99,2,1,1,1,1,1,1,0,1,1,1,0,0,0,3,1,374,8901
8,1,1,1,5,2,1,2,43,99,7,21,156,1,1,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,374,8915
8,1,1,1,5,2,1,2,65,99,12,21,156,1,1,1,2,9,2,1,1,1,1,1,0,0,0,1,1,0,0,0,3,2,375,8920
11,1,1,1,2,1,1,2,48,99,6,21,156,3,1,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,122,2642
1,1,1,1,2,2,1,2,37,99,1,21,156,1,1,2,2,5,2,1,1,1,0,1,0,0,0,1,1,0,0,0,1,3,358,8575
4,1,1,1,2,2,1,2,45,99,11,21,156,3,1,2,2,6,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,2,366,8733
5,1,1,1,3,1,1,2,31,99,5,21,156,4,2,9,2,5,2,1,0,1,1,0,0,0,0,1,1,0,0,0,1,2,366,8733
5,1,1,1,10,1,1,1,31,99,7,21,156,2,2,1,2,6,2,3,1,1,1,0,0,0,0,0,1,0,0,0,1,2,366,8734
5,1,1,1,2,1,1,1,31,99,12,21,156,2,1,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,366,8734
1,1,1,1,3,2,1,2,28,99,6,21,156,4,1,9,2,5,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,367,8707
4,1,1,1,3,3,1,1,48,99,12,21,156,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,366,8717
4,1,1,1,4,3,1,1,48,99,4,21,156,2,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,366,8717
4,1,1,1,9,1,1,1,65,99,2,21,157,2,2,1,2,3,2,5,1,0,1,0,0,0,0,1,1,0,0,0,3,1,374,8923
15,1,1,1,8,2,1,2,43,99,2,21,157,1,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,374,8923
15,1,1,1,10,2,1,2,43,99,11,21,157,1,2,1,2,9,1,3,0,0,0,0,0,1,0,0,1,0,0,0,3,1,374,8923
1,1,1,1,9,1,1,1,54,99,7,21,160,2,3,1,2,4,2,3,1,1,1,1,1,1,1,1,1,0,0,0,3,2,375,8924
13,1,1,1,9,1,1,1,35,99,8,21,160,2,2,1,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,3,2,375,8924
12,1,1,1,9,2,1,2,34,99,5,21,161,1,2,1,2,6,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,1,370,8868
15,1,1,1,4,1,1,2,68,99,6,21,161,3,2,2,1,99,2,5,1,1,1,1,0,0,1,1,0,0,0,0,2,1,370,8868
19,1,1,1,3,2,1,2,41,99,9,21,161,4,2,9,2,3,2,5,1,1,1,1,1,1,1,1,1,0,0,0,2,1,370,8868
13,1,1,1,4,3,1,2,41,99,2,21,164,2,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8812
13,1,1,1,1,3,1,2,41,99,6,21,164,3,1,2,1,99,1,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8812
13,1,1,1,3,3,1,2,41,99,7,21,164,3,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8812
1,1,1,1,2,1,1,1,41,99,7,21,164,1,1,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,369,8812
7,1,1,1,6,1,1,1,66,99,7,21,164,2,1,2,2,8,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,369,8812
12,1,1,1,3,2,1,2,33,99,5,21,164,3,1,9,2,9,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,369,8812
14,1,1,1,2,2,1,2,42,99,4,21,164,3,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,369,8812
7,1,1,1,8,4,1,1,22,99,9,21,164,1,1,9,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,374,8889
16,1,1,1,4,1,1,2,38,99,12,21,164,2,2,2,2,6,2,1,0,1,0,1,0,0,0,1,0,0,0,0,3,2,375,8891
6,1,1,1,7,3,1,1,27,99,9,21,164,2,8,9,2,4,2,1,0,1,1,1,0,0,0,0,0,0,0,0,3,2,375,8891
8,1,1,1,4,2,1,2,39,99,9,21,164,3,2,2,2,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,375,8891
5,1,1,1,9,1,1,1,41,99,2,21,164,1,3,1,2,7,2,5,1,1,1,1,1,1,1,1,1,0,0,0,2,2,369,8812
5,1,1,1,5,3,1,1,19,99,12,21,164,1,9,1,2,3,2,1,1,1,1,1,0,1,1,0,1,0,0,0,1,2,361,8748
7,1,1,4,10,3,1,1,19,99,10,21,164,3,1,1,1,99,2,2,9,9,9,9,9,9,9,9,9,9,9,9,3,2,375,8891
7,1,3,4,10,3,1,1,19,99,3,21,164,2,1,1,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,2,375,8891
7,1,2,4,10,3,1,1,19,99,9,21,164,3,1,1,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,2,375,8891
7,1,1,1,3,3,1,1,19,99,3,21,164,4,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,375,8891
4,1,1,1,9,2,1,2,26,99,4,21,169,1,3,1,2,4,2,3,1,1,1,1,1,1,1,1,1,0,0,0,3,1,374,8930
2,1,1,1,4,1,1,1,60,99,5,21,170,2,2,2,2,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,374,8892
7,1,1,1,5,1,1,2,51,99,11,21,170,2,6,1,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,374,8892
18,1,1,1,5,4,1,1,21,99,4,21,170,3,1,1,2,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,374,8892
5,1,1,1,5,2,1,2,34,99,1,21,170,3,1,1,1,99,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,374,8893
16,1,1,1,4,1,1,1,32,99,5,21,170,4,2,1,2,5,1,5,1,1,1,1,1,1,1,1,1,1,0,0,3,1,374,8893
9,1,1,1,9,3,1,1,20,99,2,21,170,4,7,1,2,7,2,3,0,1,0,1,0,0,0,0,1,0,0,0,3,1,374,8930
1,1,1,1,4,1,1,2,45,99,3,21,170,3,2,1,2,6,2,5,1,1,1,1,1,1,1,1,1,0,0,0,3,2,375,8940
8,1,2,3,4,3,1,1,18,99,12,21,170,4,2,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,375,8940
8,1,1,1,5,3,1,1,18,99,4,21,170,2,1,1,2,8,2,1,1,1,1,1,1,1,0,1,1,0,0,0,3,2,375,8940
8,1,1,2,3,3,1,1,18,99,10,21,170,4,2,9,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,2,375,8940
8,1,3,3,4,3,1,1,18,99,12,21,170,4,2,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,375,8940
8,1,2,2,3,3,1,1,18,99,12,21,170,4,2,9,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,375,8940
8,1,1,3,4,3,1,1,18,99,11,21,170,3,2,1,2,8,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,2,375,8940
13,1,1,1,9,3,1,2,37,99,11,21,170,2,2,2,2,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,3,2,375,8940
13,1,1,1,2,3,1,2,37,99,11,21,170,1,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,375,8940
12,1,1,1,4,1,1,2,80,99,4,21,170,4,2,1,1,99,1,3,0,1,1,1,0,1,0,0,1,0,0,0,3,2,375,8940
11,1,1,1,3,3,1,1,21,99,2,21,170,3,2,9,2,5,1,3,0,0,0,1,0,0,0,1,0,0,0,0,3,1,374,8893
4,1,1,1,9,1,1,1,65,99,3,21,170,3,2,1,2,7,2,3,0,0,0,0,0,0,0,1,1,0,0,0,3,1,374,8892
15,1,1,1,10,2,1,2,33,99,8,21,170,2,2,1,2,6,2,5,1,1,1,1,1,1,1,1,1,0,0,0,3,1,374,8893
12,1,1,1,9,2,1,2,36,99,8,21,172,2,2,1,2,3,2,5,1,0,1,1,0,1,1,1,1,0,0,0,3,1,374,8925
4,2,1,1,4,3,1,1,18,99,12,21,174,4,2,1,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,368,8813
8,1,1,1,4,1,1,1,53,99,8,21,174,4,2,1,1,99,2,3,0,0,1,0,0,0,0,0,0,0,0,0,2,2,368,8813
9,1,1,1,5,1,1,2,45,99,9,21,174,3,1,1,2,4,2,1,0,0,1,1,0,0,0,0,1,0,0,0,2,2,368,8813
12,1,1,1,9,2,1,1,55,99,10,21,174,3,2,1,2,4,2,5,0,0,0,1,0,0,0,0,0,0,0,0,2,2,368,8813
17,1,1,1,9,1,1,1,27,99,8,21,174,3,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,368,8813
17,1,2,2,5,1,1,1,27,99,8,21,174,2,1,1,2,4,2,1,1,1,1,0,0,0,0,1,1,0,0,0,2,2,368,8813
17,1,1,2,5,1,1,1,27,99,3,21,174,3,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,368,8813
19,1,1,1,9,2,1,2,24,99,11,21,174,2,1,1,2,8,2,3,1,1,0,1,0,1,0,0,1,0,0,0,3,2,375,8927
8,1,1,1,10,3,1,1,24,99,12,21,176,2,3,1,2,7,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,371,8839
14,1,1,1,4,4,1,2,35,99,7,21,177,2,2,2,2,8,2,1,1,1,1,0,0,1,1,0,1,0,0,0,2,1,370,8869
2,1,1,1,5,1,1,2,28,99,7,21,177,2,1,1,2,8,2,1,1,1,1,1,1,0,0,1,1,0,0,0,3,1,374,8894
12,1,1,1,3,1,1,1,40,99,9,21,177,2,2,9,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,374,8894
9,1,1,1,8,2,1,2,28,99,2,21,179,2,5,9,2,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,3,1,374,8926
2,1,1,1,9,1,1,1,40,99,11,21,186,2,3,2,2,1,2,3,1,0,0,0,0,0,0,0,1,0,0,0,2,1,372,8870
6,1,1,1,9,1,1,2,65,99,6,21,186,4,2,2,2,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,2,1,372,8870
11,1,2,3,7,3,1,1,26,99,8,21,186,2,5,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8870
11,1,1,3,7,3,1,1,26,99,6,21,186,2,5,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8870
13,1,1,1,4,1,1,1,27,99,12,21,186,3,2,2,2,8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,372,8870
16,1,1,1,1,2,1,2,28,99,1,21,186,3,1,1,1,99,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,372,8870
17,1,1,1,9,1,1,1,40,99,11,21,186,2,2,1,1,99,2,3,0,1,0,0,0,0,0,0,1,0,0,0,2,1,372,8870
19,1,1,1,4,1,1,1,65,99,11,21,186,4,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8870
19,1,1,1,15,1,1,1,65,99,9,21,186,4,2,2,1,99,2,1,0,1,1,1,1,1,1,1,1,1,0,0,2,1,372,8870
2,1,1,1,4,1,1,1,34,99,2,21,186,3,2,1,2,6,2,3,0,0,0,0,0,0,0,0,1,0,0,0,2,2,373,8871
6,1,1,1,9,2,1,2,57,99,5,21,186,2,2,1,2,9,2,3,1,1,1,1,1,1,1,1,1,0,0,0,2,2,373,8871
13,1,1,1,8,1,1,2,34,99,8,21,186,2,2,9,2,8,2,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,373,8871
5,1,1,1,4,1,1,1,48,99,3,21,186,3,2,2,2,6,2,5,1,1,1,1,1,1,1,1,1,0,0,0,3,2,375,8927
5,1,1,1,9,1,1,1,76,99,12,21,186,1,1,1,2,4,1,5,0,0,0,0,0,0,0,0,1,0,0,0,3,1,374,8928
19,1,1,1,4,1,1,1,75,99,4,21,186,9,2,2,2,7,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,374,8928
20,1,1,1,4,1,1,2,32,99,6,21,186,3,2,1,2,7,2,3,0,0,0,0,0,1,0,0,1,0,0,0,3,1,374,8928
5,1,1,2,5,3,1,1,22,99,11,21,187,4,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,357,8501
4,1,1,1,5,2,1,2,28,99,5,21,188,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,372,8872
4,1,1,1,1,2,1,2,28,99,5,21,188,2,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8872
13,1,1,1,9,1,1,1,51,99,7,21,191,1,1,1,2,4,2,3,0,0,0,0,0,0,0,0,0,1,0,0,3,2,525,12167
1,1,1,1,4,2,1,2,54,99,5,21,192,1,2,1,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,374,8929
13,1,1,1,9,1,1,2,52,99,6,21,192,1,2,2,2,1,2,3,0,0,1,1,0,1,0,0,1,0,0,0,3,1,374,8929
19,1,1,1,4,2,1,2,78,99,5,21,192,2,2,1,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,374,8929
3,1,1,1,4,1,1,1,32,99,10,21,197,3,2,1,2,3,2,3,1,1,1,1,1,1,1,1,1,0,0,0,2,2,369,8814
6,1,1,1,4,2,1,1,22,99,7,21,197,2,2,2,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8814
6,1,1,1,5,2,1,1,22,99,12,21,197,1,1,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8814
6,1,1,1,10,2,1,1,22,99,6,21,197,2,1,1,2,3,2,5,1,1,1,1,1,1,1,1,1,0,0,0,2,2,369,8814
12,1,1,1,5,1,1,2,49,99,11,21,197,3,1,1,1,99,2,1,0,0,0,1,0,1,0,1,0,0,0,0,2,2,369,8814
14,1,1,2,2,7,1,1,20,99,11,21,197,9,1,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8814
14,1,2,2,2,7,1,1,20,99,6,21,197,4,2,2,2,8,2,1,0,0,0,1,0,0,0,1,0,0,0,0,2,2,369,8814
16,1,1,2,6,1,1,2,26,99,6,21,197,4,2,1,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8814
16,1,2,2,6,1,1,2,26,99,10,21,197,3,2,1,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,369,8814
17,1,1,1,9,2,1,2,32,99,5,21,197,1,2,1,2,8,2,3,0,0,0,0,0,0,0,0,1,0,0,0,2,2,369,8814
20,1,1,1,9,1,1,2,36,99,4,21,197,3,2,1,2,9,2,5,1,1,1,1,1,1,1,1,1,0,0,0,2,2,369,8814
1,1,1,1,5,2,1,1,38,99,3,21,197,3,1,1,2,4,2,1,0,0,0,0,0,0,1,1,1,0,0,0,2,2,369,8815
3,1,1,1,5,1,1,1,36,99,1,21,197,3,1,1,2,8,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,369,8815
4,1,1,1,12,3,1,2,22,99,8,21,197,3,1,1,2,4,1,3,1,1,1,1,1,1,1,1,1,0,0,0,2,2,369,8815
6,1,1,1,5,1,1,1,33,99,9,21,197,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,369,8815
7,1,1,1,13,3,1,2,22,99,11,21,197,3,1,1,2,7,2,3,1,1,1,1,1,1,1,1,1,0,0,0,2,2,369,8815
7,1,1,1,3,3,1,2,22,99,3,21,197,4,1,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8815
10,1,1,1,4,3,1,2,36,99,4,21,197,9,2,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8815
11,1,1,1,4,1,1,1,46,99,5,21,197,4,2,1,2,6,2,1,1,1,1,1,0,1,1,1,1,0,0,0,2,2,369,8815
15,1,1,1,9,1,1,2,44,99,9,21,197,2,3,1,2,3,2,5,0,0,0,1,0,0,0,0,0,0,0,0,2,2,369,8815
16,1,1,1,4,1,1,2,56,99,12,21,197,4,2,1,2,6,2,1,0,0,0,1,0,0,0,1,0,0,0,0,2,2,369,8815
3,1,1,1,8,4,1,1,24,99,4,21,197,1,4,9,2,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,369,8816
5,1,1,1,9,1,1,2,65,99,6,21,197,1,2,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8816
5,1,1,1,3,1,1,2,65,99,4,21,197,4,2,9,2,7,2,5,1,1,1,1,1,1,1,1,1,0,0,0,2,2,369,8816
11,1,1,1,4,5,1,1,27,99,7,21,197,4,2,1,2,7,2,1,1,0,1,0,0,0,1,0,1,0,0,0,2,2,369,8816
14,1,1,1,4,3,1,2,36,99,5,21,197,2,2,1,1,99,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,369,8816
14,1,1,1,2,3,1,2,36,99,5,21,197,2,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8816
15,1,1,2,9,2,1,2,33,99,99,21,197,1,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8816
15,1,2,2,9,2,1,2,33,99,99,21,197,1,2,1,2,3,2,5,0,1,1,0,0,0,0,0,0,0,0,0,2,2,369,8816
15,1,1,1,6,2,1,2,33,99,99,21,197,3,2,1,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8816
18,1,1,1,4,1,1,1,38,99,3,21,197,4,2,1,2,7,1,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8816
18,1,1,1,5,1,1,1,38,99,1,21,197,1,6,1,2,7,2,1,0,0,0,1,0,1,1,0,0,0,0,0,2,2,369,8816
20,1,1,1,9,1,1,2,48,99,99,21,197,2,2,1,2,9,2,5,0,0,0,0,0,0,0,0,1,0,0,0,3,1,374,8895
2,1,1,1,5,6,1,1,72,99,10,21,197,1,1,1,2,8,2,1,0,0,0,1,0,0,0,1,1,0,0,0,3,1,374,8931
15,1,2,3,9,2,1,2,35,99,99,21,197,2,1,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,1,374,8933
15,1,3,3,9,2,1,2,35,99,99,21,197,2,8,1,2,3,2,5,0,1,1,0,0,0,0,0,0,0,0,0,3,1,374,8933
3,1,1,1,5,1,1,2,42,99,7,21,197,2,6,1,2,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,368,8772
16,1,1,1,5,1,1,2,20,99,12,21,197,1,6,1,2,1,2,3,1,1,1,1,1,1,0,0,1,0,0,0,2,2,368,8772
2,1,1,2,3,1,1,1,56,99,8,21,197,2,1,9,2,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,514,11937
2,1,1,1,4,1,1,1,56,99,1,21,197,1,2,2,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,514,11937
1,1,2,2,8,1,1,2,68,99,10,21,197,1,8,9,2,9,2,1,1,1,1,1,0,0,0,1,0,0,0,0,2,2,368,8775
10,1,1,1,9,3,1,2,36,99,6,21,197,1,2,1,2,3,2,3,1,1,1,1,0,1,1,0,1,0,0,0,2,2,369,8815
15,1,1,3,9,2,1,2,35,99,2,21,197,1,8,1,1,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,1,374,8933
1,1,1,2,8,1,1,2,68,99,8,21,197,1,2,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,368,8775
2,1,1,1,3,1,1,1,38,99,2,21,205,3,1,9,2,3,2,5,0,0,0,0,0,0,0,1,0,0,0,0,2,2,371,8873
7,1,1,1,9,2,1,2,62,99,7,21,205,2,2,1,2,6,2,3,1,1,1,1,1,1,1,1,1,0,0,0,2,2,371,8873
10,1,1,1,9,1,1,2,40,99,7,21,205,2,2,1,2,3,2,3,1,1,1,1,1,1,1,1,1,0,0,0,2,2,371,8873
11,1,1,1,4,1,1,2,30,99,9,21,205,3,2,2,2,6,2,5,0,1,1,1,0,0,0,0,1,0,0,0,2,2,371,8873
19,1,1,1,10,1,1,1,28,99,6,21,205,2,1,1,2,6,2,3,0,0,1,0,0,0,0,0,1,0,0,0,2,2,371,8873
4,1,1,1,4,2,1,2,26,99,6,21,206,1,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,374,8930
5,1,1,1,4,2,1,2,32,99,8,21,207,3,2,1,2,8,1,5,0,0,0,0,0,0,0,0,1,0,0,0,2,1,372,8874
13,1,1,1,2,3,1,2,25,99,3,21,207,4,2,1,2,3,2,3,1,1,1,1,0,1,1,1,0,0,0,0,2,2,373,8875
14,1,1,1,9,1,1,1,45,99,6,21,207,3,2,2,2,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,2,2,373,8875
16,1,1,1,4,1,1,1,43,99,3,21,208,3,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8817
1,1,1,2,4,1,1,2,25,99,12,21,208,4,2,2,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,516,12088
1,1,2,2,4,1,1,2,25,99,7,21,208,4,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,516,12088
11,1,1,2,4,2,1,2,29,99,11,21,208,3,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,369,8817
11,1,2,2,4,2,1,2,29,99,12,21,208,3,2,2,2,6,2,1,1,0,0,1,0,0,0,0,1,0,0,0,2,2,369,8817
13,1,1,1,9,2,1,2,31,99,99,21,208,9,2,1,2,6,1,3,1,1,1,1,1,1,1,1,1,0,0,0,2,2,369,8817
6,1,2,2,5,1,1,1,37,99,9,21,208,2,1,1,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8876
6,1,1,2,5,1,1,1,37,99,5,21,208,3,1,1,2,8,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8876
6,1,1,3,11,1,1,1,37,99,5,21,208,2,1,1,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8876
6,1,2,3,10,1,1,1,37,99,9,21,208,2,1,1,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8876
6,1,2,3,11,1,1,1,37,99,8,21,208,3,1,1,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8876
6,1,1,1,2,1,1,1,37,99,12,21,208,3,1,1,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8876
6,1,3,3,11,1,1,1,37,99,12,21,208,3,1,1,2,8,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,372,8876
6,1,1,3,10,1,1,1,37,99,5,21,208,2,1,1,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8876
6,1,3,3,10,1,1,1,37,99,12,21,208,3,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8876
7,1,1,1,4,1,1,2,27,99,4,21,208,4,2,1,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,372,8876
8,1,1,1,4,1,1,1,52,99,6,21,208,1,2,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8876
8,1,1,1,5,1,1,1,52,99,8,21,208,2,1,1,2,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,372,8876
9,1,3,5,4,2,1,2,31,99,9,21,208,3,2,1,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8876
9,1,5,5,4,2,1,2,31,99,12,21,208,3,2,2,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,372,8876
9,1,2,5,4,2,1,2,31,99,9,21,208,4,2,1,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8876
9,1,4,5,4,2,1,2,31,99,11,21,208,4,2,1,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8876
9,1,1,5,4,2,1,2,31,99,8,21,208,4,2,1,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,372,8876
11,1,1,1,9,2,1,2,26,99,11,21,208,2,2,1,2,3,2,3,1,1,1,1,0,1,1,1,1,0,0,0,2,1,372,8876
17,1,1,1,4,2,1,2,35,99,6,21,208,3,2,2,2,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,372,8876
4,1,2,3,9,1,1,1,45,99,99,21,208,1,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,1,374,8896
4,1,1,3,9,1,1,1,45,99,99,21,208,1,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,1,374,8896
4,1,3,3,9,1,1,1,45,99,99,21,208,2,3,1,2,3,2,5,0,0,1,0,0,0,0,0,0,0,0,0,3,1,374,8896
