VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,CVE_ENT,CVE_MUN,CLUSTERS
5,1,1,1,9,2,1,2,22,10,6,28,3,2,2,1,2,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,488,28,3,0
1,1,1,1,4,4,1,1,19,10,6,28,3,1,2,2,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,488,28,3,0
4,1,1,1,6,2,1,1,62,10,2,28,3,3,2,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,487,28,3,0
2,1,1,1,4,1,1,1,49,10,3,28,3,4,2,2,1,99,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,487,28,3,0
4,1,1,1,4,3,1,1,19,10,7,28,3,1,2,1,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,484,28,3,0
3,1,3,3,5,3,1,1,21,10,6,28,3,1,1,1,2,6,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,484,28,3,0
5,1,1,1,13,2,1,2,22,10,7,28,3,3,6,1,2,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,3,93,6,2,1
2,1,2,2,3,2,1,2,53,10,1,28,3,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,3,0
1,1,1,1,9,1,1,1,65,10,12,28,3,2,2,1,2,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,484,28,3,0
1,1,1,1,4,2,1,1,25,10,11,28,3,4,2,1,2,4,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,484,28,3,0
4,1,1,1,3,1,1,2,62,10,6,28,3,3,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,487,28,3,0
1,1,1,1,4,2,1,2,32,10,5,28,3,4,2,2,2,4,2,1,1,1,1,0,1,0,0,1,1,0,0,0,1,2,484,28,3,0
2,1,1,1,5,2,1,2,29,10,2,28,3,2,1,1,1,99,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,484,28,3,0
4,1,1,1,3,1,1,1,46,10,10,28,3,2,2,9,2,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,484,28,3,0
2,1,1,1,4,2,1,2,34,10,10,28,3,4,2,2,2,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,484,28,3,0
2,1,1,2,3,2,1,2,53,10,3,28,3,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,3,0
5,1,1,1,5,4,1,1,24,10,2,28,3,2,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,3,0
3,1,1,1,9,4,1,1,18,10,10,28,3,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,484,28,3,0
5,1,1,1,9,1,1,2,98,10,1,28,3,3,2,1,2,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,2,484,28,3,0
3,1,1,1,9,2,1,1,56,10,2,28,3,2,4,1,1,99,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,484,28,3,0
1,1,1,1,5,3,1,1,25,10,11,28,3,3,1,1,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,487,28,3,0
11,1,1,1,7,2,1,2,24,10,3,28,3,9,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,520,29,6,0
3,1,1,1,9,1,1,2,25,10,10,28,3,2,2,1,2,3,2,5,1,1,1,1,0,1,1,0,0,0,0,0,1,2,484,28,3,0
4,1,1,1,9,4,1,1,19,10,9,28,3,2,5,1,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,2,484,28,3,0
1,2,1,1,8,1,1,2,28,10,12,28,3,3,2,9,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,484,28,3,0
4,1,1,1,6,1,1,1,49,10,12,28,3,4,2,1,2,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,484,28,3,0
3,1,1,1,4,4,1,1,18,10,7,28,3,2,2,1,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,3,0
4,1,1,1,6,1,1,1,74,99,11,28,5,9,8,2,2,9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,2,511,28,5,0
5,1,1,1,10,2,1,2,22,99,3,28,7,1,3,1,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,6,2,1
1,1,1,1,5,1,1,1,56,10,3,28,9,3,1,1,2,4,2,1,0,1,1,1,0,1,1,1,1,0,0,0,1,3,485,28,9,0
3,1,1,1,9,2,1,2,52,10,7,28,9,1,2,1,2,5,2,3,1,0,0,0,1,1,1,0,1,0,0,0,1,2,484,28,9,0
5,1,1,1,2,3,1,1,19,10,4,28,9,1,1,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
5,1,1,3,9,1,1,2,26,10,7,28,9,1,4,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,1,483,28,9,0
4,1,2,2,3,1,1,1,43,10,12,28,9,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
5,1,1,1,10,3,1,1,19,10,5,28,9,9,9,1,2,4,2,5,1,0,0,1,0,0,0,1,0,0,0,0,1,4,486,28,9,0
5,1,1,3,13,1,1,2,26,10,2,28,9,3,1,1,2,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,1,483,28,9,0
1,1,1,1,15,2,1,2,34,10,5,28,9,3,2,2,2,7,2,1,1,0,1,1,0,0,0,1,1,0,0,0,1,4,486,28,9,0
4,1,2,2,7,1,1,1,43,10,4,28,9,3,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
3,1,2,2,10,2,1,2,35,10,6,28,9,3,8,1,2,8,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
5,1,1,1,10,1,1,2,30,10,6,28,9,2,1,1,1,99,1,3,1,1,1,1,0,1,0,1,1,0,0,0,1,2,484,28,9,0
5,1,1,1,2,2,1,2,24,10,5,28,9,3,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
2,1,1,1,9,1,1,2,41,10,2,28,9,2,2,1,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,4,486,28,9,0
2,1,3,3,9,1,1,2,60,10,8,28,9,2,2,1,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,485,28,9,0
2,1,1,1,9,2,1,2,50,10,3,28,9,2,2,1,2,6,2,3,1,1,0,1,1,1,1,1,1,0,0,0,1,4,486,28,9,0
4,1,1,2,3,1,1,1,43,10,11,28,9,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
5,1,2,3,13,1,1,2,26,10,2,28,9,2,1,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,1,483,28,9,0
4,1,1,1,9,1,1,1,41,10,5,28,9,2,2,1,2,8,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
4,1,1,1,10,2,1,2,44,10,6,28,9,2,2,1,2,6,2,5,1,1,1,1,0,1,0,1,1,0,0,0,1,4,486,28,9,0
5,1,3,3,3,1,1,2,36,10,7,28,9,1,3,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
5,1,1,1,9,1,1,2,30,10,8,28,9,2,2,1,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
5,1,2,3,9,1,1,2,26,10,9,28,9,1,3,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,1,483,28,9,0
1,1,1,1,9,3,1,2,81,10,6,28,9,1,2,1,2,3,2,5,1,1,1,1,0,0,0,0,1,0,0,0,1,3,485,28,9,0
4,1,1,1,5,2,1,1,62,10,8,28,9,2,1,1,1,99,2,1,1,1,1,1,0,0,1,1,1,0,0,0,1,3,485,28,9,0
5,1,1,2,3,2,1,1,38,10,6,28,9,9,2,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
4,1,1,1,9,1,1,1,43,10,4,28,9,1,3,1,2,4,2,3,1,0,0,0,0,0,0,0,1,0,0,0,1,2,484,28,9,0
1,1,1,2,4,3,1,1,68,10,11,28,9,4,2,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
1,1,2,2,4,3,1,1,68,10,11,28,9,4,2,1,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,484,28,9,0
4,1,1,2,7,1,1,1,43,10,2,28,9,1,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
2,1,1,1,9,3,1,2,40,10,4,28,9,1,2,1,2,9,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,485,28,9,0
1,1,2,2,5,2,1,2,52,10,4,28,9,2,1,1,2,9,2,1,1,1,1,1,0,0,1,1,1,0,0,0,1,3,485,28,9,0
3,1,1,1,9,4,1,2,38,10,6,28,9,2,2,1,2,6,2,5,1,1,1,1,0,0,0,0,1,0,0,0,1,4,486,28,9,0
1,1,1,1,4,1,1,1,28,10,5,28,9,4,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,484,28,9,0
5,1,1,3,3,1,1,2,36,10,2,28,9,1,3,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
2,1,1,1,5,6,1,1,29,10,11,28,9,3,1,1,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
2,1,1,1,1,1,1,1,25,10,11,28,9,3,2,2,1,99,2,1,0,1,1,1,0,0,0,1,1,0,0,0,1,2,484,28,9,0
1,1,1,1,9,3,1,2,38,10,6,28,9,3,2,1,2,3,2,5,1,1,1,1,0,1,0,0,0,0,0,0,1,3,485,28,9,0
1,1,1,2,5,2,1,2,52,10,7,28,9,1,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
1,1,1,1,7,1,1,2,47,10,7,28,9,9,4,9,2,5,2,5,1,0,0,1,0,0,0,1,1,0,0,0,1,2,484,28,9,0
1,1,1,1,9,2,1,2,25,10,11,28,9,2,4,1,2,5,2,5,1,1,1,1,1,1,1,0,1,0,0,0,1,3,485,28,9,0
5,1,1,1,7,1,1,1,60,10,2,28,9,1,9,9,2,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,485,28,9,0
5,1,1,1,4,2,1,2,24,10,2,28,9,4,2,2,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
4,1,1,1,2,1,1,2,46,10,9,28,9,4,1,2,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
5,1,1,1,2,2,1,2,40,10,12,28,9,4,1,2,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,485,28,9,0
5,1,1,1,9,1,1,2,36,10,10,28,9,1,3,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
1,1,1,1,4,1,1,2,41,10,3,28,9,3,2,2,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,484,28,9,0
3,1,1,1,3,2,1,2,35,10,10,28,9,2,1,9,2,6,2,1,1,1,1,1,0,0,1,1,1,0,0,0,1,3,485,28,9,0
2,1,1,3,9,1,1,2,60,10,6,28,9,1,2,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
2,1,2,3,7,6,1,1,29,10,7,28,9,2,2,9,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
1,1,1,1,9,1,1,2,68,10,3,28,9,2,2,1,2,4,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,484,28,9,0
2,1,1,1,2,2,1,2,26,10,5,28,9,4,4,2,2,7,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4,486,28,9,0
2,1,2,2,4,2,1,2,28,10,4,28,9,4,2,1,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,484,28,9,0
2,1,1,2,6,1,1,2,43,10,5,28,9,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
1,1,2,2,3,2,1,2,25,10,8,28,9,9,2,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
3,1,2,3,5,3,1,1,21,10,10,28,9,3,1,1,1,99,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,3,0
4,1,1,1,8,1,1,1,43,10,11,28,9,2,3,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
3,1,1,1,9,1,1,2,63,10,3,28,9,2,3,1,2,4,2,3,0,1,0,1,0,1,1,0,0,0,0,0,1,2,484,28,38,0
1,1,1,1,9,1,1,2,62,10,12,28,9,1,2,1,2,4,1,5,1,1,1,1,1,1,1,0,1,0,0,0,1,4,486,28,9,0
1,1,1,3,9,1,1,1,48,10,1,28,9,9,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
5,1,1,1,2,2,1,2,48,10,7,28,9,3,1,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
5,1,1,1,5,1,1,1,33,10,9,28,9,1,1,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
5,1,1,1,3,1,1,1,43,10,8,28,9,4,2,9,2,4,2,5,1,1,1,1,0,0,0,1,0,0,0,0,1,3,485,28,9,0
5,1,2,3,3,1,1,2,36,10,5,28,9,1,3,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
3,1,1,2,10,2,1,2,35,10,7,28,9,3,1,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
5,1,1,1,3,2,1,2,44,10,3,28,9,2,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
2,1,1,2,3,1,1,1,39,10,4,28,9,4,2,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
2,1,1,1,5,1,1,2,43,10,10,28,9,2,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
2,1,2,2,3,1,1,1,39,10,8,28,9,4,2,9,2,7,2,1,1,1,1,1,0,0,0,1,1,0,0,0,1,3,485,28,9,0
5,1,1,1,5,2,1,1,23,10,3,28,9,1,1,1,2,3,2,3,1,0,0,1,1,1,1,1,1,0,0,0,1,2,484,28,9,0
5,1,1,1,11,1,1,2,36,10,5,28,9,3,2,1,2,4,2,3,0,0,0,0,1,1,0,0,0,0,0,0,1,3,485,28,9,0
1,1,1,1,9,1,1,2,84,10,5,28,9,2,2,1,2,8,2,5,1,0,0,0,0,0,0,0,1,0,0,0,1,3,485,28,9,0
4,1,1,1,1,1,1,2,46,10,2,28,9,2,4,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
2,1,2,3,9,1,1,2,60,10,6,28,9,1,2,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
1,1,3,3,9,1,1,1,48,10,11,28,9,9,2,1,2,4,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,486,28,9,0
5,1,1,2,4,3,1,1,18,10,9,28,9,4,2,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
3,1,1,1,9,1,1,2,42,10,5,28,9,2,3,1,2,9,1,5,1,1,1,1,0,1,0,0,1,0,0,0,1,3,485,28,9,0
2,1,1,1,9,1,1,2,43,10,2,28,9,3,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
4,1,2,2,2,1,1,1,30,10,2,28,9,2,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
2,1,1,1,1,6,1,1,29,10,3,28,9,2,5,1,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
5,1,1,1,8,2,1,2,44,10,6,28,9,2,2,9,2,3,2,1,1,0,1,1,0,1,0,1,1,0,0,0,1,2,484,28,9,0
2,1,1,1,4,1,1,1,56,10,12,28,9,2,2,2,2,9,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,484,28,9,0
2,1,1,1,6,1,1,2,59,10,6,28,9,2,1,2,2,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,484,28,9,0
4,1,1,1,12,1,1,2,46,10,2,28,9,2,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,485,28,9,0
2,1,1,1,5,2,1,2,26,10,9,28,9,2,1,1,2,5,2,3,0,0,0,1,1,1,1,1,1,0,0,0,1,4,486,28,9,0
1,1,1,1,11,2,1,1,49,10,9,28,9,3,1,1,1,99,2,2,0,1,1,1,0,1,1,1,1,0,0,0,1,2,484,28,9,0
5,1,2,2,3,2,1,1,38,10,4,28,9,9,2,9,2,4,2,5,1,1,1,1,0,0,0,1,1,0,0,0,1,4,486,28,9,0
3,1,1,1,9,2,1,2,32,10,11,28,9,1,2,1,2,4,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,3,485,28,9,0
3,1,1,3,4,1,1,2,98,10,8,28,9,2,2,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
5,1,1,1,10,2,1,2,48,10,4,28,9,2,3,1,1,99,2,5,1,1,1,1,0,1,1,1,1,0,0,0,1,2,484,28,9,0
2,1,1,3,7,6,1,1,29,10,12,28,9,2,2,9,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
5,1,2,2,9,2,1,2,48,10,12,28,9,1,2,1,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
2,1,2,2,3,3,1,1,24,10,9,28,9,4,2,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
2,1,2,2,6,1,1,2,43,10,99,28,9,9,9,1,2,99,2,9,0,0,0,0,0,0,0,0,0,0,0,1,1,3,485,28,9,0
5,1,1,1,8,1,1,1,48,10,11,28,9,2,5,9,2,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,486,28,9,0
2,1,2,2,5,1,1,2,77,10,6,28,9,4,1,1,2,4,2,1,1,0,0,1,1,0,1,0,1,0,0,0,1,2,484,28,38,0
1,1,1,1,5,1,1,2,74,10,10,28,9,1,1,1,2,6,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,485,28,9,0
3,1,2,2,3,2,1,2,38,10,10,28,9,3,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
4,1,1,1,9,1,1,1,49,10,8,28,9,1,3,1,2,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,3,485,28,9,0
5,1,1,1,4,1,1,2,52,10,12,28,9,4,2,1,2,4,1,2,1,0,0,1,0,0,1,1,1,0,0,0,1,3,485,28,9,0
3,1,1,1,2,1,1,1,39,10,5,28,9,4,2,2,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,484,28,9,0
3,1,1,1,5,1,1,2,38,10,10,28,9,3,1,1,2,1,2,3,0,1,1,1,0,0,0,1,0,0,0,0,1,3,485,28,9,0
2,1,1,1,5,3,1,1,25,10,12,28,9,3,1,1,2,5,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,2,484,28,9,0
4,1,1,1,7,2,1,2,33,10,8,28,9,3,4,9,2,9,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,484,28,9,0
5,1,1,1,9,2,1,2,71,10,7,28,9,2,2,1,2,9,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,484,28,9,0
2,1,3,3,7,6,1,1,29,10,4,28,9,2,2,9,2,5,2,5,1,1,1,1,0,0,1,1,1,0,0,0,1,4,486,28,9,0
4,1,2,2,4,2,1,2,24,10,10,28,9,3,2,2,2,7,1,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
3,1,1,1,5,2,1,2,23,10,10,28,9,2,1,1,1,99,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,3,485,28,9,0
3,1,1,1,9,2,1,2,38,10,3,28,9,1,3,1,2,1,1,3,1,0,0,0,0,1,0,0,1,0,0,0,1,2,484,28,9,0
3,1,1,1,9,2,1,2,34,10,6,28,9,2,2,1,2,3,2,3,1,0,1,0,0,0,0,0,1,0,0,0,1,4,486,28,9,0
4,1,1,1,3,1,1,1,41,10,6,28,9,3,2,9,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,485,28,9,0
3,1,1,1,4,2,1,2,32,10,1,28,9,3,2,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
2,1,1,2,3,3,1,1,24,10,6,28,9,2,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
1,1,1,1,9,1,1,1,56,10,12,28,9,1,2,1,2,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,4,486,28,9,0
3,1,1,1,1,1,1,2,38,10,12,28,9,3,2,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
5,1,1,1,10,1,1,1,33,10,11,28,9,2,1,1,2,8,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,3,485,28,9,0
4,1,1,1,3,1,1,2,48,10,9,28,9,4,2,9,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,484,28,9,0
4,1,1,1,9,1,1,2,39,10,12,28,9,1,2,1,2,1,2,5,1,1,1,1,0,1,0,0,1,0,0,0,1,3,485,28,9,0
4,1,1,1,7,2,1,2,24,10,12,28,9,2,4,9,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
1,1,2,3,9,1,1,1,48,10,4,28,9,9,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
1,1,1,1,6,1,1,2,74,10,5,28,9,1,1,2,2,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,486,28,9,0
3,1,3,3,4,1,1,2,98,10,2,28,9,2,2,2,1,99,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,485,28,9,0
5,1,1,1,2,1,1,1,49,10,6,28,9,4,1,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,38,0
2,1,1,2,4,2,1,2,28,10,7,28,9,4,2,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
4,1,1,1,9,2,1,2,44,10,6,28,9,2,2,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
5,1,1,2,9,2,1,2,48,10,1,28,9,1,2,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
1,1,1,1,4,1,1,2,47,10,10,28,9,2,2,2,2,9,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,2,484,28,9,0
1,1,1,2,3,2,1,2,25,10,12,28,9,9,2,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
2,1,1,1,3,2,1,2,28,10,11,28,9,1,1,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
3,1,1,2,3,2,1,2,38,10,10,28,9,3,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
1,1,1,1,2,1,1,2,47,10,10,28,9,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,9,0
1,1,2,2,9,1,1,2,47,10,11,28,9,2,2,1,2,1,1,5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,483,28,9,0
1,1,1,2,9,1,1,2,47,10,9,28,9,2,2,1,2,1,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,1,483,28,9,0
3,1,1,1,4,1,1,1,67,10,1,28,9,4,2,1,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,486,28,9,0
3,1,2,3,4,1,1,2,98,10,5,28,9,2,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
2,1,1,1,5,3,1,1,24,10,2,28,9,3,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
2,1,1,1,9,3,1,1,24,10,12,28,9,2,2,1,2,6,2,3,1,0,0,1,0,1,1,1,1,0,0,0,1,4,486,28,9,0
4,1,1,1,5,2,1,2,24,10,5,28,9,2,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
5,1,2,2,4,3,1,1,18,10,9,28,9,4,2,1,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,4,486,28,9,0
1,1,1,1,6,1,1,2,47,10,12,28,9,4,2,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,1,483,28,9,0
4,1,1,2,2,1,1,1,30,10,9,28,9,2,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,28,9,0
1,1,1,1,7,2,1,2,40,10,8,28,9,2,8,9,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,484,28,9,0
3,1,1,1,9,1,1,1,54,10,9,28,9,2,3,1,2,8,2,5,1,1,0,0,0,0,0,0,0,0,0,0,1,3,485,28,9,0
4,1,1,1,4,1,1,2,57,10,3,28,9,2,2,2,2,4,2,1,1,1,1,1,0,0,0,1,1,0,0,0,1,3,485,28,9,0
4,1,1,2,4,2,1,2,24,10,11,28,9,4,2,2,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
4,1,1,1,10,2,1,2,24,10,12,28,9,3,2,1,1,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,28,9,0
2,1,1,1,11,5,1,1,18,10,5,28,9,1,5,1,2,1,2,2,0,0,0,0,1,0,1,1,1,0,0,0,1,2,484,28,9,0
1,1,2,3,13,3,1,1,18,99,8,28,12,2,8,1,2,3,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,491,28,32,0
7,1,2,2,10,1,1,1,48,99,12,28,13,3,1,1,2,4,2,5,0,0,0,0,0,0,0,1,0,0,0,0,3,1,510,28,13,0
18,1,1,1,4,1,1,1,48,99,2,28,13,4,2,2,2,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,510,28,13,0
5,1,1,1,4,3,1,1,20,99,2,28,13,3,2,2,1,99,2,5,0,0,0,0,0,0,0,0,1,0,0,0,3,1,510,28,13,0
7,1,1,2,10,1,1,1,48,99,12,28,13,9,1,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,1,510,28,13,0
