VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,CVE_ENT,CVE_MUN,CLUSTERS
4,1,1,4,3,2,1,2,44,14,12,1,1,4,2,9,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
4,1,2,5,4,2,1,2,44,14,8,1,1,4,2,1,2,9,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
15,1,1,3,4,1,1,1,73,14,99,1,1,1,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,1,1,1
3,1,1,1,9,2,1,2,40,14,99,1,1,2,3,1,2,8,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1
2,1,1,2,6,3,1,1,38,14,1,1,1,2,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
4,1,1,1,5,2,1,2,45,14,8,1,1,2,1,1,1,99,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,2,1,1,1
1,1,3,3,9,1,1,1,43,14,2,1,1,1,1,1,2,6,2,5,1,0,1,1,0,0,1,0,1,0,0,0,1,4,590,32,17,0
3,1,1,1,5,2,1,2,40,14,8,1,1,3,1,1,2,5,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
2,1,1,1,3,2,1,2,42,14,11,1,1,3,1,9,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
4,1,1,1,6,2,1,2,40,14,2,1,1,4,2,2,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,4,3,1,1,1
5,1,1,1,2,2,1,2,44,14,4,1,1,3,5,2,2,3,2,1,0,1,1,1,1,1,1,0,1,0,0,0,1,3,589,32,17,0
2,1,1,1,3,1,1,1,47,14,2,1,1,4,2,9,2,4,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,1,1,1
2,1,1,1,3,7,1,2,18,14,3,1,1,4,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
1,1,1,2,2,4,1,2,21,14,8,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
3,1,1,2,2,4,1,1,18,14,10,1,1,3,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
20,1,3,4,2,1,1,2,30,14,4,1,1,2,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,11,1,1,1
3,1,1,1,8,1,1,1,33,14,12,1,1,2,3,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
3,1,1,1,9,1,1,1,33,14,1,1,1,2,3,1,2,4,1,5,1,1,1,1,1,1,1,1,1,0,0,0,1,3,2,1,1,1
4,1,1,1,2,1,1,1,36,14,10,1,1,4,1,1,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
2,1,1,1,5,4,1,1,24,14,3,1,1,3,1,1,2,4,2,3,1,0,0,0,0,0,0,1,1,0,0,0,1,4,3,1,1,1
1,1,1,1,3,1,1,1,36,14,3,1,1,1,1,9,2,4,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3,6,1,5,1
1,1,4,5,3,3,1,1,22,14,99,1,1,2,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
5,1,2,3,8,2,1,2,31,14,8,1,1,1,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
1,1,5,5,3,3,1,1,22,14,3,1,1,2,2,9,2,3,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,4,3,1,1,1
4,1,1,2,3,1,1,1,47,14,8,1,1,4,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
5,1,1,1,2,1,1,1,39,14,6,1,1,4,1,2,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,1,1,1
2,1,2,2,2,1,1,1,64,14,8,1,1,4,1,2,2,4,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,3,2,1,1,1
1,1,1,1,3,2,1,2,38,14,12,1,1,2,2,9,2,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,1,1
3,1,1,1,10,1,1,1,26,14,5,1,1,2,5,1,2,4,1,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
2,1,1,1,2,3,1,1,50,14,6,1,1,3,5,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
1,1,1,1,5,1,1,2,49,14,2,1,1,2,6,1,2,7,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,1,1,1
1,1,1,1,9,3,1,1,22,14,6,1,1,2,2,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
3,1,1,1,3,1,1,1,26,14,10,1,1,3,2,9,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,1,1
3,1,1,2,2,1,1,1,47,14,7,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
2,1,1,1,3,2,1,2,67,14,99,1,1,9,2,9,2,3,2,5,0,0,1,1,0,0,0,0,0,0,0,0,1,3,2,1,1,1
1,1,1,1,10,2,1,1,61,14,99,1,1,9,1,1,2,1,2,9,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,1
2,1,1,1,9,1,1,2,30,14,6,1,1,2,3,1,2,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1
5,1,1,1,9,1,1,1,77,14,12,1,1,1,2,1,2,5,1,5,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,1,1
2,1,1,1,5,3,1,2,19,14,5,1,1,4,5,1,1,99,2,5,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,1,1,1
2,1,1,1,8,1,1,1,48,14,7,1,1,1,2,9,1,99,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1,1,1
2,1,1,1,7,1,1,1,59,14,4,1,1,2,5,9,2,9,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,2,1,1,1
5,1,1,1,9,2,1,2,48,14,7,1,1,1,2,1,2,9,2,3,0,0,0,0,0,1,1,0,0,0,0,0,1,3,2,1,1,1
5,1,2,2,4,2,1,2,33,14,99,1,1,2,2,2,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,1,1,1
3,1,1,2,4,2,1,2,24,14,8,1,1,4,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
5,1,1,2,4,2,1,2,33,14,11,1,1,4,2,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
5,1,1,1,9,2,1,2,53,14,11,1,1,2,2,1,2,3,2,5,0,0,1,1,0,0,0,0,1,0,0,0,1,3,2,1,1,1
2,1,1,1,1,1,1,1,43,14,12,1,1,9,1,2,2,7,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
3,1,1,1,3,2,1,2,28,14,5,1,1,1,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
2,1,1,2,2,1,1,1,22,14,6,1,1,2,1,2,2,5,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
2,1,2,3,2,1,1,1,61,14,9,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
5,1,2,2,2,1,1,1,23,14,10,1,1,4,1,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,1
3,1,2,2,3,2,1,2,23,14,10,1,1,4,2,9,2,7,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,1,1
9,1,1,1,3,3,1,1,22,14,3,1,1,4,1,9,2,4,2,1,0,1,0,1,0,0,0,1,1,0,0,0,3,2,11,1,1,1
2,1,1,1,10,4,1,1,27,14,6,1,1,3,1,1,2,3,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,4,3,1,1,1
1,1,2,2,2,4,1,2,21,14,2,1,1,4,1,2,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,3,1,1,1
2,1,1,1,4,2,1,2,43,14,9,1,1,9,2,2,1,99,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,4,3,1,1,1
1,1,1,2,2,2,1,2,26,14,11,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
3,1,1,2,5,4,1,1,18,14,11,1,1,3,1,1,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
4,1,1,1,3,4,1,1,21,14,9,1,1,4,2,9,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,1,1
1,1,1,1,4,1,1,2,53,14,3,1,1,9,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
1,1,1,1,5,3,1,2,35,14,2,1,1,4,1,1,2,9,2,3,1,0,1,0,0,0,0,0,1,0,0,0,1,2,1,1,1,1
3,1,1,1,3,1,1,1,33,14,12,1,1,4,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
1,1,1,1,2,1,1,1,36,14,6,1,1,3,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,6,1,5,1
2,1,1,1,2,2,1,2,36,14,4,1,1,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,2,1,1,1
4,1,1,1,15,1,1,1,36,14,7,1,1,2,1,1,1,99,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1
1,1,1,1,3,3,1,2,58,14,6,1,1,4,2,9,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
14,1,1,1,11,4,1,2,23,14,6,1,1,3,2,1,2,1,2,3,1,1,1,1,1,1,0,0,1,0,0,0,2,2,593,32,34,0
5,1,1,1,4,4,1,1,22,14,5,1,1,4,2,1,2,9,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
3,1,1,1,5,2,1,1,18,14,9,1,1,3,1,1,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
5,1,4,5,13,2,1,2,31,14,9,1,1,3,1,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
3,1,1,1,2,2,1,2,30,14,7,1,1,2,1,2,2,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1
1,1,1,1,11,2,1,1,29,14,4,1,1,3,1,1,2,4,2,3,0,0,0,0,0,1,1,0,0,0,0,0,1,3,2,1,1,1
4,1,2,2,2,3,1,1,40,14,1,1,1,3,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
1,1,2,2,9,1,1,1,32,14,8,1,1,1,3,1,2,4,1,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
1,1,1,1,3,2,1,1,24,14,9,1,1,3,2,9,2,3,2,1,0,0,1,1,0,0,0,1,1,0,0,0,1,4,3,1,1,1
4,1,2,5,9,1,1,1,57,14,10,1,1,2,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
5,1,1,1,6,1,1,1,33,14,11,1,1,2,2,2,2,6,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
4,1,1,5,9,1,1,1,57,14,11,1,1,2,2,1,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
19,1,1,1,2,1,1,2,41,14,99,1,1,1,5,2,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,3,2,11,1,1,1
2,1,1,1,2,1,1,1,34,14,4,1,1,2,5,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
3,1,1,1,2,1,1,1,37,14,10,1,1,4,1,2,2,7,2,1,1,1,1,1,1,0,1,1,1,0,0,0,1,3,2,1,1,1
15,1,1,1,3,1,1,1,73,14,99,1,1,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,1,1,1
3,1,2,2,4,2,1,2,24,14,11,1,1,4,2,2,2,4,2,5,1,1,1,1,1,1,1,0,1,0,0,0,1,3,2,1,1,1
2,1,1,1,5,1,1,1,36,14,7,1,1,2,6,1,2,8,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1
3,1,1,1,8,1,1,1,56,14,12,1,1,2,2,9,2,9,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,4,3,1,1,1
1,1,1,1,2,3,1,1,22,14,10,1,1,4,1,2,2,4,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,3,2,1,1,1
3,1,2,3,2,2,1,2,98,14,2,1,1,3,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
15,1,2,3,4,1,1,1,73,14,99,1,1,1,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,1,1,1
3,1,2,3,2,2,1,2,28,14,8,1,1,4,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
2,1,1,1,9,1,1,2,38,14,12,1,1,2,3,1,2,99,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,1,1
2,1,1,1,7,2,1,2,42,14,11,1,1,9,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
5,1,1,1,9,1,1,1,61,14,99,1,1,1,2,1,2,3,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,4,3,1,1,1
5,1,1,1,8,1,1,1,64,14,8,1,1,1,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
1,1,1,1,5,1,1,2,40,14,12,1,1,1,5,1,2,6,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,4,3,1,1,1
4,1,2,2,2,2,1,2,67,14,1,1,1,3,1,2,2,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,3,1,1,1
1,1,1,1,4,1,1,1,51,14,12,1,1,3,2,2,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,1,1
4,1,1,1,9,1,1,2,50,14,5,1,1,9,2,2,2,4,1,3,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,1,1,1
5,1,2,2,3,1,1,2,52,14,9,1,1,9,1,9,2,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,3,2,1,1,1
1,1,1,5,3,3,1,1,22,14,10,1,1,2,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
3,1,1,1,2,4,1,1,20,14,10,1,1,3,1,2,1,99,2,1,1,1,1,1,1,0,1,0,1,0,0,0,1,3,2,1,1,1
20,1,1,1,5,1,1,2,30,14,12,1,1,1,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,11,1,1,1
5,1,2,5,13,2,1,2,31,14,4,1,1,3,1,1,2,6,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
2,1,1,1,3,1,1,2,52,14,3,1,1,3,2,9,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
5,1,1,1,11,2,1,2,31,14,2,1,1,2,1,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
1,1,1,1,10,1,1,1,24,14,8,1,1,3,1,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,1
5,1,1,5,13,2,1,2,31,14,1,1,1,1,1,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
3,1,1,1,9,1,1,1,34,14,12,1,1,2,2,1,2,6,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1,1,1
16,1,1,1,3,2,1,1,25,14,6,1,1,4,2,9,2,9,2,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,9,1,5,1
4,1,1,1,9,3,1,1,40,14,5,1,1,3,2,1,2,2,1,5,0,0,0,0,1,0,0,1,1,0,0,0,1,2,1,1,1,1
5,1,1,1,2,2,1,2,44,14,4,1,1,1,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
5,1,1,1,4,2,1,2,44,14,5,1,1,3,2,2,2,4,2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,4,3,1,1,1
3,1,1,1,2,1,1,1,55,14,4,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
5,1,2,2,2,2,1,2,36,14,8,1,1,4,1,2,2,6,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3,2,1,1,1
3,1,2,2,10,1,1,1,55,14,10,1,1,2,1,1,2,9,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,1,1,1
1,1,1,1,3,2,1,1,29,14,3,1,1,3,1,9,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
1,1,1,1,4,1,1,2,86,14,12,1,1,9,2,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,1,1
4,1,2,3,2,1,1,1,53,14,99,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
4,1,1,1,5,1,1,1,47,14,6,1,1,1,6,1,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
5,1,1,1,1,1,1,1,36,14,1,1,1,3,1,2,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
2,1,1,1,4,1,1,1,34,14,6,1,1,2,2,1,2,4,2,5,0,0,0,1,0,0,0,0,1,0,0,0,1,2,1,1,1,1
1,1,1,1,13,3,1,2,18,14,9,1,1,1,5,1,2,1,1,2,0,0,0,1,1,1,1,1,1,0,0,0,1,3,2,1,1,1
4,1,1,2,2,2,1,2,44,14,3,1,1,1,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
4,1,3,5,4,2,1,2,44,14,4,1,1,4,2,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
2,1,1,1,3,5,1,2,19,14,4,1,1,4,2,9,2,4,2,1,0,1,0,1,0,0,0,0,1,1,0,0,1,3,2,1,1,1
1,1,1,1,2,2,1,1,24,14,5,1,1,3,2,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
4,1,1,1,2,1,1,2,59,14,9,1,1,3,1,2,1,99,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,1,1,1
1,1,1,1,11,2,1,1,24,14,5,1,1,3,1,1,2,3,2,3,1,1,1,1,0,1,1,1,1,0,0,0,1,3,2,1,1,1
5,1,1,1,2,3,1,1,28,14,11,1,1,1,5,2,2,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1
1,1,1,1,4,4,1,1,23,14,10,1,1,4,2,1,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
2,1,1,1,3,2,1,2,23,14,4,1,1,4,2,9,2,7,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,4,3,1,1,1
2,1,1,1,4,1,1,1,61,14,1,1,1,1,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
1,1,1,1,13,2,1,2,36,14,7,1,1,2,5,1,2,8,2,3,0,0,1,1,0,1,0,0,1,0,0,0,1,4,3,1,1,1
5,1,1,1,3,1,1,1,51,14,6,1,1,3,1,9,2,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,1,1,1
3,1,1,1,3,3,1,1,21,14,10,1,1,4,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
4,1,1,1,7,2,1,1,36,14,6,1,1,2,1,9,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,377,22,14,0
3,1,1,1,5,3,1,1,21,14,11,1,1,2,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
3,1,1,1,13,3,1,2,27,14,10,1,1,2,1,1,2,4,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,4,3,1,1,1
5,1,2,4,9,4,1,1,23,14,4,1,1,2,2,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
1,1,2,2,2,1,1,1,48,14,1,1,1,3,1,2,2,4,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,3,5,1,5,1
3,1,1,1,1,4,1,1,29,14,3,1,1,4,1,1,1,99,1,2,1,1,1,1,1,0,1,1,1,0,0,0,1,3,2,1,1,1
1,1,1,1,5,1,1,2,58,14,5,1,1,2,5,1,2,5,2,1,0,0,0,0,0,0,0,1,1,1,0,0,1,4,3,1,1,1
4,1,1,1,2,3,1,2,25,14,2,1,1,4,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
5,1,5,5,13,2,1,2,31,14,12,1,1,3,1,1,2,6,2,3,1,0,0,1,0,1,0,0,1,0,0,0,1,3,2,1,1,1
4,1,1,1,4,2,1,2,23,14,7,1,1,2,2,2,1,99,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,1,1,1
4,1,1,1,2,3,1,1,40,14,3,1,1,3,1,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
2,1,1,1,5,2,1,2,30,14,11,1,1,2,1,1,2,6,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,2,1,1,1
1,1,1,1,8,3,1,2,58,14,2,1,1,2,2,9,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1
2,1,1,2,2,1,1,2,31,14,5,1,1,2,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
3,1,2,2,5,1,1,2,51,14,99,1,1,9,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
5,1,3,5,13,2,1,2,31,14,6,1,1,1,1,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
1,1,1,1,5,1,1,2,50,14,6,1,1,2,6,1,2,4,2,3,0,1,0,1,0,0,0,1,0,0,0,0,1,3,2,1,1,1
4,1,1,1,4,1,1,1,47,14,6,1,1,1,2,1,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
1,1,4,5,2,3,1,1,22,14,3,1,1,4,1,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
1,1,1,2,10,3,1,2,28,14,11,1,1,3,1,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
1,1,1,1,2,2,1,1,24,14,12,1,1,3,1,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
5,1,1,1,4,1,1,2,52,14,9,1,1,3,2,2,2,9,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,3,2,1,1,1
1,1,1,1,11,3,1,1,22,14,12,1,1,3,3,1,2,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
2,1,1,1,9,1,1,2,47,14,2,1,1,2,2,2,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,1,1,1
5,1,1,1,7,1,1,1,98,14,4,1,1,2,2,9,2,9,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,4,3,1,1,1
5,1,1,1,3,1,1,1,52,14,99,1,1,1,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
4,1,1,1,1,3,1,2,18,14,6,1,1,4,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
1,1,1,1,2,2,1,2,61,14,6,1,1,2,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
2,1,2,2,6,3,1,1,38,14,6,1,1,1,5,2,1,99,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1
5,1,1,2,2,1,1,1,37,14,5,1,1,1,1,2,2,7,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
2,1,2,3,2,5,1,2,19,14,5,1,1,4,1,2,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
5,1,1,1,4,1,1,2,44,14,4,1,1,2,2,1,2,1,2,3,1,0,0,0,0,1,0,1,1,0,0,0,1,3,2,1,1,1
3,1,1,2,3,2,1,2,23,14,11,1,1,4,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
15,1,3,3,4,1,1,1,73,14,99,1,1,1,2,2,2,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,9,1,1,1
3,1,1,1,4,1,1,1,36,14,2,1,1,4,2,1,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1
1,1,1,1,10,2,1,2,47,14,9,1,1,3,1,1,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
1,1,1,1,9,2,1,2,36,14,11,1,1,2,8,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,1,1,1
5,1,1,1,10,2,1,2,37,14,12,1,1,2,2,1,2,4,2,5,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,1,1,1
3,1,1,1,9,2,1,1,78,14,4,1,1,3,2,1,2,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,1
5,1,1,1,2,5,1,2,19,14,7,1,1,4,1,2,2,5,2,1,0,1,0,1,0,0,0,1,1,0,0,0,1,3,2,1,1,1
3,1,1,2,2,1,1,2,24,14,12,1,1,2,1,2,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,1
4,1,1,1,9,2,1,2,45,14,3,1,1,1,2,1,2,9,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,1,1,1
9,1,1,1,2,3,1,1,22,14,7,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,11,1,1,1
5,1,2,2,5,1,1,1,28,14,6,1,1,4,6,1,1,99,2,1,0,1,1,1,1,1,1,1,1,0,0,0,1,4,3,1,1,1
5,1,1,1,9,1,1,2,62,14,1,1,1,2,2,1,2,99,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,1,1,1
5,1,3,4,9,4,1,1,23,14,10,1,1,2,2,2,2,1,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1
