VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,FAC_DEL,DOM,EST,UPM,FAC_DEL_AM,CLUSTERS
5,1,1,1,10,1,1,1,7,6,7,2,1,1,1,4,2,2,61,1,42,1845,180,0
2,1,1,1,6,1,1,1,9,6,7,4,2,2,2,3,2,1,54,1,41,1848,180,0
2,1,1,1,5,3,1,1,4,6,7,2,1,1,2,4,2,1,136,1,42,1849,180,0
5,1,1,1,4,6,1,1,7,6,7,3,2,2,2,7,2,5,68,1,42,1849,180,0
5,1,1,1,5,6,1,1,7,6,7,3,3,1,2,4,1,1,272,1,42,1849,180,0
5,1,1,1,6,1,1,1,7,6,7,1,2,2,2,4,2,1,136,1,43,1850,180,0
3,1,1,1,9,2,1,1,2,6,7,1,2,2,2,6,2,3,204,1,43,1851,180,0
5,1,1,1,2,1,1,1,8,6,7,1,1,2,2,3,2,1,68,1,43,1851,180,0
5,1,1,1,3,1,1,1,11,6,7,1,2,1,2,3,2,1,68,1,43,1851,180,0
1,1,1,4,3,1,1,1,1,6,7,3,1,1,2,4,2,1,71,1,43,1852,180,0
1,1,2,4,3,1,1,1,1,6,7,3,1,1,2,4,2,1,71,1,43,1852,180,0
1,1,3,4,3,1,1,1,2,6,7,3,1,1,2,4,2,1,71,1,43,1852,180,0
1,1,4,4,3,1,1,1,4,6,7,3,1,1,2,4,2,1,71,1,43,1852,180,0
1,1,1,1,7,1,1,1,5,6,7,2,4,1,2,4,2,1,71,1,43,1852,180,0
1,1,1,1,8,1,1,1,6,6,7,2,2,1,2,4,2,3,71,1,43,1852,180,0
1,1,1,2,9,1,1,1,11,6,7,2,2,1,2,4,2,3,71,1,43,1852,180,0
1,1,2,2,9,1,1,1,11,6,7,2,2,1,2,4,2,3,71,1,43,1852,180,0
1,1,1,1,10,1,1,1,7,6,7,2,2,1,2,4,2,3,71,1,43,1852,180,0
2,1,1,1,1,1,1,1,6,6,7,2,3,2,1,4,2,1,71,1,43,1852,180,0
2,1,1,1,8,1,1,1,10,6,7,2,3,1,2,4,2,1,142,1,43,1852,180,0
4,1,1,1,2,1,1,1,11,6,7,4,1,2,2,5,2,1,71,1,43,1852,180,0
4,1,1,1,8,1,1,1,12,6,7,1,4,1,1,4,2,1,142,1,43,1852,180,0
4,1,1,1,9,1,1,1,3,6,7,2,3,1,2,3,2,3,142,1,43,1852,180,0
5,1,1,1,3,1,1,1,6,6,7,4,2,1,1,4,2,3,71,1,43,1852,180,0
5,1,1,1,14,2,1,1,2,6,7,4,1,1,1,4,2,3,195,1,42,1853,180,0
1,1,1,1,3,1,1,1,4,6,7,4,1,1,2,4,2,1,67,1,43,1854,180,0
1,1,1,1,2,3,1,1,5,6,7,2,1,2,2,4,2,1,39,1,43,1855,180,0
1,1,1,3,3,3,1,1,9,6,7,3,2,1,2,4,2,1,39,1,43,1855,180,0
1,1,2,3,3,3,1,1,9,6,7,4,1,1,2,3,2,1,39,1,43,1855,180,0
1,1,3,3,3,3,1,1,9,6,7,4,1,1,2,3,2,1,39,1,43,1855,180,0
1,1,1,1,7,3,1,1,3,6,7,9,9,1,2,3,1,1,117,1,43,1855,180,0
3,1,1,1,8,1,1,1,2,6,7,3,1,1,1,4,1,1,78,1,43,1855,180,0
1,1,1,1,9,1,1,1,5,6,7,2,3,1,2,9,2,3,70,1,43,1859,180,0
2,1,1,1,2,1,1,1,11,6,7,4,1,2,2,4,1,1,70,1,43,1859,180,0
2,1,1,1,11,2,1,1,9,6,7,3,2,1,1,4,1,3,142,1,43,1860,180,0
3,1,1,1,4,1,1,1,10,6,7,4,2,2,2,4,1,5,71,1,43,1860,180,0
4,1,1,2,2,5,1,1,5,6,7,2,1,2,2,4,2,1,54,1,43,1861,180,0
4,1,2,2,2,5,1,1,12,6,7,3,1,2,2,4,2,1,54,1,43,1861,180,0
5,1,1,1,4,3,1,1,6,6,7,3,2,2,2,5,2,5,54,1,43,1861,180,0
2,1,1,2,3,3,1,1,4,6,7,3,2,1,2,7,2,1,63,1,43,1862,180,0
2,1,2,2,3,3,1,1,8,6,7,3,5,1,2,7,2,1,63,1,43,1862,180,0
2,1,1,1,4,3,1,1,9,6,7,2,2,2,2,7,2,5,63,1,43,1862,180,0
3,1,1,1,3,1,1,1,3,6,7,1,2,1,2,1,2,1,67,1,41,1863,180,0
3,1,1,1,9,1,1,1,8,6,7,1,2,1,1,4,2,5,134,1,41,1863,180,0
4,1,1,1,4,1,1,1,4,6,7,4,2,1,2,4,1,5,67,1,41,1863,180,0
4,1,1,1,2,2,1,1,3,6,7,4,2,2,2,4,2,1,62,1,41,1864,180,0
5,1,1,1,9,2,1,1,2,6,7,1,2,1,2,7,2,3,142,1,41,1865,180,0
2,1,1,1,5,2,1,1,10,6,7,4,1,1,2,6,2,5,159,1,43,1867,180,0
1,1,1,2,4,2,1,1,11,6,7,3,2,2,2,1,2,1,64,1,41,1868,180,0
1,1,2,2,4,2,1,1,6,6,7,3,2,1,2,1,2,1,64,1,41,1868,180,0
1,1,1,2,10,2,1,1,5,6,7,2,1,1,1,4,2,2,128,1,41,1868,180,0
1,1,2,2,10,2,1,1,6,6,7,3,2,1,1,4,2,3,128,1,41,1868,180,0
4,1,1,1,9,2,1,1,3,6,7,2,2,1,1,4,2,3,128,1,41,1868,180,0
4,1,1,1,4,1,1,1,12,6,7,1,2,2,1,4,2,1,61,1,41,1869,180,0
2,1,1,1,13,1,1,1,2,6,7,1,1,1,2,3,1,3,60,1,41,1873,180,0
17,1,1,1,8,2,1,1,12,6,7,1,4,1,2,5,2,1,124,2,38,1882,180,0
3,1,1,1,9,1,1,1,5,6,7,2,2,1,2,3,2,5,120,2,38,1890,180,0
8,1,1,1,9,2,1,1,4,6,7,2,2,1,2,4,2,3,120,2,38,1890,180,0
9,1,1,1,2,2,1,1,8,6,7,3,1,2,2,3,2,1,64,3,40,1898,180,0
10,1,1,1,8,2,1,1,12,6,7,2,2,1,1,4,2,1,128,3,40,1898,180,0
2,1,1,1,7,2,1,1,2,6,7,3,5,1,2,5,2,1,183,1,42,1906,174,0
3,1,1,1,6,1,1,1,8,6,7,1,3,2,1,4,1,3,108,1,43,2054,109,0
4,1,1,1,7,2,1,1,7,6,7,9,5,1,1,4,2,1,276,1,43,2085,273,0
1,1,2,2,8,2,1,1,5,6,7,2,4,1,2,7,1,1,206,1,43,2115,202,0
1,1,1,1,8,2,1,1,11,6,7,2,2,1,2,4,2,1,504,1,42,2194,180,0
2,1,1,1,2,2,1,1,4,6,7,3,1,2,2,4,2,1,67,1,42,2200,180,0
3,1,1,1,2,2,1,1,3,6,7,4,1,2,2,4,2,1,67,1,42,2200,180,0
1,1,1,1,2,4,1,1,5,6,7,3,1,2,2,5,2,1,81,1,41,2202,180,0
4,1,1,1,9,1,1,1,10,6,7,3,2,1,2,7,2,3,81,1,41,2202,180,0
4,1,1,2,5,2,1,1,1,6,7,4,1,1,2,4,2,2,213,1,41,2207,180,0
4,1,2,2,5,2,1,1,8,6,7,4,1,1,2,5,2,1,213,1,41,2207,180,0
4,1,1,2,10,2,1,1,3,6,7,3,8,1,2,5,2,5,213,1,41,2207,180,0
4,1,2,2,10,2,1,1,6,6,7,2,2,1,2,5,2,5,213,1,41,2207,180,0
4,1,1,1,11,2,1,1,3,6,7,2,1,1,2,5,2,2,213,1,41,2207,180,0
5,1,1,1,4,3,1,1,2,6,7,3,2,1,1,4,2,1,71,1,41,2207,180,0
5,1,1,1,5,3,1,1,9,6,7,4,1,1,1,4,2,1,213,1,41,2207,180,0
5,1,1,5,10,2,1,1,3,6,7,1,2,2,2,1,2,3,120,1,42,2208,180,0
4,1,1,1,3,1,1,1,11,6,7,4,1,1,2,7,2,1,51,1,43,2210,180,0
2,1,1,1,6,3,1,1,5,6,7,9,2,2,1,4,2,1,522,1,42,2213,180,0
2,1,1,1,8,3,1,1,7,6,7,2,4,1,2,4,2,1,522,1,42,2213,180,0
4,1,1,1,7,1,1,1,6,6,7,3,2,1,2,3,2,3,118,1,42,2214,180,0
5,1,1,1,3,1,1,1,10,6,7,3,2,1,2,3,2,1,59,1,42,2214,180,0
5,1,1,1,3,2,1,1,2,6,7,3,2,1,2,9,2,1,121,1,43,2215,180,0
5,1,1,1,3,2,1,1,7,6,7,4,2,1,2,4,2,1,41,1,42,2219,180,0
5,1,1,1,10,2,1,1,1,6,7,2,1,1,2,1,2,5,82,1,42,2219,180,0
2,1,1,1,4,1,1,1,4,6,7,2,2,2,2,7,2,3,78,1,41,2220,180,0
4,1,1,1,3,2,1,1,5,6,7,3,2,1,2,3,2,3,78,1,41,2220,180,0
4,1,1,1,8,2,1,1,5,6,7,1,5,1,2,3,2,5,156,1,41,2220,180,0
4,1,1,1,3,1,1,1,7,6,7,1,2,1,2,5,1,5,73,1,43,2221,180,0
4,1,1,1,2,1,1,1,6,6,7,3,1,2,2,4,2,1,57,1,41,2222,180,0
4,1,1,1,4,1,1,1,10,6,7,3,2,2,2,4,2,1,57,1,41,2222,180,0
20,1,1,1,9,1,1,1,7,6,7,1,1,1,1,4,2,3,315,2,38,2223,180,0
2,1,1,1,4,4,1,1,10,6,7,1,2,2,2,4,1,1,93,1,41,2226,180,0
4,1,1,1,8,2,1,1,7,6,7,2,3,1,1,4,2,1,186,1,41,2226,180,0
5,1,1,2,9,1,1,1,3,6,7,2,2,1,2,3,2,5,93,1,41,2226,180,0
5,1,2,2,9,1,1,1,9,6,7,2,2,1,1,4,2,3,93,1,41,2226,180,0
5,1,1,1,7,1,1,1,11,6,7,1,1,1,2,4,1,1,71,1,42,2227,180,0
5,1,1,1,8,1,1,1,10,6,7,1,3,1,2,4,2,1,71,1,42,2227,180,0
5,1,1,1,4,1,1,1,2,6,7,4,2,1,1,4,2,1,71,1,43,2231,180,0
1,1,1,1,10,3,1,1,7,6,7,3,1,1,2,4,2,3,427,1,41,2232,180,0
3,1,1,1,8,1,1,1,8,6,7,2,2,1,2,7,2,1,122,1,41,2232,180,0
5,1,1,1,9,1,1,1,5,6,7,2,2,1,2,4,2,3,122,1,41,2232,180,0
2,1,1,1,5,1,1,1,12,6,7,4,1,1,2,6,2,1,64,2,38,2234,180,0
19,1,1,1,10,1,1,1,8,6,7,2,2,1,2,1,2,5,64,2,38,2234,180,0
3,1,1,1,2,1,1,1,12,6,7,3,5,2,2,3,2,1,64,1,43,2236,180,0
2,1,1,3,9,1,1,1,1,6,7,2,2,1,2,3,2,3,68,1,41,2240,180,0
2,1,2,3,9,1,1,1,6,6,7,1,2,1,2,3,2,3,68,1,41,2240,180,0
1,1,1,5,3,2,1,1,3,6,7,4,1,1,2,7,2,1,102,1,42,2241,180,0
1,1,2,5,3,2,1,1,5,6,7,2,3,1,2,9,2,5,102,1,42,2241,180,0
1,1,3,5,3,2,1,1,8,6,7,3,5,1,2,7,2,5,102,1,42,2241,180,0
1,1,4,5,3,2,1,1,10,6,7,3,1,1,2,7,2,5,102,1,42,2241,180,0
1,1,5,5,3,2,1,1,12,6,7,2,3,1,2,7,2,5,102,1,42,2241,180,0
2,1,1,1,2,8,1,1,12,6,7,3,2,2,2,4,2,1,64,1,43,2242,180,0
3,1,1,1,6,2,1,1,9,6,7,3,2,2,2,4,2,1,128,1,43,2242,180,0
3,1,1,1,9,1,1,1,2,6,7,2,2,1,2,3,2,5,68,1,41,2247,180,0
4,1,1,1,4,1,1,1,2,6,7,1,2,2,2,7,2,1,68,1,41,2247,180,0
2,1,2,2,10,2,1,1,5,6,7,2,1,1,2,3,2,3,132,1,41,2248,180,0
3,1,1,1,6,1,1,1,2,6,7,2,2,2,2,9,2,1,264,1,41,2248,180,0
5,1,1,1,2,1,1,1,9,6,7,4,1,2,2,4,2,1,66,1,41,2248,180,0
3,1,1,1,2,2,1,1,8,6,7,3,2,2,2,4,2,1,82,1,42,2249,180,0
2,1,1,2,9,1,1,1,9,6,7,2,2,1,2,4,2,5,156,1,41,2250,180,0
2,1,2,2,9,1,1,1,1,6,7,2,2,1,2,4,2,5,156,1,41,2250,180,0
2,2,2,3,5,2,1,1,7,6,7,2,5,1,2,4,2,1,156,1,41,2250,180,0
2,2,3,3,5,2,1,1,7,6,7,3,4,1,2,5,2,1,156,1,41,2250,180,0
2,2,1,2,6,2,1,1,8,6,7,2,3,1,2,7,2,1,156,1,41,2250,180,0
2,2,2,2,6,2,1,1,11,6,7,2,5,1,2,5,2,1,156,1,41,2250,180,0
3,1,1,1,3,2,1,1,2,6,7,4,4,1,2,3,2,5,78,1,41,2250,180,0
4,1,1,1,6,1,1,1,10,6,7,3,3,2,2,5,2,1,234,1,41,2250,180,0
5,1,1,1,5,1,1,1,12,6,7,1,1,1,2,4,2,1,78,1,41,2250,180,0
1,1,1,1,10,2,1,1,8,6,7,2,2,1,2,9,1,3,198,3,40,2261,180,0
7,1,1,1,10,2,1,1,7,6,7,3,1,1,2,3,2,3,132,3,40,2261,180,0
16,2,1,1,4,1,1,1,6,6,7,9,2,2,2,9,2,1,66,3,40,2261,180,0
12,1,1,1,5,1,1,1,4,6,7,1,5,1,2,7,2,1,70,3,40,2267,180,0
17,1,1,2,2,1,1,1,2,6,7,3,2,2,2,4,2,1,70,3,40,2267,180,0
17,1,2,2,2,1,1,1,5,6,7,3,2,2,2,4,2,1,70,3,40,2267,180,0
17,1,1,1,4,1,1,1,1,6,7,2,2,2,1,4,2,1,70,3,40,2267,180,0
17,1,1,1,7,1,1,1,3,6,7,1,3,1,2,4,2,1,210,3,40,2267,180,0
17,1,1,1,8,1,1,1,6,6,7,2,4,1,2,4,2,1,210,3,40,2267,180,0
17,1,1,1,10,1,1,1,4,6,7,2,3,1,2,4,2,5,210,3,40,2267,180,0
10,1,1,1,1,1,1,1,4,6,7,1,1,2,1,4,1,1,786,3,94,4997,180,0
2,1,1,2,5,1,1,1,5,6,7,3,1,1,2,7,2,1,3074,3,101,5434,180,2
2,1,1,1,9,2,1,1,7,6,8,1,2,1,2,3,2,5,252,2,38,2183,180,0
3,1,1,1,6,1,1,1,4,6,8,2,8,1,2,7,2,1,126,2,38,2183,180,0
13,1,1,1,2,2,1,1,6,6,8,4,1,2,1,4,2,1,63,2,38,2183,180,0
14,1,1,1,9,2,1,1,8,6,8,2,2,1,2,4,2,5,189,2,38,2183,180,0
3,1,1,1,6,3,1,1,99,6,8,3,8,2,1,4,1,1,165,3,39,2260,180,0
4,1,1,1,9,1,1,1,5,6,8,2,1,1,2,5,1,5,59,3,39,2264,180,0
11,1,1,4,4,1,1,1,12,6,8,1,2,2,1,4,2,1,59,3,39,2264,180,0
11,1,2,4,4,1,1,1,10,6,8,1,2,2,2,7,1,1,59,3,39,2264,180,0
11,1,3,4,4,1,1,1,8,6,8,1,2,2,2,7,1,1,59,3,39,2264,180,0
11,1,4,4,4,1,1,1,5,6,8,1,2,2,2,7,1,1,59,3,39,2264,180,0
14,1,1,1,2,1,1,1,5,6,8,3,1,2,2,3,2,1,59,3,39,2264,180,0
6,1,1,2,9,2,1,1,7,6,9,4,2,1,2,4,2,3,132,2,38,2175,180,0
6,1,2,2,9,2,1,1,1,6,9,2,2,1,2,4,2,3,132,2,38,2175,180,0
10,1,1,1,9,1,1,1,1,6,9,1,2,1,2,3,2,5,66,2,38,2175,180,0
6,1,1,1,6,1,1,1,1,6,9,2,1,1,2,4,2,1,78,2,38,2199,180,0
6,1,1,1,9,1,1,1,3,6,9,2,2,1,2,3,2,3,78,2,38,2199,180,0
1,1,3,3,2,2,1,1,12,6,9,3,4,2,2,4,2,1,61,1,42,1929,60,0
5,1,1,2,6,1,1,1,1,6,9,2,1,2,2,6,2,2,66,2,38,2175,180,0
5,1,2,2,6,1,1,1,6,6,9,3,5,1,2,6,2,3,66,2,38,2175,180,0
18,1,1,1,4,7,1,1,4,6,9,2,2,2,2,4,2,1,66,2,38,2175,180,0
9,1,1,1,4,1,1,1,7,6,9,3,2,2,2,3,2,5,58,2,38,2182,180,0
10,1,1,1,4,2,1,1,7,6,9,2,2,2,2,7,2,1,58,2,38,2182,180,0
12,1,1,1,6,2,1,1,1,6,9,3,3,2,2,7,2,1,204,2,38,2198,180,0
12,1,1,1,8,2,1,1,11,6,9,1,4,1,2,5,1,1,204,2,38,2198,180,0
12,1,1,1,9,2,1,1,2,6,9,1,2,1,2,6,2,3,204,2,38,2198,180,0
12,1,1,1,13,2,1,1,8,6,9,1,1,1,2,9,1,3,204,2,38,2198,180,0
13,1,1,3,2,1,1,1,4,6,9,4,1,2,1,4,2,1,68,2,38,2198,180,0
13,1,3,3,2,1,1,1,9,6,9,4,1,2,1,4,2,1,68,2,38,2198,180,0
13,1,1,1,4,1,1,1,8,6,9,4,2,1,2,9,2,3,68,2,38,2198,180,0
13,1,1,1,6,1,1,1,9,6,9,3,3,1,1,4,2,3,340,2,38,2198,180,0
13,1,1,2,9,1,1,1,12,6,9,2,2,1,2,1,2,3,340,2,38,2198,180,0
13,1,2,2,9,1,1,1,12,6,9,2,2,1,2,1,2,3,340,2,38,2198,180,0
14,1,1,3,2,1,1,1,5,6,9,4,1,2,2,7,2,1,68,2,38,2198,180,0
14,1,2,3,2,1,1,1,10,6,9,4,1,2,2,7,2,1,68,2,38,2198,180,0
14,1,3,3,2,1,1,1,11,6,9,4,1,2,2,7,2,1,68,2,38,2198,180,0
14,1,1,1,9,1,1,1,5,6,9,2,2,1,2,7,2,3,204,2,38,2198,180,0
5,1,1,1,8,3,1,1,9,6,9,1,8,1,2,7,2,1,117,2,38,2199,180,0
10,1,1,2,4,2,1,1,5,6,9,1,2,2,2,7,2,1,39,2,38,2199,180,0
10,1,2,2,4,2,1,1,12,6,9,1,2,2,1,4,2,1,39,2,38,2199,180,0
11,1,1,1,9,2,1,1,12,6,9,2,2,1,2,4,2,3,78,2,38,2199,180,0
2,1,1,1,4,2,1,1,11,6,9,3,2,1,2,4,2,1,66,2,38,2205,180,0
16,1,1,2,2,1,1,1,5,6,9,4,2,2,2,4,2,1,66,2,38,2205,180,0
16,1,2,2,2,1,1,1,6,6,9,4,2,2,2,4,2,1,66,2,38,2205,180,0
16,1,1,1,8,1,1,1,3,6,9,2,4,1,2,4,2,1,132,2,38,2205,180,0
2,1,1,1,4,4,1,1,12,6,9,1,2,2,2,7,2,1,66,2,38,2233,180,0
13,1,1,1,3,1,1,1,7,6,9,3,1,1,2,3,2,1,66,2,38,2233,180,0
15,1,1,1,9,1,1,1,10,6,9,1,2,1,2,4,2,1,132,2,38,2233,180,0
17,1,1,1,3,1,1,1,1,6,9,4,2,1,2,3,2,1,66,2,38,2233,180,0
19,1,1,1,3,3,1,1,7,6,9,3,1,1,2,7,2,1,53,2,38,1784,180,0
3,1,1,1,10,1,1,1,2,6,9,2,2,1,2,4,2,3,54,2,38,1790,180,0
5,1,1,1,2,5,1,1,12,6,9,4,1,2,2,4,2,1,54,2,38,1790,180,0
7,1,1,1,5,2,1,1,9,6,9,2,1,1,2,6,2,1,108,2,38,1790,180,0
10,1,1,1,9,1,1,1,2,6,9,2,2,1,2,1,2,3,162,2,38,1790,180,0
11,1,1,1,11,2,1,1,7,6,9,3,1,1,2,4,2,1,108,2,38,1790,180,0
11,1,1,1,6,1,1,1,6,6,9,1,2,2,2,3,2,1,110,2,38,1794,180,0
12,1,1,2,3,2,1,1,7,6,9,3,2,1,2,4,2,1,55,2,38,1794,180,0
12,1,2,2,3,2,1,1,10,6,9,3,2,1,2,4,2,1,55,2,38,1794,180,0
12,1,1,1,4,2,1,1,1,6,9,4,2,2,2,4,2,5,55,2,38,1794,180,0
12,1,1,2,9,2,1,1,3,6,9,2,2,1,2,6,2,3,110,2,38,1794,180,0
12,1,2,2,9,2,1,1,3,6,9,2,2,1,2,6,2,3,110,2,38,1794,180,0
18,1,1,1,13,2,1,1,11,6,9,2,1,1,2,4,2,3,165,2,38,1794,180,0
5,1,1,1,3,3,1,1,11,6,9,3,1,1,2,3,2,1,71,1,41,1795,180,0
1,1,1,1,9,1,1,1,11,6,9,3,2,1,1,4,2,3,144,2,38,1812,180,0
4,1,1,1,10,1,1,1,6,6,9,2,3,1,2,3,2,5,96,2,38,1812,180,0
6,1,1,1,4,1,1,1,4,6,9,2,2,2,2,3,2,1,48,2,38,1812,180,0
8,1,1,1,9,1,1,1,2,6,9,1,2,1,2,7,2,3,96,2,38,1812,180,0
9,1,1,1,4,2,1,1,2,6,9,4,2,1,2,5,1,1,48,2,38,1812,180,0
9,1,1,1,9,2,1,1,6,6,9,2,2,1,2,4,2,5,96,2,38,1812,180,0
20,1,1,1,5,3,1,1,9,6,9,3,1,1,2,1,2,1,240,2,38,1812,180,0
7,1,1,1,4,1,1,1,9,6,9,3,2,2,2,7,2,1,68,2,38,1874,180,0
17,1,1,2,4,2,1,1,5,6,9,2,2,2,2,9,2,5,68,2,38,1874,180,0
17,1,2,2,4,2,1,1,4,6,9,2,2,2,2,9,2,5,68,2,38,1874,180,0
1,1,2,2,10,3,1,1,2,6,9,4,1,1,2,6,2,3,177,2,38,1875,180,0
2,1,1,1,10,2,1,1,12,6,9,2,5,1,2,1,2,3,118,2,38,1875,180,0
13,1,1,2,3,2,1,1,12,6,9,4,2,1,2,6,2,1,59,2,38,1875,180,0
13,1,2,2,3,2,1,1,10,6,9,4,2,1,2,6,2,5,59,2,38,1875,180,0
13,1,1,2,4,2,1,1,4,6,9,4,2,2,2,6,2,5,59,2,38,1875,180,0
13,1,2,2,4,2,1,1,1,6,9,4,2,2,2,6,2,5,59,2,38,1875,180,0
14,1,1,1,4,1,1,1,10,6,9,4,2,1,2,4,2,1,59,2,38,1875,180,0
17,1,1,1,9,2,1,1,2,6,9,2,2,1,2,4,2,3,118,2,38,1875,180,0
19,1,1,1,5,1,1,1,8,6,9,3,1,1,2,4,2,1,59,2,38,1875,180,0
10,1,1,2,2,1,1,1,3,6,9,2,1,2,2,4,2,1,64,2,38,1876,180,0
10,1,2,2,2,1,1,1,4,6,9,2,1,2,2,4,2,1,64,2,38,1876,180,0
10,1,1,3,3,1,1,1,1,6,9,4,2,1,2,4,2,1,64,2,38,1876,180,0
10,1,2,3,3,1,1,1,2,6,9,4,2,1,2,4,2,1,64,2,38,1876,180,0
10,1,3,3,3,1,1,1,5,6,9,4,2,1,2,4,2,1,64,2,38,1876,180,0
10,1,1,1,4,1,1,1,2,6,9,1,2,2,1,4,2,1,64,2,38,1876,180,0
11,1,1,1,9,1,1,1,12,6,9,2,2,1,2,1,2,3,64,2,38,1876,180,0
18,1,1,1,2,2,1,1,4,6,9,9,1,2,1,4,2,1,64,2,38,1876,180,0
1,1,1,2,9,1,1,1,11,6,9,1,2,1,2,7,2,5,132,2,38,1877,180,0
1,1,2,2,9,1,1,1,8,6,9,3,2,1,2,7,2,5,132,2,38,1877,180,0
4,1,1,1,9,2,1,1,12,6,9,2,2,1,2,7,2,5,198,2,38,1877,180,0
7,2,1,2,2,2,1,1,7,6,9,3,2,2,2,7,2,1,67,2,38,1878,180,0
7,2,2,2,2,2,1,1,12,6,9,2,2,1,2,3,2,1,67,2,38,1878,180,0
12,1,1,2,4,1,1,1,5,6,9,3,2,2,2,1,2,1,67,2,38,1878,180,0
12,1,2,2,4,1,1,1,5,6,9,3,2,2,2,1,2,1,67,2,38,1878,180,0
20,1,1,1,5,1,1,1,12,6,9,1,1,1,2,4,2,1,201,2,38,1878,180,0
4,1,1,2,2,1,1,1,5,6,9,1,1,1,2,7,2,1,64,2,38,1879,180,0
4,1,2,2,2,1,1,1,11,6,9,3,1,1,2,7,2,1,64,2,38,1879,180,0
18,1,1,1,3,3,1,1,7,6,9,3,2,1,2,4,2,5,64,2,38,1879,180,0
18,1,1,1,9,3,1,1,3,6,9,1,2,2,2,4,2,5,192,2,38,1879,180,0
20,1,1,1,10,1,1,1,8,6,9,2,2,1,2,1,2,3,128,2,38,1879,180,0
2,1,1,1,9,1,1,1,1,6,9,1,2,1,2,4,2,3,62,2,38,1880,180,0
4,1,1,2,3,2,1,1,3,6,9,4,2,1,2,4,2,1,62,2,38,1880,180,0
4,1,2,2,3,2,1,1,10,6,9,3,2,1,2,4,2,5,62,2,38,1880,180,0
8,1,1,1,3,1,1,1,3,6,9,4,2,1,2,4,2,1,62,2,38,1880,180,0
9,1,1,2,4,1,1,1,10,6,9,2,2,2,2,4,2,1,62,2,38,1880,180,0
9,1,2,2,4,1,1,1,10,6,9,2,2,2,2,4,2,1,62,2,38,1880,180,0
9,2,1,1,9,1,1,1,3,6,9,1,2,1,2,1,2,5,62,2,38,1880,180,0
14,1,1,1,5,4,1,1,3,6,9,3,1,1,2,3,2,1,186,2,38,1880,180,0
15,1,1,2,4,4,1,1,7,6,9,1,2,2,2,8,2,1,62,2,38,1880,180,0
15,1,2,2,4,4,1,1,8,6,9,1,2,2,2,1,2,1,62,2,38,1880,180,0
19,1,1,2,3,2,1,1,1,6,9,3,2,1,2,4,2,1,62,2,38,1880,180,0
19,1,2,2,3,2,1,1,4,6,9,3,2,1,2,4,2,5,62,2,38,1880,180,0
19,1,1,1,4,2,1,1,11,6,9,3,2,1,2,4,2,1,62,2,38,1880,180,0
1,1,1,1,9,2,1,1,5,6,9,2,2,1,2,4,2,5,189,2,38,1881,180,0
2,1,1,1,1,3,1,1,6,6,9,4,1,2,1,4,2,1,63,2,38,1881,180,0
3,1,1,1,3,3,1,1,2,6,9,4,1,1,2,3,2,5,63,2,38,1881,180,0
3,1,1,1,9,3,1,1,11,6,9,2,2,1,2,4,2,5,189,2,38,1881,180,0
4,1,1,1,4,1,1,1,8,6,9,1,2,2,1,4,2,1,63,2,38,1881,180,0
7,1,1,1,9,2,1,1,9,6,9,2,2,1,2,5,2,3,189,2,38,1881,180,0
8,1,1,1,3,1,1,1,3,6,9,1,1,1,2,4,2,5,63,2,38,1881,180,0
8,1,1,1,9,1,1,1,8,6,9,2,2,1,2,4,2,5,126,2,38,1881,180,0
12,1,1,1,4,1,1,1,7,6,9,3,2,2,1,4,2,1,63,2,38,1881,180,0
15,1,1,1,9,1,1,1,2,6,9,2,2,1,2,4,2,5,126,2,38,1881,180,0
17,1,1,1,9,1,1,1,11,6,9,2,2,1,2,3,2,5,126,2,38,1881,180,0
1,1,1,2,5,2,1,1,1,6,9,3,1,1,2,7,2,1,124,2,38,1882,180,0
1,1,2,2,5,2,1,1,11,6,9,2,1,1,2,4,2,1,124,2,38,1882,180,0
2,1,1,1,2,2,1,1,11,6,9,4,1,2,2,4,2,1,62,2,38,1882,180,0
8,1,1,1,4,2,1,1,11,6,9,3,2,2,2,6,2,5,62,2,38,1882,180,0
13,3,1,1,9,2,1,1,6,6,9,1,2,1,1,4,2,3,124,2,38,1882,180,0
16,1,1,1,4,1,1,1,2,6,9,3,2,2,2,5,2,1,62,2,38,1882,180,0
6,1,1,1,4,2,1,1,4,6,9,3,2,2,1,4,2,1,59,2,38,1891,180,0
10,1,1,1,5,2,1,1,8,6,9,3,7,1,2,4,2,5,177,2,38,1891,180,0
14,1,1,1,10,3,1,1,8,6,9,1,2,1,1,4,2,5,177,2,38,1891,180,0
17,1,1,1,6,1,1,1,10,6,9,4,3,2,2,4,2,1,118,2,38,1891,180,0
11,1,1,1,9,3,1,1,2,6,9,1,2,1,2,1,2,3,171,2,38,1893,180,0
15,1,1,2,10,1,1,1,2,6,9,2,1,1,2,1,2,3,114,2,38,1893,180,0
15,1,2,2,10,1,1,1,10,6,9,3,1,1,2,4,2,3,114,2,38,1893,180,0
15,1,1,1,11,1,1,1,4,6,9,3,2,1,2,5,1,2,114,2,38,1893,180,0
15,1,1,1,14,1,1,1,12,6,9,1,2,1,1,4,1,3,114,2,38,1893,180,0
