VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,UPM_DIS,CLUSTERS
1,1,1,1,9,2,1,2,26,33,10,6,2,3,2,1,2,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,2,92,2028,1
1,1,1,1,6,1,1,2,45,33,9,6,2,1,4,1,2,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,94,2271,1
5,1,1,1,2,1,1,2,38,33,2,6,2,1,1,2,1,99,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,94,2260,1
4,1,1,1,3,1,1,1,36,33,6,6,2,2,2,9,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,1994,1
19,1,1,1,6,2,1,2,43,33,9,6,2,2,3,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,98,2351,1
4,1,1,1,3,2,1,2,22,33,2,6,2,3,1,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,94,2025,1
3,1,1,2,10,1,1,1,48,33,6,6,2,2,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,2015,1
1,1,1,1,4,1,1,1,39,33,11,6,2,4,2,1,2,4,1,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2042,1
4,1,1,1,4,2,1,2,33,33,11,6,2,4,2,2,2,5,1,2,0,0,1,1,0,0,0,0,1,0,0,0,1,3,93,2044,1
5,1,1,2,7,1,1,2,28,33,12,6,2,3,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1925,1
1,1,1,1,2,1,1,1,39,33,6,6,2,2,5,2,2,4,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2042,1
5,1,1,1,8,1,1,1,37,33,1,6,2,1,3,9,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,94,2322,1
5,1,1,1,9,3,1,1,33,33,8,6,2,3,2,1,2,6,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,3,93,1943,1
2,1,1,2,3,2,1,2,44,33,5,6,2,1,2,9,2,7,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2041,1
3,1,2,3,4,2,1,2,46,33,4,6,2,2,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,1993,1
5,1,1,1,6,1,1,1,55,33,1,6,2,2,2,1,2,7,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1989,1
2,1,2,4,2,1,1,1,66,33,10,6,2,4,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,1931,1
2,1,4,4,2,1,1,1,66,33,12,6,2,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,1931,1
5,1,3,3,4,1,1,2,25,33,9,6,2,3,2,2,2,4,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,2,92,2022,1
5,1,1,1,2,3,1,2,24,33,8,6,2,3,1,1,2,7,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1934,1
2,1,2,2,9,2,1,2,46,33,9,6,2,2,3,1,2,4,2,5,1,0,1,1,1,0,0,0,1,0,0,0,1,4,94,1964,1
8,1,1,1,9,1,1,1,56,33,2,6,2,1,4,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,241,6281,1
1,1,1,1,11,4,1,1,18,33,12,6,2,3,1,1,2,4,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,3,93,2030,1
4,1,1,1,9,1,1,1,36,33,8,6,2,2,1,2,2,3,2,5,0,0,1,1,0,1,1,0,1,0,0,0,1,3,93,1982,1
5,1,1,2,2,3,1,1,33,33,11,6,2,2,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1943,1
2,1,1,2,7,1,1,1,66,33,8,6,2,1,2,9,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2190,1
1,1,1,1,2,1,1,1,34,33,2,6,2,3,1,2,2,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,93,1925,1
5,1,2,2,4,1,1,1,55,33,4,6,2,4,2,1,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,93,1989,1
3,1,1,1,9,1,1,2,80,33,4,6,2,1,2,2,2,9,1,5,0,1,1,1,0,0,0,0,0,0,0,0,1,3,93,1957,1
5,1,1,2,7,1,1,2,22,33,11,6,2,1,4,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1933,1
4,1,1,1,9,1,1,2,47,33,6,6,2,2,2,1,2,4,2,1,0,1,0,0,0,0,0,1,1,1,0,0,1,4,94,2003,1
5,1,1,1,2,1,1,2,55,33,6,6,2,1,3,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,1935,1
4,1,1,1,7,1,1,1,32,33,10,6,2,2,8,9,2,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,92,1936,1
2,1,1,1,3,3,1,1,44,33,9,6,2,2,1,9,1,99,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,93,1988,1
2,1,1,1,6,1,1,1,38,33,11,6,2,3,2,2,1,99,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,2,92,2040,1
1,1,1,1,9,1,1,1,66,33,6,6,2,3,1,2,2,9,1,3,1,1,1,1,1,1,1,1,1,0,0,0,1,3,93,1957,1
4,1,1,1,4,3,1,2,98,33,9,6,2,9,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1973,1
3,1,1,2,9,2,1,2,59,33,10,6,2,3,2,2,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,95,2055,1
4,1,1,1,1,2,1,2,58,33,8,6,2,1,4,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,2189,1
4,1,1,1,2,2,1,2,58,33,8,6,2,1,1,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,2189,1
3,1,3,3,4,2,1,2,46,33,11,6,2,1,2,1,1,99,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,92,1993,1
4,1,1,1,7,1,1,1,36,33,10,6,2,2,4,9,2,7,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,2,92,1994,1
1,1,1,1,10,3,1,2,18,33,10,6,2,3,2,1,2,4,2,3,1,1,1,1,0,1,1,1,1,0,0,0,1,2,92,2037,1
5,1,1,3,4,1,1,2,25,33,5,6,2,3,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2022,1
3,1,1,1,1,2,1,2,29,33,6,6,2,1,1,1,2,9,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,93,2239,1
5,1,1,1,2,1,1,1,55,33,9,6,2,3,1,2,2,8,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2035,1
2,1,5,5,2,1,1,1,50,33,1,6,2,2,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,93,2227,1
2,1,1,1,4,3,1,1,41,33,10,6,2,4,2,2,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,93,1927,1
2,1,3,5,4,4,1,1,26,33,12,6,2,4,2,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,1970,1
4,1,2,2,9,1,1,1,36,33,4,6,2,2,4,1,2,1,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,1994,1
2,1,1,2,5,1,1,2,18,33,12,6,2,2,1,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2006,1
3,1,1,1,5,1,1,1,60,33,99,6,2,2,1,1,2,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,92,1990,1
3,1,1,1,8,2,1,2,30,33,11,6,2,1,4,9,2,4,2,1,0,0,1,1,0,0,0,1,0,0,0,0,1,2,92,1998,1
4,1,1,1,8,1,1,1,44,33,5,6,2,1,4,9,2,4,2,1,0,1,1,1,1,1,1,1,1,0,0,0,1,2,92,2016,1
1,1,1,1,4,1,1,2,69,33,99,6,2,9,2,2,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,94,1929,1
2,1,2,2,5,2,1,2,51,33,6,6,2,1,1,1,2,5,2,5,1,1,0,1,0,0,0,0,0,0,0,0,1,2,92,1932,1
2,1,5,5,4,3,1,2,43,33,5,6,2,4,2,1,2,9,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,93,1982,1
15,1,1,1,7,1,1,2,53,33,3,6,2,9,4,9,2,5,1,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,100,2379,1
2,1,1,1,8,1,1,1,66,33,12,6,2,1,4,9,2,5,1,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,1931,1
5,1,1,1,15,3,1,1,33,33,2,6,2,9,3,2,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1943,1
3,1,1,1,7,1,1,2,58,33,6,6,2,9,4,9,2,6,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,92,1958,1
3,1,2,2,9,1,1,1,48,33,8,6,2,2,4,1,2,3,2,3,0,1,1,0,0,0,0,0,0,0,0,0,1,3,93,1925,1
3,1,1,1,2,2,1,2,32,33,7,6,2,4,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2342,1
5,1,2,2,2,1,1,1,47,33,6,6,2,4,1,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,95,2077,1
2,1,1,1,2,3,1,1,41,33,7,6,2,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1927,1
2,1,1,1,4,2,1,2,70,33,2,6,2,4,2,2,2,99,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,4,94,1963,1
3,1,1,2,2,1,1,1,57,33,1,6,2,1,1,2,1,99,2,4,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,1995,1
4,1,1,1,9,1,1,2,62,33,12,6,2,4,2,1,2,4,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,3,93,1953,1
5,1,1,1,6,2,1,2,56,33,12,6,2,3,1,2,1,99,1,1,0,1,1,1,0,0,0,0,1,0,0,0,2,2,101,2382,1
3,1,1,2,4,2,1,2,32,33,5,6,2,3,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2342,1
2,1,1,5,4,3,1,2,43,33,12,6,2,4,2,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1982,1
2,1,1,2,8,2,1,2,44,33,10,6,2,3,2,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2041,1
4,1,1,1,5,2,1,2,28,33,7,6,2,2,1,1,1,99,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2301,1
2,1,1,1,3,1,1,1,62,33,9,6,2,4,1,9,2,3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,4,94,2025,1
3,1,1,1,6,2,1,2,37,33,12,6,2,2,5,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,94,2268,1
5,1,1,1,4,1,1,1,55,33,11,6,2,2,2,2,2,3,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,4,94,2004,1
3,1,2,2,2,1,1,1,57,33,6,6,2,1,1,2,1,99,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,2,92,1995,1
3,1,1,2,9,1,1,1,48,33,12,6,2,2,4,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1925,1
2,1,1,1,9,1,1,1,28,33,2,6,2,1,3,1,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,92,1993,1
5,1,1,1,4,1,1,2,32,33,11,6,2,1,2,2,1,99,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,92,2027,1
4,1,1,1,2,1,1,1,40,33,3,6,2,2,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,94,2275,1
5,1,1,1,2,2,1,2,40,33,8,6,2,4,1,2,2,4,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,92,1955,1
1,1,1,1,2,1,1,2,58,33,1,6,2,1,8,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,2250,1
2,1,3,3,2,1,1,1,40,33,10,6,2,2,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2338,1
5,1,1,2,2,2,1,1,37,33,2,6,2,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,94,2267,1
5,1,1,1,4,1,1,1,32,33,9,6,2,4,2,2,1,99,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3,93,1974,1
14,1,1,1,4,1,1,1,50,33,6,6,2,1,2,1,2,1,2,3,0,1,1,1,0,1,1,1,1,0,0,0,2,2,98,2355,1
14,1,1,1,5,2,1,2,69,33,4,6,2,1,1,1,1,99,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,100,2376,1
2,1,1,1,9,2,1,2,54,33,10,6,2,1,3,1,2,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,1,3,93,2241,1
2,1,5,5,4,4,1,1,26,33,12,6,2,4,2,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,92,1970,1
4,1,1,1,10,1,1,1,36,33,10,6,2,2,2,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,1994,1
2,1,2,2,3,2,1,2,44,33,11,6,2,2,1,9,2,7,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2041,1
1,1,1,1,8,1,1,2,45,33,10,6,2,1,2,9,2,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,93,1934,1
1,1,1,1,4,2,1,2,38,33,6,6,2,2,2,2,1,99,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3,93,2015,1
2,1,2,2,3,1,1,1,29,33,6,6,2,4,1,9,1,99,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,3,93,1978,1
2,1,1,1,3,1,1,1,40,33,1,6,2,3,1,9,2,6,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1,2,92,2338,1
4,1,1,1,3,2,1,2,32,33,8,6,2,1,2,9,2,5,2,3,1,1,1,1,0,1,1,1,1,0,0,0,1,2,92,2035,1
11,1,1,1,1,2,1,2,27,33,1,6,2,3,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,98,2353,1
5,1,1,2,2,1,1,2,28,33,5,6,2,4,1,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1925,1
2,1,1,1,2,1,1,1,62,33,10,6,2,4,1,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,94,2025,1
1,1,1,1,2,2,1,1,23,33,6,6,2,4,1,2,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,94,2244,1
5,1,1,1,4,1,1,1,55,33,10,6,2,9,2,2,2,5,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,2,92,2035,1
4,1,1,1,7,2,1,2,58,33,1,6,2,9,4,9,2,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,4,94,2024,1
16,1,1,1,2,1,1,1,40,33,9,6,2,1,4,2,2,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,2,100,2377,1
5,1,1,1,2,3,1,1,21,33,11,6,2,3,1,2,2,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,92,1986,1
5,1,1,1,1,2,1,2,29,33,1,6,2,4,2,1,2,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,4,94,2043,1
4,1,1,1,1,4,1,2,20,33,9,6,2,4,2,2,2,99,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1,2,92,2022,1
2,1,1,1,6,2,1,2,39,33,8,6,2,3,1,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,94,2323,1
4,1,1,1,9,1,1,1,40,33,6,6,2,1,1,1,2,6,2,5,1,0,0,0,0,0,0,1,1,0,0,0,1,4,94,2275,1
2,1,1,4,2,1,1,1,66,33,11,6,2,3,1,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,1931,1
2,1,1,3,2,1,1,1,40,33,6,6,2,1,1,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2338,1
1,1,1,1,2,2,1,2,27,33,12,6,2,4,1,2,2,8,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,92,2342,1
2,1,1,1,9,1,1,1,66,33,1,6,2,2,2,1,2,5,2,5,0,1,1,1,0,0,0,0,0,0,0,0,1,2,92,1931,1
1,1,1,1,2,1,1,2,52,33,11,6,2,1,1,2,2,4,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,3,93,2013,1
5,1,1,1,2,1,1,2,25,33,12,6,2,3,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2022,1
1,1,1,1,9,2,1,2,27,33,10,6,2,2,2,1,2,5,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,3,93,1940,1
3,2,1,1,5,1,1,2,22,33,6,6,2,1,1,1,2,9,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,92,1987,1
2,1,3,3,2,1,1,1,59,33,3,6,2,1,1,2,2,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,93,1966,1
2,1,1,1,8,1,1,1,39,33,12,6,2,4,4,9,2,4,2,1,0,0,1,1,1,0,0,1,0,0,0,0,1,3,93,1981,1
2,1,2,2,8,2,1,2,44,33,12,6,2,3,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2041,1
5,1,1,1,10,2,1,2,20,33,3,6,2,1,2,1,2,7,1,3,1,1,1,1,0,1,1,0,1,0,0,0,1,2,92,1994,1
4,1,1,1,11,1,1,1,40,33,11,6,2,3,1,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,92,1993,1
5,1,2,2,7,1,1,2,28,33,9,6,2,3,4,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1925,1
16,1,1,1,3,1,1,1,34,33,11,6,2,9,1,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,286,7073,0
3,1,1,1,4,1,1,1,52,33,2,6,2,1,2,2,2,4,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3,93,1954,1
4,1,1,1,9,1,1,1,37,33,7,6,2,3,3,2,1,99,2,3,0,0,1,1,0,0,0,0,0,0,0,0,1,2,92,2314,1
3,1,1,1,5,1,1,1,39,33,4,6,2,3,1,1,2,5,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,92,2301,1
2,1,4,5,4,3,1,2,43,33,6,6,2,4,2,1,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1982,1
2,1,1,2,3,1,1,1,29,33,2,6,2,4,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1978,1
4,1,1,1,9,3,1,2,98,33,11,6,2,1,2,2,2,6,2,5,0,0,0,0,1,1,0,0,0,0,0,0,1,3,93,1973,1
5,1,1,1,2,1,1,2,32,33,8,6,2,4,1,2,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2027,1
5,1,1,1,2,1,1,2,31,33,10,6,2,2,1,2,2,3,2,1,0,1,1,1,0,0,0,0,1,0,0,0,1,3,93,2227,1
3,1,1,1,2,1,1,1,73,33,2,6,2,2,1,2,2,7,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,3,93,2046,1
2,1,2,2,9,2,1,2,44,33,10,6,2,1,2,1,2,5,2,5,1,1,0,1,0,0,0,0,0,0,0,0,1,2,92,2041,1
12,1,1,1,1,2,1,2,44,33,5,6,2,3,5,2,1,99,2,1,0,1,0,0,0,0,1,1,0,0,0,0,2,2,100,2374,1
3,1,1,1,2,2,1,2,47,33,8,6,2,4,1,2,2,4,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,3,93,2014,1
2,1,2,5,4,3,1,2,43,33,12,6,2,4,2,1,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1982,1
5,1,1,1,8,1,1,1,59,33,12,6,2,3,2,9,2,9,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,94,2001,1
3,1,1,1,4,1,1,2,58,33,6,6,2,3,2,2,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,1958,1
4,1,1,1,2,1,1,1,34,33,1,6,2,2,5,2,2,4,2,2,0,0,0,0,0,0,0,1,0,1,0,0,1,4,94,2043,1
4,1,1,1,3,2,1,2,58,33,2,6,2,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,94,2024,1
5,1,1,1,2,2,1,2,36,33,2,6,2,4,2,1,2,6,2,1,0,1,1,1,0,0,0,0,1,0,0,0,1,4,94,1964,1
4,1,1,1,8,1,1,1,65,33,9,6,2,1,4,9,2,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,93,1943,1
5,1,1,1,2,1,1,1,26,33,1,6,2,4,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,93,2257,1
5,1,1,1,9,1,1,2,28,33,4,6,2,3,2,1,2,3,2,3,1,0,0,0,0,1,0,0,0,0,0,0,1,3,93,1925,1
5,1,2,2,9,2,1,1,37,33,1,6,2,1,1,1,2,4,1,3,1,1,1,1,1,1,1,1,1,0,0,0,1,4,94,2267,1
5,1,1,2,9,2,1,1,37,33,1,6,2,1,3,1,2,4,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,94,2267,1
1,1,1,1,8,1,1,2,69,33,99,6,2,1,2,9,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,94,1929,1
4,1,1,2,9,1,1,1,36,33,6,6,2,1,3,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,1994,1
3,1,1,1,9,1,1,1,49,33,10,6,2,2,1,2,2,9,1,5,0,1,1,1,1,0,1,0,1,0,0,0,1,4,97,2159,1
1,1,1,1,2,1,1,2,80,33,9,6,2,1,5,2,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,93,1923,1
1,1,1,1,5,1,1,2,75,33,99,6,2,2,1,1,2,5,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,2,92,1937,1
4,1,1,1,2,1,1,2,53,33,6,6,2,4,1,2,2,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,92,1969,1
1,1,1,4,4,2,1,2,37,33,3,6,2,1,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1977,1
5,1,1,1,2,3,1,2,19,33,9,6,2,2,1,2,2,5,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,93,2253,1
1,1,2,4,4,2,1,2,37,33,6,6,2,1,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1977,1
5,1,2,2,2,1,1,2,28,33,7,6,2,4,1,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1925,1
2,1,3,5,4,3,1,2,43,33,6,6,2,4,2,1,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1982,1
4,1,1,1,9,2,1,2,27,33,1,6,2,1,1,2,2,6,2,5,0,0,1,0,1,1,1,0,0,0,0,0,1,3,93,1957,1
1,1,1,1,2,4,1,1,18,33,6,6,2,2,2,2,2,9,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,2,92,1995,1
3,1,1,1,2,1,1,1,38,33,4,6,2,2,4,2,2,4,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,2,92,2224,1
4,1,1,1,5,2,1,2,49,33,11,6,2,2,1,1,2,3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,2,92,1950,1
3,1,1,1,10,1,1,2,56,33,8,6,2,1,2,1,1,99,2,3,0,1,1,1,0,1,0,0,1,0,0,0,1,3,93,1956,1
2,1,1,1,3,1,1,2,18,33,12,6,2,2,2,9,2,3,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2,92,2006,1
1,1,3,4,4,2,1,2,37,33,7,6,2,1,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1977,1
2,1,2,2,5,1,1,2,18,33,6,6,2,4,1,1,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2006,1
3,1,1,1,10,1,1,2,25,33,2,6,2,2,1,2,2,9,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,92,1968,1
1,1,4,4,4,2,1,2,37,33,10,6,2,1,2,2,1,99,2,1,0,1,1,0,0,0,0,1,1,0,0,0,1,3,93,1977,1
3,1,1,1,8,2,1,2,37,33,10,6,2,2,8,9,1,99,2,1,0,1,0,1,0,0,0,0,0,0,0,0,3,2,103,2399,1
4,1,1,1,3,1,1,2,62,33,1,6,2,4,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1953,1
1,1,1,1,3,1,1,1,46,33,3,6,2,4,2,9,2,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3,93,1949,1
5,1,1,1,2,2,1,2,38,33,7,6,2,1,5,2,2,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,92,2224,1
2,1,1,1,4,1,1,2,18,33,6,6,2,1,2,2,2,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,92,2006,1
16,1,1,3,2,1,1,1,34,33,99,6,2,9,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,286,7073,0
3,1,2,2,4,2,1,2,32,99,5,6,3,3,2,2,2,8,2,5,0,0,1,1,0,0,0,1,1,0,0,0,1,2,92,2342,1
9,1,1,1,4,1,1,1,37,99,1,6,3,3,2,1,2,4,2,5,1,0,0,0,0,0,0,0,1,0,0,0,3,2,103,2398,1
12,1,1,1,4,1,1,2,73,99,8,6,3,1,2,2,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,103,2398,1
20,1,2,2,2,3,1,1,28,99,4,6,3,4,1,2,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,103,2398,1
20,1,1,2,2,3,1,1,28,99,9,6,3,2,1,1,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,103,2398,1
6,1,1,1,9,1,1,1,46,99,10,6,3,2,2,1,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,3,2,103,2404,1
13,1,1,1,9,2,1,2,28,99,9,6,3,1,2,2,2,4,2,3,0,0,0,0,0,0,0,0,0,0,1,0,3,2,103,2404,1
20,1,2,2,10,1,1,2,78,99,9,6,3,1,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,1,0,0,3,2,103,2404,1
20,1,1,2,10,1,1,2,78,99,5,6,3,1,1,1,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,2,103,2404,1
