VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,FAC_DEL,DOM,EST,UPM,FAC_DEL_AM
17,1,1,2,9,2,1,1,99,18,6,1,2,2,2,7,2,3,282,2,124,6367,180
6,1,1,2,2,2,1,1,11,18,6,3,2,2,2,7,2,1,185,2,123,6370,180
6,1,2,2,2,2,1,1,9,18,6,2,2,2,2,7,2,1,185,2,123,6370,180
8,1,1,1,6,1,1,1,9,18,6,1,2,2,2,3,2,1,370,2,123,6370,180
10,1,1,1,9,1,1,1,2,18,6,2,2,1,2,3,2,3,740,2,123,6370,180
15,1,2,2,9,1,1,1,3,18,6,1,2,2,2,4,2,5,196,2,123,6213,180
12,1,1,1,2,3,1,1,9,18,6,9,2,2,2,7,2,1,196,2,123,6213,180
15,1,1,2,9,1,1,1,6,18,6,1,2,2,2,4,2,5,196,2,123,6213,180
3,1,1,1,4,1,1,1,7,18,6,1,2,1,1,4,2,1,196,2,123,6213,180
3,1,2,4,3,1,27,1,7,18,8,3,2,1,2,3,2,1,144,1,128,6309,146
9,1,1,1,9,2,27,1,8,18,8,1,1,1,2,6,2,1,580,3,126,6383,180
5,1,1,2,4,2,27,1,8,18,8,1,2,2,2,7,2,1,186,1,127,6269,191
5,1,1,1,2,4,27,1,12,18,8,4,4,2,1,4,2,3,186,1,128,6301,189
2,1,1,1,3,1,27,1,4,18,8,4,2,1,2,4,2,1,293,1,127,6335,298
3,1,1,1,9,1,27,1,11,18,8,1,2,1,2,6,2,3,189,1,127,6310,195
2,1,1,1,9,1,27,1,1,18,8,2,2,1,2,3,2,5,586,1,127,6335,596
5,1,1,1,5,1,27,1,6,18,8,3,1,1,2,6,2,3,318,1,128,6320,324
2,3,1,1,9,1,27,1,6,18,8,2,2,1,2,7,2,3,486,1,127,6321,504
3,1,3,4,3,1,27,1,3,18,8,3,2,1,2,3,2,1,144,1,128,6309,146
5,1,1,1,2,3,27,1,2,18,8,4,1,2,2,4,2,1,170,1,128,6328,173
5,1,1,1,7,2,27,1,3,18,8,1,4,1,2,6,1,1,372,1,127,6269,382
4,1,1,1,4,2,27,1,11,18,8,2,2,2,2,9,2,3,186,1,127,6269,191
5,1,2,2,4,2,27,1,3,18,8,9,2,2,2,6,2,4,186,1,127,6269,191
3,1,1,4,3,1,27,1,11,18,8,3,2,1,2,3,2,1,144,1,128,6309,146
3,1,4,4,3,1,27,1,1,18,8,3,2,1,2,3,2,1,144,1,128,6309,146
2,1,1,1,4,1,27,1,10,18,8,3,2,2,2,7,2,5,293,1,127,6335,298
5,1,1,1,6,2,27,1,11,18,8,2,2,2,2,3,2,1,372,1,127,6269,382
5,1,1,1,3,1,27,1,9,18,8,1,2,1,2,6,2,1,159,1,128,6320,162
2,1,1,1,2,3,27,1,12,18,8,3,1,2,2,4,2,1,144,1,128,6309,146
19,1,1,1,4,1,1,1,7,18,9,3,2,2,2,7,2,3,183,3,125,6398,180
1,1,1,1,3,1,1,1,11,18,9,3,1,1,2,6,2,5,196,3,125,6393,180
17,1,1,2,4,3,1,1,1,18,9,3,2,2,2,7,2,1,183,3,125,6398,180
17,1,2,2,4,3,1,1,2,18,9,3,2,2,2,7,2,1,183,3,125,6398,180
17,1,1,1,10,3,1,1,10,18,9,2,1,1,2,5,2,3,732,3,125,6398,180
3,1,1,1,5,1,1,1,11,18,9,4,7,1,2,1,2,1,392,3,125,6393,180
4,1,1,1,9,2,1,1,5,18,10,2,2,1,2,6,1,1,380,2,123,6371,180
7,1,1,1,9,2,1,1,9,18,10,1,2,1,2,9,2,1,380,2,123,6371,180
14,1,1,2,6,1,1,1,1,18,10,3,2,2,2,7,2,3,190,2,123,6371,180
14,1,2,2,6,1,1,1,5,18,10,3,2,1,1,4,1,3,190,2,123,6371,180
1,1,1,1,4,2,1,1,12,18,10,3,2,1,2,1,2,1,184,3,125,6204,180
1,1,1,1,6,1,1,1,1,18,10,4,2,2,2,3,2,3,190,2,123,6371,180
15,1,1,1,4,1,1,1,12,18,10,2,2,2,2,9,2,1,184,3,125,6204,180
15,1,3,3,9,1,1,1,8,18,11,1,2,1,2,3,2,3,420,2,123,6376,180
4,1,1,5,4,1,1,1,10,18,11,9,2,2,2,8,2,1,190,3,126,6389,180
4,1,2,5,4,1,1,1,10,18,11,1,2,2,2,6,2,1,190,3,126,6389,180
4,1,4,5,4,1,1,1,10,18,11,1,2,2,2,6,2,1,190,3,126,6389,180
15,1,1,3,9,1,1,1,3,18,11,1,1,1,2,4,2,3,420,2,123,6376,180
15,1,2,3,9,1,1,1,7,18,11,2,8,1,2,3,2,3,420,2,123,6376,180
4,1,3,5,4,1,1,1,10,18,11,4,2,2,2,6,2,1,190,3,126,6389,180
4,1,5,5,4,1,1,1,10,18,11,1,2,2,2,6,2,1,190,3,126,6389,180
2,1,1,1,13,1,1,1,11,18,12,2,4,1,2,6,2,3,280,1,127,6317,284
11,1,3,4,4,1,1,1,10,18,12,9,2,2,2,7,2,1,145,3,126,6383,180
18,1,1,1,3,2,1,1,9,18,12,2,1,1,2,7,2,1,180,3,126,6392,180
7,1,2,4,10,2,1,1,2,18,12,1,2,1,1,4,1,3,552,2,123,6208,180
8,1,1,2,9,2,1,1,6,18,12,1,2,1,2,8,2,3,552,2,123,6208,180
7,1,4,4,10,2,1,1,1,18,12,1,2,1,1,4,1,3,552,2,123,6208,180
7,1,1,1,6,2,1,1,10,18,12,4,2,1,2,6,2,1,552,2,123,6208,180
7,1,1,4,10,2,1,1,3,18,12,1,2,1,1,4,1,3,552,2,123,6208,180
7,1,3,4,10,2,1,1,1,18,12,1,2,1,1,4,1,3,552,2,123,6208,180
3,1,1,1,4,1,1,1,8,18,12,4,2,1,1,4,2,5,184,2,123,6208,180
3,1,1,1,9,1,1,1,1,18,12,1,2,1,2,4,1,5,368,2,123,6208,180
8,1,2,2,9,2,1,1,7,18,12,1,2,1,2,8,2,3,552,2,123,6208,180
20,1,1,2,9,1,1,1,5,18,12,2,2,1,2,6,2,3,368,2,123,6208,180
20,1,2,2,9,1,1,1,6,18,12,1,2,1,2,6,2,3,368,2,123,6208,180
1,1,1,1,3,1,1,1,7,18,12,4,1,1,2,4,2,1,145,3,126,6383,180
4,1,1,1,1,1,1,1,12,18,12,4,2,2,2,6,2,1,145,3,126,6383,180
4,1,1,1,9,1,1,1,10,18,12,1,2,1,2,4,2,3,580,3,126,6383,180
9,1,1,2,4,2,1,1,9,18,12,3,2,1,1,4,2,3,145,3,126,6383,180
9,1,2,2,4,2,1,1,3,18,12,4,2,2,2,6,2,1,145,3,126,6383,180
11,1,1,4,4,1,1,1,12,18,12,9,2,2,2,7,2,1,145,3,126,6383,180
11,1,2,4,4,1,1,1,11,18,12,9,2,2,2,7,2,1,145,3,126,6383,180
11,1,4,4,4,1,1,1,9,18,12,9,2,2,2,7,2,1,145,3,126,6383,180
10,1,1,1,7,1,1,1,3,18,12,1,3,1,2,9,2,5,360,3,126,6392,180
1,1,5,5,10,1,1,1,8,18,12,1,1,1,2,9,2,3,340,3,126,6396,180
18,1,1,1,4,1,1,1,11,18,12,1,2,2,2,7,2,1,184,2,123,6208,180
10,1,1,4,6,3,1,1,99,18,12,9,2,2,2,9,2,1,612,3,126,6201,180
10,1,4,4,6,3,1,1,12,18,12,9,2,2,2,9,2,1,612,3,126,6201,180
15,1,1,1,4,1,1,1,12,18,12,9,2,2,2,7,1,1,153,3,126,6201,180
20,1,1,1,6,2,1,1,12,18,12,4,2,1,2,6,1,1,290,3,126,6383,180
10,1,2,4,6,3,1,1,99,18,12,9,2,2,2,9,2,1,612,3,126,6201,180
10,1,3,4,6,3,1,1,99,18,12,9,2,2,2,9,2,1,612,3,126,6201,180
12,1,1,1,3,1,1,1,12,18,12,3,2,1,2,6,2,5,145,3,126,6383,180
12,1,1,1,4,1,1,1,9,18,12,3,2,2,2,4,2,1,145,3,126,6383,180
4,1,1,1,4,2,1,1,12,18,12,3,2,2,2,4,2,1,170,3,126,6396,180
1,1,3,5,10,1,1,1,10,18,12,2,1,1,2,9,2,3,340,3,126,6396,180
1,1,4,5,10,1,1,1,9,18,12,2,1,1,2,9,2,3,340,3,126,6396,180
1,1,2,5,10,1,1,1,10,18,12,2,1,1,2,9,2,3,340,3,126,6396,180
1,1,1,5,10,1,1,1,11,18,12,2,1,1,1,4,2,3,340,3,126,6396,180
5,1,1,1,2,1,1,1,1,18,12,3,2,2,2,6,2,1,170,3,126,6396,180
14,1,1,1,9,2,1,1,11,18,12,1,2,1,2,4,2,3,340,3,126,6396,180
16,1,1,1,3,1,1,1,6,18,12,9,1,1,2,3,2,5,164,3,125,6391,180
12,1,1,1,9,1,1,1,1,18,13,1,2,2,2,3,2,5,160,3,126,6214,180
8,1,1,1,2,1,1,1,5,18,14,3,1,2,2,6,2,1,189,3,126,6217,180
13,1,1,1,4,2,1,1,6,18,14,1,2,2,1,4,2,1,189,3,126,6217,180
16,1,1,1,4,1,1,1,12,18,14,2,2,2,2,7,2,1,189,3,126,6217,180
17,1,1,1,2,1,1,1,12,18,14,4,2,1,2,9,2,1,189,3,126,6217,180
1,1,1,1,9,2,1,1,4,18,14,2,2,1,2,4,2,3,410,2,123,6220,180
5,1,1,1,4,1,1,1,3,18,14,4,2,2,2,1,2,1,197,3,126,6385,180
12,1,1,1,9,2,1,1,12,18,14,1,2,1,2,4,2,3,394,3,126,6385,180
2,1,1,1,3,3,1,1,12,18,15,2,1,1,2,7,2,5,197,2,123,6369,180
7,1,1,1,2,1,1,1,6,18,15,2,1,2,2,6,2,1,184,3,126,6397,180
18,1,3,3,14,2,1,1,12,18,15,3,2,1,1,4,2,3,418,3,126,6206,180
7,1,1,1,5,1,1,1,12,18,15,2,1,1,2,7,2,3,1030,2,123,6359,180
2,1,1,1,2,3,1,1,9,18,15,3,1,2,2,4,2,1,197,2,123,6369,180
11,1,1,2,9,1,1,1,2,18,15,1,2,1,2,3,2,3,394,2,123,6369,180
13,1,1,1,2,1,1,1,1,18,15,3,4,2,1,4,2,1,197,2,123,6369,180
20,1,1,1,9,1,1,1,3,18,15,2,2,1,2,3,2,5,394,2,123,6369,180
9,1,1,1,9,6,1,1,6,18,15,1,2,1,2,7,2,3,824,2,123,6359,180
15,1,1,1,9,1,1,1,8,18,15,1,2,2,2,6,2,3,476,2,123,6362,180
18,1,1,1,10,2,1,1,4,18,15,1,1,1,2,4,2,5,476,2,123,6362,180
1,1,1,1,2,2,1,1,6,18,15,9,2,2,2,7,1,1,197,2,123,6369,180
11,1,2,2,9,1,1,1,4,18,15,1,2,2,2,3,2,3,394,2,123,6369,180
18,1,1,3,14,2,1,1,5,18,15,1,2,1,2,1,2,3,418,3,126,6206,180
7,1,1,1,2,1,1,1,11,18,15,1,1,2,2,5,2,1,171,2,124,6219,180
18,1,2,3,14,2,1,1,8,18,15,2,2,1,2,5,2,3,418,3,126,6206,180
2,1,1,1,4,1,1,1,12,18,15,1,2,2,2,1,2,1,171,2,124,6219,180
6,1,1,1,9,1,1,1,10,18,15,1,3,1,2,4,2,5,342,2,124,6219,180
2,1,1,1,5,3,1,1,8,18,15,2,1,1,1,4,2,1,850,3,126,6396,180
3,1,1,1,8,1,1,1,10,18,15,2,5,1,2,9,2,1,368,3,126,6397,180
4,1,1,1,1,2,1,1,8,18,15,3,1,2,1,4,2,1,170,3,126,6396,180
19,1,1,1,3,1,1,1,99,18,15,4,2,1,2,4,2,1,171,2,124,6219,180
19,1,1,2,9,1,1,1,7,18,15,2,2,1,2,4,2,3,513,2,124,6219,180
19,1,2,2,9,1,1,1,3,18,15,2,2,1,2,4,2,3,513,2,124,6219,180
1,1,1,1,1,2,1,1,2,18,15,4,2,2,1,4,2,3,184,3,126,6397,180
8,1,1,1,4,1,1,1,6,18,16,2,2,1,2,4,1,3,234,2,123,6373,180
4,1,1,1,5,1,1,1,12,18,16,2,7,1,1,4,2,2,140,1,128,6337,142
5,1,1,1,7,1,1,1,2,18,16,9,9,1,2,9,2,1,201,2,123,6364,180
16,1,1,1,5,1,1,1,12,18,16,2,7,1,2,1,1,1,428,2,123,6378,180
17,1,2,2,9,2,1,1,1,18,16,1,2,1,2,2,2,3,428,2,123,6378,180
17,1,1,1,9,2,1,1,5,18,16,2,2,1,2,3,2,3,402,2,123,6364,180
12,1,1,1,5,1,1,1,12,18,16,4,1,1,2,3,2,3,234,2,123,6373,180
1,1,1,2,2,2,1,1,11,18,16,4,2,2,2,8,2,1,214,2,123,6378,180
17,1,2,2,4,2,1,1,1,18,16,4,2,1,2,3,2,4,214,2,123,6378,180
8,1,1,1,2,1,1,1,1,18,16,4,1,2,2,7,2,1,234,2,123,6373,180
8,1,1,2,3,1,1,1,8,18,16,2,1,1,2,7,2,5,234,2,123,6373,180
8,1,2,2,3,1,1,1,2,18,16,2,1,1,2,7,2,5,234,2,123,6373,180
1,1,2,2,2,2,1,1,9,18,16,4,2,2,2,8,2,1,214,2,123,6378,180
5,1,1,1,9,3,1,1,8,18,16,2,2,1,2,3,2,3,642,2,123,6378,180
11,1,1,1,9,3,1,1,12,18,16,1,2,1,2,3,2,3,642,2,123,6378,180
17,1,1,2,9,2,1,1,11,18,16,1,2,1,2,2,2,3,428,2,123,6378,180
1,1,1,1,3,2,1,1,3,18,16,4,2,1,2,8,2,1,214,2,123,6378,180
14,1,2,3,9,1,1,1,5,18,16,2,2,1,2,6,2,5,214,2,123,6378,180
14,1,3,3,9,1,1,1,3,18,16,2,3,1,2,6,2,5,214,2,123,6378,180
16,1,1,2,4,1,1,1,12,18,16,3,2,2,2,3,1,1,214,2,123,6378,180
16,1,2,2,4,1,1,1,9,18,16,3,2,1,2,9,2,1,214,2,123,6378,180
16,1,1,1,10,1,1,1,12,18,16,2,7,1,2,1,1,1,428,2,123,6378,180
17,1,1,2,4,2,1,1,11,18,16,1,2,1,1,4,1,1,214,2,123,6378,180
15,1,1,1,4,1,1,1,5,18,16,3,2,1,2,7,1,1,173,3,125,6395,180
8,1,1,1,9,1,1,1,5,18,16,2,2,1,2,3,2,3,346,3,125,6395,180
18,1,1,1,15,1,1,1,9,18,16,9,2,2,2,3,1,5,346,3,125,6395,180
5,1,1,3,5,2,27,1,9,18,17,2,1,1,2,1,2,3,300,1,127,6262,304
3,1,1,1,9,3,27,1,4,18,17,2,2,2,2,4,2,3,570,1,129,6248,579
2,1,1,1,4,3,27,1,5,18,17,2,2,2,2,9,2,1,194,1,127,6286,198
3,1,1,1,4,1,27,1,9,18,17,4,2,1,2,6,2,1,136,1,129,6271,138
3,1,1,1,5,5,27,1,12,18,17,1,1,1,2,3,2,1,3730,1,97,4937,3635
5,1,1,1,8,1,27,1,7,18,17,2,2,1,2,7,2,1,370,1,129,6303,382
4,1,1,2,8,2,27,1,12,18,17,9,2,1,2,9,2,1,670,1,129,6287,674
2,1,1,2,3,3,27,1,11,18,17,3,2,1,2,3,2,1,194,1,127,6286,198
1,1,2,3,3,4,27,1,8,18,17,2,2,1,2,4,2,1,223,1,127,6326,231
3,1,1,1,3,2,27,1,11,18,17,4,2,1,2,4,2,5,176,1,129,6314,180
4,1,1,1,1,2,27,1,9,18,17,1,1,2,2,4,2,1,185,1,129,6327,188
2,1,2,2,3,3,27,1,2,18,17,4,2,1,2,7,2,3,194,1,127,6286,198
1,1,1,2,3,4,27,1,3,18,17,2,2,1,2,4,2,1,151,1,128,6315,154
4,1,2,2,9,2,27,1,10,18,17,3,3,2,2,3,2,5,344,1,128,6339,350
5,1,2,3,9,1,27,1,10,18,17,1,3,1,2,9,2,3,670,1,129,6287,674
5,1,2,2,7,1,27,1,5,18,17,4,3,1,2,9,2,1,670,1,129,6287,674
4,1,1,1,2,2,27,1,9,18,17,2,4,2,2,8,2,1,195,1,127,6284,201
1,1,1,2,5,2,27,1,7,18,17,1,4,1,2,1,2,1,364,1,128,6354,370
5,1,3,3,5,2,27,1,5,18,17,2,5,1,2,1,2,3,300,1,127,6262,304
8,1,1,1,2,1,27,1,7,18,17,2,5,2,1,4,2,1,229,2,123,6360,180
3,1,1,1,8,1,27,1,3,18,17,1,8,1,1,4,2,1,300,1,127,6262,304
2,1,1,1,4,1,27,1,1,18,17,4,2,2,2,6,2,1,176,1,129,6314,180
1,1,1,2,9,2,27,1,11,18,17,2,2,1,2,9,2,3,560,1,128,6337,568
1,1,2,2,3,4,27,1,3,18,17,3,2,1,2,4,2,1,151,1,128,6315,154
4,1,1,1,3,1,27,1,7,18,17,3,2,1,2,4,2,1,154,1,128,6304,157
1,1,1,1,9,4,27,1,2,18,17,2,2,1,1,4,2,3,892,1,127,6326,924
2,1,1,1,10,1,27,1,4,18,17,2,1,1,2,6,2,3,352,1,129,6314,360
1,1,1,1,6,4,27,1,10,18,17,1,1,2,2,4,2,1,302,1,128,6315,308
3,1,4,4,3,2,27,1,5,18,17,1,2,1,2,6,2,1,206,1,128,6246,212
2,1,3,3,4,1,27,1,4,18,17,2,2,2,2,4,2,5,214,1,127,6282,216
2,1,1,1,4,1,27,1,12,18,17,9,2,2,2,4,2,1,140,1,128,6337,142
2,1,1,1,4,1,27,1,99,18,17,1,2,1,2,9,2,1,171,1,127,6267,173
2,1,1,1,6,1,27,1,1,18,17,2,1,2,2,7,2,1,300,1,127,6262,304
5,1,1,1,3,1,27,1,9,18,17,3,2,1,2,9,2,3,194,1,127,6286,198
5,1,1,2,7,1,27,1,11,18,17,2,8,1,2,9,2,1,670,1,129,6287,674
3,1,2,2,3,1,27,1,10,18,17,4,2,1,2,6,2,1,136,1,129,6271,138
1,1,1,1,10,4,27,1,12,18,17,1,2,1,2,4,2,3,892,1,127,6326,924
4,1,1,2,3,4,27,1,8,18,17,3,1,1,2,6,2,1,206,1,128,6246,212
4,1,1,1,3,2,27,1,6,18,17,4,1,1,2,3,2,1,180,1,128,6291,181
1,1,2,2,9,2,27,1,5,18,17,1,1,1,2,9,2,5,560,1,128,6337,568
3,1,1,1,9,2,27,1,9,18,17,1,2,1,2,9,2,3,588,1,128,6247,600
4,1,3,3,8,2,27,1,2,18,17,1,4,1,2,6,2,1,716,1,128,6261,724
5,1,1,2,3,2,27,1,12,18,17,3,2,1,2,4,2,5,150,1,127,6262,152
3,1,3,4,3,2,27,1,4,18,17,1,2,1,2,6,2,1,206,1,128,6246,212
1,1,1,1,4,1,27,1,11,18,17,2,2,2,1,4,2,1,219,1,129,6290,225
1,1,1,2,9,2,27,1,4,18,17,2,2,2,2,9,2,5,382,1,127,6353,390
2,1,1,1,2,1,27,1,2,18,17,4,1,2,2,6,2,1,196,1,129,6266,199
11,1,2,2,2,2,27,1,12,18,17,3,1,2,2,5,2,1,187,3,126,6386,180
1,1,3,3,3,4,27,1,10,18,17,3,2,1,2,4,2,1,223,1,127,6326,231
5,1,1,3,4,1,27,1,11,18,17,2,2,1,2,6,2,5,214,1,127,6282,216
5,1,1,1,1,1,27,1,7,18,17,1,3,2,1,4,2,1,335,1,129,6287,337
5,1,1,1,2,3,27,1,6,18,17,4,1,2,2,3,2,1,183,1,128,6300,186
4,1,4,4,9,1,27,1,11,18,17,1,2,1,2,6,2,3,190,1,129,6248,193
5,1,3,3,4,1,27,1,8,18,17,4,2,1,2,8,1,5,214,1,127,6282,216
2,1,1,2,3,4,27,1,10,18,17,1,2,1,2,4,2,1,185,1,129,6303,191
5,1,1,1,3,1,27,1,3,18,17,3,1,1,2,4,2,5,214,1,127,6282,216
1,1,1,1,5,2,27,1,9,18,17,4,1,1,2,4,2,3,288,1,128,6250,290
6,1,2,2,1,2,27,1,10,18,17,4,7,1,1,4,2,1,176,2,123,6358,180
2,1,1,1,5,2,27,1,3,18,17,3,1,1,2,9,2,1,414,1,127,6245,422
1,1,2,2,9,1,27,1,2,18,17,3,2,1,2,6,2,3,342,1,127,6267,346
5,1,1,1,9,1,27,1,7,18,17,2,2,2,2,6,2,3,516,1,128,6339,525
5,1,1,1,2,1,27,1,7,18,17,4,2,1,2,6,2,1,171,1,127,6267,173
2,1,1,1,2,4,27,1,6,18,17,3,2,2,2,4,2,1,185,1,129,6303,191
2,1,1,1,9,1,27,1,7,18,17,2,2,1,2,6,2,3,352,1,129,6314,360
4,1,1,1,8,2,27,1,8,18,17,1,4,1,2,4,2,1,436,1,127,6268,452
1,1,1,1,2,1,27,1,12,18,17,9,1,2,2,3,2,1,185,2,123,6370,180
2,1,1,3,4,1,27,1,3,18,17,3,2,1,2,4,2,1,214,1,127,6282,216
2,1,1,1,3,1,27,1,3,18,17,4,2,1,2,6,2,1,176,1,129,6314,180
1,1,2,2,5,2,27,1,12,18,17,2,1,1,2,6,2,1,364,1,128,6354,370
4,1,1,1,5,2,27,1,11,18,17,3,1,1,2,4,2,1,436,1,127,6268,452
3,1,1,1,9,2,27,1,10,18,17,1,1,1,2,9,2,5,495,1,128,6230,507
1,1,2,2,3,1,27,1,10,18,17,3,2,1,2,4,2,5,214,1,127,6282,216
1,1,1,2,9,1,27,1,5,18,17,3,2,1,2,6,2,3,342,1,127,6267,346
2,1,1,1,9,4,27,1,11,18,17,1,2,1,2,6,2,3,740,1,129,6303,764
4,1,1,1,3,1,27,1,6,18,17,1,2,1,2,6,2,1,190,1,129,6248,193
3,1,1,1,2,2,27,1,6,18,17,1,2,1,1,4,1,1,195,1,127,6284,201
5,1,1,1,8,1,27,1,3,18,17,1,2,1,2,9,2,1,382,1,127,6353,390
5,1,1,3,9,1,27,1,12,18,17,3,2,1,2,3,2,5,670,1,129,6287,674
4,1,1,1,6,3,27,1,3,18,17,1,5,2,1,4,2,1,704,1,128,6292,720
5,1,2,3,4,1,27,1,8,18,17,4,2,1,2,8,1,5,214,1,127,6282,216
5,1,3,3,9,1,27,1,8,18,17,1,3,1,2,3,2,5,670,1,129,6287,674
14,1,1,3,9,1,27,1,12,18,17,2,5,1,2,6,2,5,214,2,123,6378,180
5,1,1,1,3,1,27,1,1,18,17,9,2,1,2,4,2,1,165,1,128,6230,169
4,1,1,1,2,2,27,1,1,18,17,9,1,2,2,4,2,5,183,1,128,6300,186
3,1,1,1,2,1,27,1,11,18,17,4,1,2,1,4,2,1,144,1,128,6250,145
4,1,1,1,1,2,27,1,5,18,17,3,1,2,1,4,2,1,180,1,128,6291,181
1,1,1,1,11,1,27,1,2,18,17,1,1,1,1,4,1,2,344,1,127,6265,350
5,1,1,1,3,1,27,1,3,18,17,9,2,1,2,1,2,1,172,1,128,6339,175
5,1,2,3,5,2,27,1,6,18,17,3,1,1,2,1,2,3,300,1,127,6262,304
1,1,1,3,3,4,27,1,6,18,17,3,2,1,2,4,2,1,223,1,127,6326,231
4,1,1,3,8,2,27,1,12,18,17,2,4,1,2,6,2,1,716,1,128,6261,724
4,1,2,2,3,2,27,1,2,18,17,3,1,1,2,6,2,1,179,1,128,6261,181
3,1,1,1,5,1,27,1,9,18,17,3,1,1,2,4,2,1,169,1,128,6249,172
3,1,2,4,3,2,27,1,3,18,17,1,2,1,2,6,2,1,206,1,128,6246,212
4,1,3,3,7,1,27,1,10,18,17,2,4,1,2,6,2,1,190,1,129,6248,193
2,1,1,1,11,2,27,1,3,18,17,3,1,1,2,6,2,1,414,1,127,6245,422
1,1,1,1,4,1,27,1,11,18,17,2,2,2,2,4,2,1,157,1,127,6345,162
1,1,1,1,4,1,27,1,11,18,17,2,2,2,1,4,2,3,186,1,128,6301,189
2,1,2,3,4,1,27,1,4,18,17,4,2,1,2,4,2,5,214,1,127,6282,216
2,1,2,3,3,2,27,1,4,18,17,9,2,1,2,9,2,5,191,1,127,6353,195
2,1,1,1,8,1,27,1,8,18,17,1,4,1,2,4,2,1,346,1,128,6227,356
5,1,1,1,8,2,27,1,11,18,17,2,4,1,2,6,2,1,382,1,128,6272,390
1,1,1,2,9,1,27,1,2,18,17,2,1,1,2,6,2,3,372,1,128,6301,378
3,1,3,3,3,2,27,1,6,18,17,3,2,1,2,5,2,5,190,1,128,6273,195
3,1,1,1,4,1,27,1,99,18,17,1,2,1,2,9,2,5,174,1,128,6329,178
3,1,1,2,9,1,27,1,8,18,17,2,2,1,2,4,1,5,170,1,128,6325,172
4,1,2,3,7,1,27,1,10,18,17,3,4,1,2,6,2,1,190,1,129,6248,193
5,1,1,1,9,1,27,1,12,18,17,1,3,2,2,7,2,5,636,1,127,6260,654
3,1,2,3,3,2,27,1,6,18,17,4,2,1,2,5,2,5,190,1,128,6273,195
4,1,1,2,2,2,27,1,11,18,17,3,1,2,2,6,2,1,179,1,128,6261,181
4,1,1,1,4,1,27,1,12,18,17,4,2,2,1,4,2,1,154,1,128,6304,157
14,1,3,5,9,2,27,1,10,18,17,2,2,1,2,9,2,5,320,2,123,6361,180
4,1,3,4,9,1,27,1,11,18,17,3,2,1,2,6,2,3,190,1,129,6248,193
1,1,2,2,4,2,27,1,7,18,17,1,2,2,2,1,2,1,182,1,128,6354,185
4,1,2,2,3,4,27,1,5,18,17,2,1,1,2,8,2,1,206,1,128,6246,212
4,1,2,2,8,2,27,1,10,18,17,9,2,1,2,9,2,1,670,1,129,6287,674
4,1,1,4,9,1,27,1,11,18,17,1,2,1,2,6,2,3,190,1,129,6248,193
2,1,1,1,3,1,27,1,5,18,17,1,3,1,2,7,2,1,136,1,129,6271,138
4,1,1,1,9,2,27,1,3,18,17,1,2,1,2,4,2,3,360,1,128,6291,362
5,1,1,2,3,4,27,1,12,18,17,4,2,1,2,4,2,3,186,1,128,6301,189
3,1,1,1,9,2,27,1,7,18,17,2,2,1,2,7,2,5,363,1,128,6306,369
1,1,1,2,4,2,27,1,12,18,17,1,2,1,2,1,1,3,182,1,128,6354,185
2,1,1,1,9,1,27,1,5,18,17,2,3,2,2,4,2,3,346,1,128,6227,356
2,1,1,2,2,1,27,1,8,18,17,4,1,2,2,6,2,3,176,1,129,6314,180
1,1,1,1,4,2,27,1,99,18,17,2,2,2,2,3,2,5,191,1,127,6353,195
1,1,1,2,3,1,27,1,9,18,17,3,2,1,2,4,2,5,214,1,127,6282,216
4,1,1,1,2,1,27,1,6,18,17,3,1,2,2,4,2,1,185,1,128,6226,189
4,1,1,2,9,2,27,1,11,18,17,2,2,2,2,3,2,5,344,1,128,6339,350
3,1,3,3,2,1,27,1,9,18,17,4,1,2,2,6,2,1,855,1,97,4915,832
2,1,1,1,3,1,27,1,1,18,17,4,4,1,2,7,2,1,171,1,128,6229,177
2,1,1,1,9,2,27,1,3,18,17,1,2,1,2,4,2,5,326,1,128,6344,332
2,1,1,1,5,2,27,1,6,18,17,3,1,1,2,9,2,1,382,1,127,6353,390
3,1,1,1,1,1,27,1,9,18,17,4,2,2,1,4,2,1,169,1,128,6249,172
2,1,2,2,2,1,27,1,3,18,17,4,2,1,2,6,2,1,176,1,129,6314,180
2,1,1,1,10,2,27,1,1,18,17,3,1,1,2,9,1,3,414,1,127,6245,422
6,1,2,2,5,2,27,1,11,18,17,4,7,1,1,4,2,1,352,2,123,6358,180
5,1,1,2,8,1,27,1,12,18,17,1,3,1,2,5,1,1,272,1,129,6271,276
4,1,1,1,3,4,27,1,5,18,17,4,2,1,2,4,2,1,173,1,128,6227,178
4,1,1,3,7,1,27,1,10,18,17,1,4,1,2,6,2,1,190,1,129,6248,193
4,1,1,1,3,3,27,1,1,18,17,1,2,1,2,3,2,1,181,1,127,6316,186
1,1,1,1,9,1,27,1,11,18,17,1,1,1,2,9,2,3,744,1,128,6330,760
2,1,1,1,10,1,27,1,8,18,17,1,3,1,2,9,2,5,140,1,128,6337,142
3,1,1,1,2,1,27,1,8,18,17,1,1,2,2,4,2,1,160,1,129,6342,165
3,1,1,1,4,1,27,1,2,18,17,3,2,2,2,4,2,1,180,1,128,6291,181
