VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_34,BP1_35,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,FAC_DEL,EST_DIS,UPM_DIS,DOMINIO,ESTRATO,FAC_DEL_AM,CLUSTERS
7,1,1,1,9,2,1,1,8,25,1,1,2,1,2,8,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,484,178,9163,3,1,0,0
4,1,2,2,2,2,1,1,10,25,1,2,1,1,2,6,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,228,182,8756,1,3,0,0
4,1,2,2,9,2,1,1,11,25,1,2,1,1,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,182,8756,1,3,0,0
2,1,3,3,9,1,1,1,12,25,1,1,2,1,2,6,2,3,0,5000,1,0,1,0,0,1,0,0,1,0,0,0,526,182,8757,1,3,0,0
2,1,1,1,13,5,1,1,3,25,1,1,1,1,2,8,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,762,183,8759,1,4,0,0
2,1,1,1,1,1,1,1,12,25,1,3,5,2,2,5,1,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,226,182,8760,1,3,0,0
2,1,1,3,9,1,1,1,12,25,1,1,2,1,2,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,182,8757,1,3,0,0
2,1,2,3,9,1,1,1,5,25,1,1,2,1,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,182,8757,1,3,0,0
2,1,1,1,5,1,1,1,4,25,1,1,1,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,1,0,0,0,452,182,8760,1,3,0,0
4,1,1,2,2,1,1,1,9,25,1,2,1,2,2,6,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,252,183,8766,1,4,0,0
4,1,2,2,2,1,1,1,11,25,1,2,1,1,2,5,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,252,183,8766,1,4,0,0
7,1,1,1,6,1,1,1,3,25,1,3,2,2,2,4,2,1,8000,0,1,0,0,0,0,0,0,0,0,0,0,0,410,179,9162,3,2,0,0
4,1,1,2,2,2,1,1,11,25,1,2,4,2,2,5,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,228,182,8756,1,3,0,0
4,1,1,3,3,2,1,1,99,25,1,2,4,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,228,182,8756,1,3,0,0
4,1,2,3,3,2,1,1,3,25,1,3,4,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,228,182,8756,1,3,0,0
1,1,1,1,6,2,1,1,12,25,1,1,4,1,2,4,2,1,5000,0,1,0,1,0,0,0,0,0,0,0,0,0,422,182,8761,1,3,0,0
2,1,1,1,9,3,1,1,6,25,1,2,3,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,1,0,0,0,1095,182,8764,1,3,0,0
3,1,1,1,2,2,1,1,11,25,1,4,2,1,2,4,1,1,2000,0,0,0,0,0,0,0,0,1,1,0,0,0,219,182,8764,1,3,0,0
5,1,1,1,2,1,1,1,8,25,1,1,3,2,2,8,1,1,4000,0,0,0,0,1,0,0,0,1,1,0,0,0,249,183,8765,1,4,0,0
3,1,1,1,7,2,1,1,9,25,1,4,1,1,2,6,2,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,464,183,8769,1,4,0,0
3,1,1,1,10,2,1,1,10,25,1,1,8,1,2,7,2,5,4853,227,0,0,0,0,0,0,0,1,1,0,0,0,464,183,8769,1,4,0,0
5,1,4,5,3,2,1,1,4,25,1,9,2,1,2,7,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,464,183,8769,1,4,0,0
5,1,5,5,3,2,1,1,5,25,1,9,2,1,2,7,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,464,183,8769,1,4,0,0
2,1,1,1,4,1,1,1,8,25,1,3,2,2,2,7,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,1,0,237,183,8770,1,4,0,0
2,1,1,1,11,1,1,1,12,25,1,3,1,1,2,6,2,2,0,3000,0,0,0,1,0,0,0,0,0,0,0,0,756,183,8778,1,4,0,0
1,1,1,1,10,1,1,1,8,25,1,3,5,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,278,183,8780,1,4,0,0
3,1,1,1,8,1,1,1,1,25,1,2,1,1,2,9,2,1,8000,0,0,0,0,0,0,0,0,1,1,0,0,0,278,183,8780,1,4,0,0
2,1,1,2,7,1,1,1,12,25,1,9,4,1,2,6,1,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,526,182,8757,1,3,0,0
4,1,2,2,8,1,1,1,8,25,1,1,4,1,2,4,1,1,750,0,0,0,0,0,0,0,0,0,0,0,0,0,252,183,8766,1,4,0,0
4,1,1,2,10,1,1,1,9,25,1,1,5,1,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,183,8766,1,4,0,0
4,1,2,2,10,1,1,1,9,25,1,1,5,1,2,6,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,252,183,8766,1,4,0,0
5,1,1,1,2,1,1,1,4,25,1,4,1,2,1,4,2,1,3000,0,0,0,0,0,0,0,0,1,1,0,0,0,254,181,8779,1,2,0,0
4,1,1,2,2,2,1,1,10,25,1,3,1,2,2,7,2,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,214,182,8754,1,3,0,0
4,1,2,2,2,2,1,1,8,25,1,3,1,2,2,7,2,1,1500,0,0,0,0,1,0,0,0,1,0,0,0,0,214,182,8754,1,3,0,0
5,1,1,1,2,1,1,1,10,25,1,1,1,2,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,214,182,8754,1,3,0,0
5,1,1,1,13,2,1,1,7,25,1,1,2,1,2,9,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,506,181,8763,1,2,0,0
5,1,1,1,4,1,1,1,12,25,1,9,2,2,2,6,2,1,50000,0,0,0,0,0,0,0,0,1,1,0,0,0,244,183,8767,1,4,0,0
3,1,1,3,3,2,1,1,11,25,1,9,2,1,2,7,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,232,183,8769,1,4,0,0
2,1,1,2,3,3,1,1,7,25,1,9,2,1,2,8,1,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,227,183,8775,1,4,0,0
2,1,2,2,10,1,1,1,12,25,1,3,1,1,2,6,2,2,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,756,183,8778,1,4,0,0
1,1,1,2,5,1,1,1,2,25,1,3,1,1,2,4,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,216,182,8726,1,3,0,0
2,1,1,1,9,2,1,1,2,25,1,2,2,1,2,3,2,5,4853,227,1,0,0,0,0,0,0,0,0,0,0,0,684,182,8756,1,3,0,0
3,1,1,1,1,2,1,1,9,25,1,4,1,2,2,7,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,232,183,8769,1,4,0,0
5,1,1,5,3,2,1,1,9,25,1,3,2,1,2,7,1,1,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,464,183,8769,1,4,0,0
5,1,3,5,3,2,1,1,12,25,1,1,2,1,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,183,8769,1,4,0,0
2,1,2,2,3,3,1,1,10,25,1,1,3,1,1,4,2,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,227,183,8775,1,4,0,0
5,1,3,4,3,1,1,1,12,25,1,3,2,1,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,227,182,8730,1,3,0,0
14,1,2,3,3,1,1,1,3,25,1,2,2,1,2,4,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,213,176,9119,2,2,0,0
4,1,1,2,3,2,1,1,12,25,1,3,2,1,2,3,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,174,181,8774,1,2,0,0
5,1,1,2,5,5,1,1,10,25,1,2,1,1,2,4,2,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,183,8727,1,4,0,0
4,1,2,2,8,2,1,1,6,25,1,3,2,1,2,5,2,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,456,182,8756,1,3,0,0
2,1,2,2,4,1,1,1,12,25,1,9,2,2,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,263,182,8757,1,3,0,0
2,1,1,1,8,1,1,1,8,25,1,2,2,1,2,7,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,526,182,8757,1,3,0,0
3,1,3,3,3,2,1,1,4,25,1,9,2,1,2,7,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,232,183,8769,1,4,0,0
5,1,2,5,3,2,1,1,11,25,1,3,2,1,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,183,8769,1,4,0,0
5,1,1,5,4,2,1,1,1,25,1,2,2,1,2,5,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,237,183,8770,1,4,0,0
5,1,3,5,4,2,1,1,7,25,1,4,2,1,2,5,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,237,183,8770,1,4,0,0
5,1,5,5,4,2,1,1,12,25,1,3,2,1,2,5,1,5,4853,227,1,1,1,1,1,1,1,1,1,0,0,0,237,183,8770,1,4,0,0
4,1,2,2,3,2,1,1,3,25,1,3,2,1,2,3,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,174,181,8774,1,2,0,0
2,1,1,3,2,2,1,1,11,25,1,4,2,2,2,1,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,193,179,9147,3,2,0,0
3,1,1,3,2,2,1,1,11,25,1,4,1,1,2,5,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,270,183,8717,1,4,0,0
3,1,2,3,2,2,1,1,12,25,1,1,1,2,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,270,183,8717,1,4,0,0
3,1,2,3,9,2,1,1,9,25,1,3,2,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,810,183,8717,1,4,0,0
4,1,1,2,9,2,1,1,2,25,1,9,2,1,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,182,8756,1,3,0,0
4,1,1,1,10,2,1,1,10,25,1,1,3,1,2,1,2,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,456,182,8756,1,3,0,0
2,1,1,2,2,1,1,1,7,25,1,3,1,1,2,7,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,263,182,8757,1,3,0,0
3,1,2,3,3,2,1,1,8,25,1,9,2,1,2,7,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,232,183,8769,1,4,0,0
4,1,1,1,3,1,1,1,3,25,1,3,2,1,2,9,2,1,600,0,0,0,0,1,0,0,0,1,1,0,0,0,237,183,8770,1,4,0,0
5,1,2,5,4,2,1,1,2,25,1,3,2,1,2,5,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,237,183,8770,1,4,0,0
2,1,3,3,10,3,1,1,9,25,1,2,2,1,2,8,2,3,4500,0,0,0,0,0,0,0,0,1,1,0,0,0,454,183,8775,1,4,0,0
4,1,1,1,5,2,1,1,1,25,1,2,4,1,1,4,1,1,25000,0,0,0,0,0,0,0,0,1,0,0,0,0,868,176,9138,2,2,0,0
1,1,2,2,2,2,1,1,5,25,1,2,1,2,2,3,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,244,182,8752,1,3,0,1
4,1,3,3,3,2,1,1,10,25,1,3,1,1,2,5,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,228,182,8756,1,3,0,0
4,1,1,2,8,2,1,1,12,25,1,3,2,1,2,5,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,456,182,8756,1,3,0,0
5,1,1,2,4,2,1,1,7,25,1,4,2,2,2,5,2,1,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,213,176,9119,2,2,0,0
5,1,1,1,3,2,1,1,6,25,1,3,2,1,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,228,182,8756,1,3,0,0
2,1,2,2,2,1,1,1,9,25,1,2,1,1,2,7,1,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,263,182,8757,1,3,0,0
2,1,1,2,4,1,1,1,7,25,1,1,2,2,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,182,8757,1,3,0,0
4,1,1,1,5,2,1,1,12,25,1,3,1,1,2,3,2,1,3000,0,0,0,1,0,0,0,0,0,1,0,0,0,348,181,8774,1,2,0,0
5,1,2,5,8,1,1,1,4,25,1,2,4,1,2,4,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,468,176,9139,2,2,0,0
5,1,2,5,9,1,1,1,4,25,1,3,1,1,2,9,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,655,176,9139,2,2,0,0
14,1,1,3,3,1,1,1,1,25,1,2,2,1,1,4,1,1,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,213,176,9119,2,2,0,0
5,1,1,1,7,2,1,1,4,25,1,2,5,1,2,4,2,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,456,182,8756,1,3,0,0
5,1,4,5,4,2,1,1,8,25,1,1,2,1,2,5,2,9,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,237,183,8770,1,4,0,0
2,1,3,3,14,1,1,1,8,25,1,3,2,1,2,9,2,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,174,181,8774,1,2,0,0
2,1,1,3,10,3,1,1,5,25,1,2,2,1,2,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,183,8775,1,4,0,0
2,1,2,3,10,3,1,1,6,25,1,2,2,1,2,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,183,8775,1,4,0,0
1,1,1,1,2,1,1,1,99,25,1,1,1,2,2,4,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,278,183,8780,1,4,0,0
1,1,2,3,3,1,1,1,99,25,1,4,2,1,2,4,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,278,183,8780,1,4,0,0
18,1,1,2,4,4,1,1,9,25,1,3,2,2,1,4,2,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,234,176,9139,2,2,0,0
18,1,2,2,4,4,1,1,3,25,1,3,2,2,2,4,1,1,500000,0,0,0,1,0,0,0,0,1,0,0,0,0,234,176,9139,2,2,0,1
5,1,1,1,5,1,1,1,10,25,1,3,1,1,1,4,2,1,500,0,0,0,1,1,0,0,0,0,0,0,0,0,900,182,8751,1,3,0,0
1,1,1,2,2,2,1,1,9,25,1,3,5,2,2,3,2,1,450,0,0,0,0,0,0,0,0,0,0,0,0,0,244,182,8752,1,3,0,0
3,1,2,2,2,3,1,1,1,25,1,3,2,2,2,7,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,213,176,9119,2,2,0,0
3,1,1,1,7,3,1,1,6,25,1,2,4,1,2,9,2,1,12000,0,0,0,0,0,0,0,0,1,0,0,0,0,852,176,9119,2,2,0,0
18,1,1,3,10,2,1,1,8,25,1,2,2,1,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,176,9120,2,2,0,0
1,1,1,1,6,1,1,1,11,25,1,3,2,1,2,1,2,1,2500,0,0,0,0,0,0,0,0,1,0,0,0,0,208,181,8776,1,2,0,0
1,1,1,3,3,1,1,1,99,25,1,4,2,1,2,4,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,278,183,8780,1,4,0,0
1,1,1,2,2,2,1,1,2,25,1,1,3,1,2,4,2,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,206,176,9136,2,2,0,0
2,1,2,2,7,1,1,1,9,25,1,9,4,1,2,6,1,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,526,182,8757,1,3,0,0
2,1,1,1,10,2,1,1,6,25,1,2,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,386,179,9147,3,2,0,0
17,1,1,1,9,1,1,1,8,25,1,3,2,1,2,7,2,5,4853,227,0,1,0,0,0,0,0,1,1,0,0,0,378,179,9148,3,2,0,0
14,1,3,3,3,1,1,1,6,25,1,2,2,1,2,4,2,1,2000,0,0,0,0,1,0,0,0,1,1,0,0,0,213,176,9119,2,2,0,0
20,1,1,1,6,1,1,1,8,25,1,4,8,2,1,4,2,1,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,639,176,9119,2,2,0,0
20,1,1,2,9,1,1,1,3,25,1,1,1,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,639,176,9119,2,2,0,0
7,1,1,1,13,2,1,1,5,25,1,4,2,1,1,4,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,432,176,9126,2,2,0,0
4,1,1,2,9,1,1,1,12,25,1,3,2,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,182,8724,1,3,0,0
20,1,2,2,9,1,1,1,1,25,1,2,1,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,1,0,0,0,639,176,9119,2,2,0,0
1,1,2,2,7,1,1,1,12,25,1,9,4,1,2,5,2,1,4000,0,0,0,0,0,0,0,0,0,0,1,0,0,482,183,8748,1,4,0,0
14,1,3,3,2,1,1,1,9,25,1,4,2,2,2,4,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,213,176,9119,2,2,0,0
18,1,1,1,4,1,1,1,12,25,1,4,2,2,2,5,2,1,800,0,0,0,0,0,0,0,0,0,1,0,0,0,213,176,9119,2,2,0,0
4,1,1,1,1,1,1,1,7,25,1,1,3,1,2,8,1,1,50000,0,0,0,1,0,0,0,0,0,1,0,0,0,235,182,8723,1,3,0,0
15,1,1,1,2,1,1,1,8,25,1,1,2,1,2,3,2,1,2000,0,0,0,0,1,0,0,0,1,0,0,0,0,235,176,9120,2,2,0,0
13,1,2,2,4,1,1,1,5,25,1,1,2,2,2,5,2,1,2000,0,0,0,0,1,0,0,0,0,1,0,0,0,210,176,9122,2,2,0,0
14,1,1,1,8,4,1,1,11,25,1,2,3,1,2,9,2,1,1500,0,0,0,1,0,0,0,0,0,0,0,0,0,860,176,9123,2,2,0,0
5,1,1,2,4,2,1,1,9,25,1,4,2,2,2,3,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,216,181,8747,1,2,0,0
5,1,1,1,3,3,1,1,7,25,1,3,2,1,2,3,2,1,400,0,0,0,0,0,0,0,0,1,0,0,0,0,222,182,8722,1,3,0,0
2,1,2,2,10,1,1,1,8,25,1,2,5,1,2,4,2,5,4853,227,0,0,1,0,0,0,0,0,1,0,0,0,235,182,8723,1,3,0,0
2,1,1,1,3,1,1,1,10,25,1,3,2,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,219,182,8724,1,3,0,0
3,1,1,1,4,1,1,1,12,25,1,3,2,2,2,5,2,1,5000,0,0,0,0,0,0,0,0,1,0,0,0,0,235,176,9120,2,2,0,0
18,1,2,3,10,2,1,1,7,25,1,1,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,176,9120,2,2,0,0
9,1,1,1,6,1,1,1,12,25,1,4,2,2,2,3,2,1,200,0,0,0,0,1,0,0,0,0,0,0,0,0,420,176,9122,2,2,0,0
3,1,2,2,2,2,1,1,5,25,1,3,2,2,2,7,2,1,1500,0,0,0,0,0,0,0,0,0,1,0,0,0,221,176,9125,2,2,0,0
16,1,1,1,5,2,1,1,2,25,1,2,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,442,176,9125,2,2,0,0
11,1,1,2,4,1,1,1,11,25,1,4,2,1,2,7,1,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,216,176,9126,2,2,0,0
11,1,2,2,4,1,1,1,8,25,1,4,2,1,2,7,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,216,176,9126,2,2,0,0
11,1,2,2,10,1,1,1,2,25,1,1,2,1,2,1,2,3,0,0,1,0,1,1,0,1,1,1,1,0,0,0,648,176,9126,2,2,0,0
5,1,1,1,9,2,1,1,10,25,1,1,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,438,181,8737,1,2,0,0
1,1,3,3,3,1,1,1,99,25,1,4,2,1,2,4,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,278,183,8780,1,4,0,0
5,1,2,2,4,2,1,1,8,25,1,3,2,1,1,4,1,1,300,300,0,0,0,0,0,1,0,0,0,0,0,0,213,176,9119,2,2,0,0
16,1,1,1,4,2,1,1,11,25,1,9,2,2,2,4,2,1,800,0,0,0,0,0,0,0,0,1,0,0,0,0,213,176,9119,2,2,0,0
4,1,2,2,9,1,1,1,9,25,1,2,2,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,219,182,8724,1,3,0,0
3,1,1,1,9,2,1,1,8,25,1,2,2,1,2,3,2,5,4853,227,0,0,0,1,0,1,0,0,0,0,0,0,1188,182,8725,1,3,0,0
1,1,1,1,4,1,1,1,5,25,1,9,2,2,2,4,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,216,182,8726,1,3,0,0
5,1,1,1,5,1,1,1,11,25,1,3,1,1,2,7,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,1,0,216,182,8726,1,3,0,0
5,1,2,2,9,5,1,1,2,25,1,1,2,1,2,4,2,5,4853,227,1,1,1,1,1,1,1,1,1,0,0,0,1305,183,8727,1,4,0,0
2,1,3,3,2,2,1,1,2,25,1,4,2,2,2,1,2,1,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,193,179,9147,3,2,0,0
2,1,1,1,4,2,1,1,8,25,1,2,2,2,2,6,2,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,193,179,9147,3,2,0,0
4,1,1,1,4,1,1,1,9,25,1,3,2,2,1,4,2,1,5000,0,0,0,0,0,0,0,0,1,0,0,0,0,193,179,9147,3,2,0,0
10,1,1,2,2,1,1,1,9,25,1,3,2,1,2,7,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,193,179,9147,3,2,0,0
14,1,1,1,5,2,1,1,2,25,1,1,5,1,2,7,2,1,380,0,0,0,0,0,0,0,0,0,1,0,0,0,386,179,9147,3,2,0,0
19,1,1,1,11,1,1,1,3,25,1,1,2,1,2,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,193,179,9147,3,2,0,0
7,1,1,1,9,2,1,1,1,25,1,2,2,1,2,3,2,5,4853,227,0,1,1,0,0,0,0,0,1,0,0,0,378,179,9148,3,2,0,0
5,1,1,1,7,1,1,1,11,25,1,1,5,1,2,5,1,1,4100,0,1,1,1,1,0,0,0,1,0,0,0,0,244,182,8752,1,3,0,0
3,1,1,2,3,2,1,1,11,25,1,9,2,1,2,1,2,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,214,182,8754,1,3,0,0
1,1,1,1,9,1,1,1,10,25,1,1,2,1,2,1,2,3,0,5000,0,0,0,0,0,1,1,0,1,0,0,0,976,183,8720,1,4,0,0
14,1,1,3,2,1,1,1,2,25,1,4,2,2,2,4,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,213,176,9119,2,2,0,0
1,1,1,2,9,2,1,1,7,25,1,3,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,705,182,8723,1,3,0,0
18,1,2,2,4,2,1,1,5,25,1,4,2,2,2,7,2,5,4853,227,0,0,0,0,0,0,0,0,1,0,0,0,220,176,9121,2,2,0,0
1,1,1,1,2,2,1,1,2,25,1,4,3,2,1,4,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,261,183,8727,1,4,0,1
1,1,1,1,4,2,1,1,7,25,1,4,2,2,2,99,2,1,9000,0,0,0,1,0,0,0,0,1,0,0,0,0,261,183,8727,1,4,0,0
5,1,1,1,4,5,1,1,5,25,1,4,2,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,261,183,8727,1,4,0,0
1,1,1,1,2,4,1,1,4,25,1,2,1,1,2,3,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,201,182,8728,1,3,0,0
3,1,1,1,5,2,1,1,4,25,1,3,1,1,2,4,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,402,182,8728,1,3,0,0
1,1,1,1,4,1,1,1,4,25,1,2,2,1,1,4,2,3,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,204,182,8729,1,3,0,0
5,1,1,4,3,1,1,1,11,25,1,3,2,1,2,4,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,227,182,8730,1,3,0,0
4,1,1,1,2,1,1,1,10,25,1,3,1,2,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,267,182,8732,1,3,0,0
6,2,3,3,10,1,1,1,11,25,1,2,2,1,2,9,2,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,390,176,9127,2,2,0,0
5,1,1,3,2,2,1,1,9,25,1,3,1,1,2,1,2,1,6000,800,0,0,0,0,0,0,0,0,0,0,0,0,219,181,8737,1,2,0,0
8,1,2,2,9,2,1,1,1,25,1,1,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,1,1,0,0,0,374,177,9115,2,3,0,0
5,1,2,2,2,1,1,1,4,25,1,3,1,2,2,1,2,1,2500,0,0,0,0,0,0,0,0,0,1,0,0,0,189,182,8746,1,3,0,0
2,1,1,1,4,1,1,1,3,25,1,1,2,1,2,4,2,5,4853,227,1,0,1,1,0,0,0,1,1,0,0,0,244,183,8720,1,4,0,0
14,1,2,3,2,1,1,1,7,25,1,4,2,2,2,4,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,213,176,9119,2,2,0,0
1,1,2,2,9,2,1,1,4,25,1,2,2,1,2,4,2,5,4853,227,1,0,0,0,0,0,0,0,1,0,0,0,705,182,8723,1,3,0,0
18,1,3,3,10,2,1,1,5,25,1,1,2,1,2,9,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,470,176,9120,2,2,0,0
2,1,1,1,6,1,1,1,12,25,1,9,2,2,2,4,2,1,800,0,0,0,0,0,1,1,0,0,1,0,0,0,216,182,8726,1,3,0,0
3,1,1,1,3,2,1,1,12,25,1,4,2,1,2,4,2,1,800,0,0,0,0,0,0,0,0,0,1,0,0,0,261,183,8727,1,4,0,0
14,1,1,3,2,3,1,1,3,25,1,4,2,1,2,1,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,210,176,9122,2,2,0,0
14,1,2,3,2,3,1,1,12,25,1,4,2,1,2,8,2,4,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,210,176,9122,2,2,0,0
5,1,1,1,7,5,1,1,10,25,1,3,4,1,2,4,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,183,8727,1,4,0,0
5,1,1,2,9,5,1,1,6,25,1,2,3,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,1305,183,8727,1,4,0,0
3,1,1,2,2,2,1,1,12,25,1,2,5,2,2,7,1,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,221,176,9125,2,2,0,0
