VIV_SEL,HOGAR,R_SEL,BPCOD,ND_TIPO,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_20,BP1_21,BP1_28,BP1_33,EST,UPM,CIUDAD,DOM,FAC_DEL,CLUSTERS
1,1,2,2,1,1,1,1,2,1,2,1,1,2,4,2,1,231,76,24,1,451,1
1,1,2,3,1,5,1,1,4,2,2,1,1,1,4,2,1,231,76,24,1,451,1
1,1,2,8,1,9,1,1,2,2,1,2,1,2,1,2,3,231,76,24,1,855,1
1,1,2,2,2,4,1,1,3,1,2,1,1,2,4,1,1,231,76,24,1,451,1
1,1,2,2,3,4,1,1,3,1,2,1,1,2,4,2,1,231,76,24,1,451,1
1,1,2,2,4,10,1,1,3,1,1,1,1,2,4,2,1,231,76,24,1,451,1
4,1,1,2,1,5,1,1,4,2,2,1,1,2,4,2,1,231,76,24,1,451,1
4,1,1,2,2,10,1,1,4,2,2,1,1,2,4,1,1,231,76,24,1,451,1
5,1,3,14,1,12,1,1,3,2,1,1,1,2,4,2,3,231,76,24,1,1784,1
5,1,3,14,2,11,1,1,2,1,1,1,1,2,7,2,3,231,76,24,1,1784,1
5,1,3,14,3,10,1,1,2,2,1,1,1,2,7,2,3,231,76,24,1,1784,1
5,1,3,14,4,5,1,1,9,2,2,1,1,2,4,2,3,231,76,24,1,1784,1
5,1,3,14,5,4,1,1,3,2,2,1,1,2,4,2,3,231,76,24,1,1784,1
3,1,1,8,1,2,1,5,1,1,1,2,2,2,5,2,3,75,77,24,1,588,1
5,1,2,3,1,9,1,5,3,2,2,1,1,2,7,2,1,75,77,24,1,550,1
2,1,1,2,1,11,1,1,3,2,1,2,2,2,4,1,1,163,78,24,1,498,1
1,1,1,2,1,10,1,1,2,1,2,1,1,2,4,2,1,231,79,24,1,404,1
1,1,1,6,1,2,1,1,9,4,1,2,2,2,4,1,5,231,79,24,1,1250,1
1,1,1,7,1,6,1,1,2,2,2,2,1,2,4,2,1,231,79,24,1,1250,1
3,1,2,1,1,4,1,1,4,1,1,2,2,1,4,2,1,231,79,24,1,404,1
3,1,2,2,1,6,1,1,4,1,2,1,1,1,4,2,4,231,79,24,1,404,1
3,1,2,6,1,2,1,1,2,4,1,2,2,2,9,1,1,231,79,24,1,795,1
3,1,2,7,1,6,1,1,1,3,2,1,1,2,6,2,1,231,79,24,1,795,1
3,1,2,8,1,2,1,1,3,2,1,1,1,2,3,1,5,231,79,24,1,795,1
3,1,2,9,1,11,1,1,1,3,2,1,1,2,1,1,3,231,79,24,1,795,1
3,1,2,2,2,1,1,1,9,1,2,1,1,2,6,2,1,231,79,24,1,404,1
3,1,2,6,3,10,1,1,1,3,1,1,2,2,9,1,1,231,79,24,1,795,1
5,1,2,2,1,2,1,1,4,1,2,1,1,2,4,2,1,231,79,24,1,404,1
5,1,2,6,1,5,1,1,9,4,2,1,1,2,4,1,5,231,79,24,1,766,1
5,1,2,8,1,9,1,1,1,3,1,1,2,2,4,2,5,231,79,24,1,766,1
5,1,2,2,2,5,1,1,4,1,2,1,1,2,4,2,1,231,79,24,1,404,1
5,1,2,2,3,10,1,1,4,1,2,1,1,2,4,2,1,231,79,24,1,404,1
5,1,2,2,4,11,1,1,4,1,2,1,1,2,4,2,1,231,79,24,1,404,1
5,1,3,2,1,2,1,1,1,1,2,1,1,1,4,2,1,231,80,24,1,1003,1
5,1,3,3,1,11,1,1,3,2,2,1,1,2,7,2,1,231,80,24,1,1003,1
5,1,3,9,1,11,1,1,3,2,2,1,2,2,7,2,5,231,80,24,1,4291,2
5,1,3,2,2,12,1,1,3,1,2,1,1,2,4,1,1,231,80,24,1,1003,1
5,1,3,3,2,12,1,1,2,2,2,1,1,2,7,2,1,231,80,24,1,1003,1
5,1,3,9,2,12,1,1,4,2,2,1,1,2,6,1,3,231,80,24,1,4291,2
2,1,2,14,1,5,32,17,3,7,1,1,1,2,1,2,1,75,81,24,1,1251,1
4,1,2,2,1,11,1,1,2,1,2,1,1,2,3,2,1,75,81,24,1,407,1
4,1,2,3,1,10,1,1,4,2,2,1,1,2,5,2,1,75,81,24,1,407,1
5,1,4,4,1,1,1,1,2,1,2,2,1,1,4,2,1,75,81,24,1,1736,1
1,1,2,2,1,10,1,1,4,1,2,1,1,2,8,2,1,163,82,24,1,462,1
1,1,2,8,1,3,1,1,3,2,1,1,1,2,3,1,3,163,82,24,1,1326,1
1,1,2,2,2,11,1,1,1,1,2,1,1,2,8,2,1,163,82,24,1,462,1
1,1,2,8,2,4,1,1,2,2,1,1,1,2,3,2,5,163,82,24,1,1326,1
1,1,2,8,3,9,1,1,2,2,1,1,1,2,3,2,3,163,82,24,1,1326,1
1,1,2,3,1,4,1,1,2,2,2,1,1,2,4,1,1,75,83,24,1,478,1
2,1,2,1,1,4,1,1,1,2,1,1,1,2,6,2,1,75,83,24,1,478,1
4,1,2,3,1,8,1,1,2,2,2,1,1,1,4,2,1,75,83,24,1,478,1
5,1,1,2,1,5,1,1,2,4,2,1,1,1,4,2,1,75,83,24,1,478,1
5,1,1,3,1,6,1,1,2,2,2,1,1,2,8,2,1,75,83,24,1,478,1
5,1,1,2,2,11,1,1,2,1,2,1,1,1,4,2,1,75,83,24,1,478,1
1,1,1,8,1,11,1,1,3,1,1,2,1,2,6,2,3,163,84,24,1,411,1
2,1,1,3,1,4,1,1,2,2,2,1,1,1,4,2,1,75,85,24,1,421,1
2,1,1,4,1,2,1,1,2,3,2,1,1,2,7,2,1,75,85,24,1,412,1
1,1,1,1,1,6,1,1,4,1,2,1,1,2,3,2,1,75,86,24,1,413,1
3,1,1,2,1,4,1,1,4,1,2,1,1,2,4,1,1,75,86,24,1,413,1
5,1,1,3,1,5,1,1,2,2,2,1,1,2,3,2,3,75,86,24,1,413,1
5,2,1,3,1,6,1,1,3,2,2,1,1,2,5,2,1,75,86,24,1,413,1
5,2,1,3,2,9,1,1,2,2,2,1,1,2,5,2,1,75,86,24,1,413,1
4,1,2,8,1,2,1,1,2,2,1,2,2,2,7,2,3,163,87,24,1,1519,1
2,1,3,2,1,10,1,1,2,1,2,1,1,2,5,2,3,163,89,24,1,397,1
2,1,3,8,1,6,1,1,2,2,1,1,1,2,6,2,3,163,89,24,1,1177,1
2,1,3,12,1,3,1,1,2,1,2,1,1,2,1,2,3,163,89,24,1,1177,1
2,1,3,2,2,11,1,1,1,1,2,1,1,2,5,2,3,163,89,24,1,397,1
2,1,3,12,2,5,1,1,3,4,2,1,1,2,4,2,3,163,89,24,1,1177,1
2,1,3,12,3,10,1,1,3,1,2,1,1,2,4,2,3,163,89,24,1,1177,1
4,1,2,2,1,6,1,1,4,1,2,1,1,2,7,2,1,163,89,24,1,397,1
5,1,1,2,1,9,1,1,4,1,2,1,1,2,4,2,1,163,89,24,1,397,1
5,1,1,6,1,3,1,1,9,8,2,1,1,2,4,2,1,163,89,24,1,803,1
5,1,1,8,1,6,1,1,1,2,1,2,1,2,4,2,3,163,89,24,1,803,1
4,1,2,8,1,2,1,1,1,2,1,2,1,2,4,2,3,75,90,24,1,1242,1
4,1,2,8,2,6,1,1,2,2,1,2,1,2,4,2,3,75,90,24,1,1242,1
4,1,2,8,3,11,1,1,1,2,1,2,1,2,4,2,3,75,90,24,1,1242,1
3,1,2,2,1,2,1,1,4,1,2,1,1,1,4,2,1,163,92,24,1,445,1
3,1,2,3,1,3,1,1,1,2,2,1,1,2,9,2,1,163,92,24,1,445,1
3,1,2,4,1,8,1,1,2,1,2,1,1,2,6,2,3,163,92,24,1,880,1
3,1,2,9,1,10,1,1,3,1,2,1,1,2,6,2,2,163,92,24,1,2640,1
3,1,2,2,2,6,1,1,3,2,2,1,1,2,6,2,1,163,92,24,1,445,1
3,1,2,9,2,10,1,1,2,1,2,2,1,2,6,2,3,163,92,24,1,2640,1
3,1,2,9,3,11,1,1,2,1,2,2,1,2,6,2,3,163,92,24,1,2640,1
3,1,2,9,4,11,1,1,1,1,2,1,1,2,6,1,3,163,92,24,1,2640,1
3,1,2,9,5,12,1,1,3,2,2,1,1,2,1,2,2,163,92,24,1,2640,1
3,1,1,1,1,12,1,1,4,1,2,1,1,1,4,1,1,163,93,24,1,467,1
4,1,2,3,1,6,1,1,4,2,2,1,1,2,4,1,1,163,93,24,1,467,1
4,1,1,2,1,12,1,1,4,1,2,1,1,2,4,2,3,231,94,24,1,422,1
2,1,1,3,1,11,1,5,3,2,1,1,2,2,3,2,1,75,95,24,1,419,1
3,1,4,8,1,2,1,1,2,1,1,2,2,2,9,2,3,75,95,24,1,1788,1
4,1,2,3,1,1,1,5,2,2,2,1,1,2,8,2,1,75,95,24,1,419,1
4,1,2,8,1,7,1,5,2,2,1,1,2,2,9,2,3,75,95,24,1,821,1
4,1,2,3,2,4,1,5,3,2,2,1,1,2,8,2,1,75,95,24,1,419,1
4,1,2,8,2,7,1,5,2,2,1,1,2,1,4,2,3,75,95,24,1,821,1
4,1,2,3,3,11,1,5,3,2,2,1,1,1,4,2,1,75,95,24,1,419,1
2,1,1,14,1,12,1,1,3,3,1,1,1,2,1,1,1,75,96,24,1,749,1
4,1,1,3,1,11,1,1,2,2,2,1,1,2,6,2,1,75,96,24,1,395,1
5,1,2,2,1,3,1,1,3,2,2,1,1,2,5,2,1,75,96,24,1,395,1
5,1,2,2,2,4,1,1,3,1,2,1,1,2,5,2,1,75,96,24,1,395,1
5,1,2,2,3,6,1,1,4,1,2,1,1,2,5,2,1,75,96,24,1,395,1
5,1,2,2,4,7,1,1,4,1,2,1,1,2,5,2,1,75,96,24,1,395,1
1,1,1,2,1,7,1,1,3,1,2,1,1,2,4,2,1,163,97,24,1,767,1
1,1,1,2,2,8,1,1,1,1,2,1,1,1,4,2,1,163,97,24,1,767,1
2,1,2,2,1,5,1,1,4,1,2,1,1,2,4,1,1,163,97,24,1,767,1
2,1,2,2,2,7,1,3,2,4,2,1,1,2,4,2,1,163,97,24,1,767,1
1,1,1,3,1,5,1,1,2,2,2,1,1,2,4,2,1,75,98,24,1,523,1
3,1,2,3,1,2,1,1,2,2,2,1,1,2,4,2,1,75,98,24,1,523,1
5,1,2,2,1,7,1,1,3,1,2,1,1,2,4,1,1,75,98,24,1,523,1
5,1,2,2,2,11,1,1,3,1,2,1,1,2,4,2,1,75,98,24,1,523,1
1,1,1,2,1,12,1,1,3,1,2,1,1,2,7,2,1,75,9,24,1,547,1
1,1,1,4,1,9,1,1,4,1,2,2,1,2,4,2,1,75,9,24,1,1129,1
3,1,4,9,1,7,1,1,2,2,2,2,1,2,4,2,3,163,100,24,1,1937,1
3,1,4,9,2,11,1,1,3,2,2,2,1,2,1,2,3,163,100,24,1,1937,1
1,1,2,2,1,4,1,1,4,2,1,1,2,2,4,1,1,231,101,24,1,493,1
1,1,2,2,2,5,1,1,3,1,2,1,1,2,4,2,1,231,101,24,1,493,1
2,1,2,2,1,1,1,1,1,1,2,1,1,2,4,2,1,231,101,24,1,493,1
2,1,2,3,1,2,1,1,2,2,2,1,1,2,4,2,1,231,101,24,1,493,1
2,1,2,2,2,1,1,1,1,2,2,1,1,1,4,2,1,231,101,24,1,493,1
5,1,2,2,1,3,1,1,1,1,2,1,1,2,6,1,1,231,101,24,1,493,1
5,1,2,8,1,2,1,1,2,4,1,2,1,2,6,2,1,231,101,24,1,1737,1
5,1,2,2,2,5,1,1,1,1,2,1,1,2,4,1,1,231,101,24,1,493,1
5,1,2,2,3,7,1,1,1,1,2,1,1,2,4,1,1,231,101,24,1,493,1
5,1,2,2,4,10,1,1,3,1,2,1,1,2,4,2,1,231,101,24,1,493,1
4,1,1,2,1,1,1,1,4,1,2,1,1,2,4,1,1,75,102,24,1,417,1
4,1,1,3,1,2,1,1,4,2,2,1,1,2,4,2,1,75,102,24,1,417,1
4,1,1,2,2,4,1,1,4,1,2,1,1,2,4,2,1,75,102,24,1,417,1
4,1,1,2,3,7,1,1,4,1,2,1,1,2,4,2,1,75,102,24,1,417,1
4,1,1,2,4,11,1,1,4,1,2,1,1,2,4,2,1,75,102,24,1,417,1
2,1,2,9,1,6,1,1,2,1,2,1,1,1,4,2,2,75,103,24,1,1515,1
2,1,2,9,2,6,1,1,3,1,2,1,1,2,7,2,3,75,103,24,1,1515,1
2,1,2,9,3,6,1,1,2,1,2,1,1,2,7,2,3,75,103,24,1,1515,1
2,1,2,9,4,6,1,1,2,1,2,1,1,2,7,2,3,75,103,24,1,1515,1
2,1,2,9,5,6,1,1,2,1,2,1,1,1,4,2,3,75,103,24,1,1515,1
3,1,1,2,1,3,1,1,3,1,2,1,1,1,4,2,1,75,103,24,1,430,1
3,1,1,9,1,3,1,1,3,1,2,2,1,2,4,2,3,75,103,24,1,407,1
3,1,1,2,2,5,1,1,4,1,2,1,1,2,4,2,1,75,103,24,1,430,1
3,1,1,9,2,3,1,1,2,1,2,2,1,2,4,2,3,75,103,24,1,407,1
3,1,1,2,3,10,1,1,4,1,2,1,1,2,4,2,1,75,103,24,1,430,1
3,1,1,9,3,6,1,1,3,1,2,2,1,2,4,2,3,75,103,24,1,407,1
4,1,2,7,1,1,1,1,1,8,2,1,1,2,1,2,1,75,103,24,1,823,1
4,1,2,9,1,1,1,1,2,1,2,1,1,2,4,2,3,75,103,24,1,823,1
1,1,3,2,1,3,1,1,3,4,2,1,1,2,3,2,1,75,104,24,1,410,1
6,2,1,2,1,2,1,1,3,1,2,1,1,2,6,2,1,73,105,24,2,131,1
6,2,1,2,2,11,1,1,1,1,2,1,1,2,7,2,1,73,105,24,2,131,1
7,1,4,3,1,6,1,1,2,2,2,1,1,2,3,2,3,73,105,24,2,131,1
10,1,1,2,1,2,1,1,3,1,2,1,1,2,5,2,1,73,105,24,2,131,1
10,1,1,7,1,9,1,1,1,2,2,1,1,2,5,2,1,73,105,24,2,276,1
18,1,2,2,1,6,1,1,3,1,2,1,1,2,3,2,1,73,105,24,2,131,1
20,1,1,14,1,12,1,1,4,2,1,1,2,2,5,2,3,73,105,24,2,270,1
3,1,1,3,1,8,1,7,3,2,2,1,1,1,4,2,3,73,106,24,2,136,1
7,1,1,10,1,9,1,7,3,1,2,1,1,2,4,2,2,73,106,24,2,268,1
8,1,2,5,1,11,1,7,3,1,2,1,1,1,4,2,3,73,106,24,2,269,1
9,1,1,3,1,5,1,7,2,2,2,1,1,2,7,1,1,73,106,24,2,136,1
1,1,2,3,1,10,1,3,4,2,2,1,1,2,1,2,1,73,107,24,2,151,1
2,1,2,8,1,3,1,3,1,2,1,2,1,2,7,2,3,73,107,24,2,299,1
3,1,1,2,1,5,1,3,1,1,2,1,1,2,7,2,1,73,107,24,2,151,1
6,1,1,12,1,11,1,3,1,3,2,2,1,2,1,2,3,73,107,24,2,296,1
8,1,2,3,1,2,1,3,3,2,2,1,1,2,7,2,1,73,107,24,2,151,1
16,1,3,7,1,12,1,3,9,4,2,2,1,2,4,2,1,73,107,24,2,485,1
3,1,2,2,1,10,1,6,4,1,2,1,1,2,6,1,1,73,108,24,2,90,1
3,1,2,3,1,12,1,6,9,2,2,1,1,2,6,2,1,73,108,24,2,90,1
3,1,2,2,2,11,1,6,4,1,2,1,1,2,7,2,1,73,108,24,2,90,1
4,1,1,14,1,5,1,6,2,2,2,1,1,2,3,2,3,73,108,24,2,85,1
9,1,1,2,1,3,1,6,2,3,2,1,1,2,6,2,1,73,108,24,2,90,1
11,1,2,3,1,8,1,6,3,2,2,1,1,2,4,2,1,73,108,24,2,90,1
11,1,2,8,1,1,1,6,2,1,2,1,1,2,4,2,1,73,108,24,2,194,1
11,1,2,3,2,11,1,6,3,2,2,1,1,2,4,2,1,73,108,24,2,90,1
11,1,2,9,2,9,1,6,2,1,2,1,1,2,4,2,2,73,108,24,2,194,1
11,1,2,9,3,12,1,6,2,1,2,1,1,2,4,2,2,73,108,24,2,194,1
20,1,1,2,1,3,1,6,3,1,2,1,1,1,4,2,1,73,108,24,2,90,1
20,1,1,8,1,6,1,6,2,1,1,1,1,2,5,2,3,73,108,24,2,194,1
20,1,1,10,1,6,1,6,2,1,2,1,1,2,5,2,3,73,108,24,2,194,1
20,1,1,2,2,12,1,6,3,3,2,1,1,1,4,2,1,73,108,24,2,90,1
20,1,1,10,2,5,1,6,2,1,2,1,1,2,1,2,2,73,108,24,2,194,1
20,1,1,10,3,1,1,6,2,1,2,1,1,2,1,2,2,73,108,24,2,194,1
20,1,1,10,4,11,1,6,3,1,2,1,1,2,1,2,2,73,108,24,2,194,1
4,1,1,8,1,10,1,11,3,2,1,1,1,1,4,2,3,73,109,24,2,149,1
4,1,1,12,1,10,1,11,2,1,2,1,1,2,99,2,3,73,109,24,2,149,1
5,1,5,8,1,11,1,11,2,2,1,2,2,2,3,2,3,73,109,24,2,853,1
7,1,1,5,1,2,1,11,3,2,2,1,1,2,9,2,5,73,109,24,2,142,1
12,1,1,2,1,10,1,11,4,1,2,1,1,2,6,2,1,73,109,24,2,151,1
12,1,1,8,1,6,1,11,2,1,1,2,2,1,4,2,3,73,109,24,2,162,1
17,1,1,2,1,4,1,6,3,1,2,1,1,2,7,2,1,73,109,24,2,151,1
17,1,1,5,1,5,1,6,3,2,2,1,1,2,7,2,1,73,109,24,2,309,1
18,1,1,2,1,10,1,11,3,1,2,1,1,2,8,2,1,73,109,24,2,151,1
18,1,1,3,1,5,1,11,2,2,2,1,1,2,8,2,1,73,109,24,2,151,1
18,1,1,5,1,5,1,11,2,4,1,2,2,1,4,2,1,73,109,24,2,323,1
19,1,1,2,1,6,1,1,2,1,2,1,1,2,5,2,3,73,109,24,2,151,1
19,1,1,7,1,1,1,11,1,2,2,1,1,2,5,2,1,73,109,24,2,323,1
19,1,1,8,1,9,1,11,2,3,1,1,2,2,5,2,3,73,109,24,2,323,1
19,1,1,12,1,1,1,1,2,6,2,2,1,2,5,2,3,73,109,24,2,323,1
20,1,1,3,1,1,1,11,1,2,2,1,1,2,5,1,1,73,109,24,2,151,1
20,1,1,6,1,8,1,1,3,4,1,2,2,2,5,2,1,73,109,24,2,309,1
20,1,1,7,1,11,1,1,3,3,2,1,1,2,5,2,1,73,109,24,2,309,1
20,1,1,8,1,3,1,5,2,1,1,1,1,2,7,2,3,73,109,24,2,309,1
20,1,1,9,1,10,1,5,2,1,2,1,1,2,6,2,3,73,109,24,2,309,1
20,1,1,10,1,12,1,5,3,1,2,1,1,2,7,2,2,73,109,24,2,309,1
5,1,1,2,1,2,1,1,3,1,2,1,1,2,5,2,1,73,110,24,2,108,1
5,1,1,3,1,1,1,5,1,2,2,1,1,2,5,2,1,73,110,24,2,108,1
5,1,1,6,1,11,1,1,2,4,1,1,2,2,5,2,1,73,110,24,2,221,1
5,1,1,8,1,4,1,5,4,2,1,1,1,2,7,2,5,73,110,24,2,221,1
5,1,1,14,1,12,1,1,1,1,1,1,1,2,7,2,1,73,110,24,2,221,1
5,1,1,2,2,7,1,1,2,4,2,1,1,2,5,2,1,73,110,24,2,108,1
8,1,3,5,1,9,1,5,1,2,2,1,1,2,9,2,3,73,110,24,2,320,1
19,1,1,9,1,12,1,5,3,2,2,1,1,2,1,2,3,73,110,24,2,231,1
1,1,1,7,1,7,1,6,1,2,2,2,1,2,5,2,1,162,111,24,2,129,1
5,1,4,10,1,2,1,6,3,1,2,1,1,2,6,2,2,162,111,24,2,522,1
5,1,4,10,2,6,1,6,3,1,2,1,1,2,6,2,2,162,111,24,2,522,1
5,1,4,10,3,11,1,6,3,1,2,1,1,1,4,2,2,162,111,24,2,522,1
6,1,2,8,1,6,1,6,2,2,1,2,2,2,3,2,5,162,111,24,2,229,1
6,1,2,8,2,6,1,6,2,2,1,2,2,2,3,2,5,162,111,24,2,229,1
13,1,2,3,1,1,1,6,1,2,2,1,1,1,4,2,1,162,111,24,2,121,1
13,1,2,3,2,4,1,6,2,2,2,1,1,2,4,1,2,162,111,24,2,121,1
13,1,2,3,3,7,1,6,2,2,2,1,1,2,4,2,1,162,111,24,2,121,1
13,1,2,3,4,11,1,6,2,2,2,1,1,1,4,2,1,162,111,24,2,121,1
14,1,1,2,1,9,1,6,4,1,2,1,1,2,4,2,1,162,111,24,2,121,1
15,1,1,6,1,7,1,6,1,4,2,1,1,2,6,2,1,162,111,24,2,117,1
15,1,1,14,1,6,1,6,3,2,1,2,1,2,4,2,3,162,111,24,2,117,1
17,1,2,7,1,9,1,6,2,2,2,1,1,2,7,2,5,162,111,24,2,239,1
17,1,2,8,1,8,1,6,2,2,1,2,2,2,4,2,1,162,111,24,2,239,1
17,1,2,7,2,11,1,6,3,2,2,1,1,2,7,2,1,162,111,24,2,239,1
17,1,2,8,2,11,1,6,1,2,1,1,1,2,7,2,1,162,111,24,2,239,1
18,1,1,10,1,2,1,6,3,1,2,1,1,2,99,2,2,162,111,24,2,119,1
19,1,2,2,1,11,1,6,3,1,2,1,1,2,7,2,1,162,111,24,2,121,1
8,1,1,5,1,5,1,11,1,2,1,1,1,2,6,2,1,73,112,24,2,192,1
12,1,2,2,1,10,1,11,3,1,2,1,1,2,6,2,1,73,112,24,2,196,1
14,1,1,3,1,5,1,11,2,2,2,1,1,2,7,2,1,73,112,24,2,196,1
14,1,1,5,1,5,1,11,2,2,2,1,1,2,7,2,1,73,112,24,2,192,1
15,1,1,3,1,2,1,11,1,2,2,1,1,1,4,1,1,73,112,24,2,196,1
17,1,2,3,1,9,1,11,2,2,2,1,1,1,4,2,3,73,112,24,2,196,1
17,1,2,8,1,7,1,11,2,8,1,1,2,2,9,2,5,73,112,24,2,388,1
18,1,1,2,1,11,1,11,4,2,1,1,2,2,1,2,1,73,112,24,2,196,1
4,1,1,3,1,6,8,19,1,2,2,1,1,1,4,2,3,73,113,24,2,134,1
4,1,1,3,2,9,8,19,1,2,2,1,1,1,4,2,1,73,113,24,2,134,1
4,1,1,3,3,12,8,19,2,2,2,1,1,2,4,2,1,73,113,24,2,134,1
12,1,1,2,1,6,1,1,4,8,2,1,1,2,4,2,1,73,114,24,2,112,1
14,1,1,2,1,5,1,8,4,1,2,1,1,2,6,1,1,73,114,24,2,112,1
14,1,1,2,2,6,1,8,4,1,2,1,1,2,6,2,1,73,114,24,2,112,1
15,1,1,8,1,3,1,8,3,2,1,1,2,2,4,2,5,73,114,24,2,231,1
17,1,5,2,1,5,1,8,4,1,2,1,1,2,7,1,1,73,114,24,2,112,1
20,1,1,2,1,2,1,1,4,1,2,1,1,2,3,2,1,73,114,24,2,112,1
20,1,1,6,1,9,1,1,2,1,1,1,2,1,4,2,1,73,114,24,2,240,1
20,1,1,2,2,7,1,8,3,7,2,1,1,2,5,1,1,73,114,24,2,112,1
20,1,1,6,2,11,1,1,3,1,2,1,1,2,6,2,1,73,114,24,2,240,1
2,1,2,2,1,5,1,7,4,1,2,1,1,2,4,2,1,73,115,24,2,85,1
2,1,2,2,2,11,1,7,4,1,2,1,1,2,3,2,1,73,115,24,2,85,1
2,1,2,2,3,12,1,7,4,1,2,1,1,2,5,2,1,73,115,24,2,85,1
5,1,1,8,1,1,1,7,2,2,1,2,2,2,9,2,3,73,115,24,2,233,1
14,1,4,3,1,2,1,7,1,2,2,1,1,1,4,1,1,73,115,24,2,85,1
14,1,4,3,2,4,1,7,1,2,2,1,1,2,8,2,1,73,115,24,2,85,1
15,1,2,8,1,4,1,7,2,2,1,2,2,2,9,2,3,73,115,24,2,240,1
16,1,1,8,1,2,1,7,3,2,2,1,1,2,9,2,3,73,115,24,2,81,1
16,1,1,8,2,2,1,7,1,2,2,1,1,2,7,2,3,73,115,24,2,81,1
1,1,1,3,1,7,1,7,4,2,2,1,1,1,4,1,1,162,116,24,2,90,1
2,1,4,8,1,5,1,7,3,2,1,2,2,2,8,2,5,162,116,24,2,481,1
3,1,2,3,1,1,1,7,3,2,2,1,1,1,4,2,1,162,116,24,2,90,1
5,1,1,8,1,2,1,7,2,3,1,1,2,2,9,1,3,162,116,24,2,279,1
5,1,1,8,2,11,1,7,2,2,1,1,2,2,99,2,3,162,116,24,2,279,1
6,1,1,8,1,1,1,7,1,2,2,1,1,1,4,2,1,162,116,24,2,82,1
8,1,1,2,1,2,1,7,4,1,2,1,1,2,3,2,1,162,116,24,2,90,1
11,1,1,2,1,12,1,7,4,1,2,1,1,2,9,2,1,162,116,24,2,90,1
11,1,1,8,1,6,1,7,3,2,1,1,2,2,9,2,5,162,116,24,2,261,1
17,1,5,7,1,1,15,99,1,8,2,2,2,2,8,2,1,162,116,24,2,534,1
20,1,5,2,1,1,1,7,4,2,2,1,1,2,7,2,1,162,116,24,2,90,1
20,1,5,4,1,1,1,7,3,1,2,1,1,2,1,2,2,162,116,24,2,485,1
20,1,5,8,1,1,1,7,2,2,1,2,2,2,1,2,3,162,116,24,2,485,1
20,1,5,9,1,11,1,7,3,1,2,1,1,2,1,2,3,162,116,24,2,485,1
20,1,5,10,1,12,1,7,3,1,2,1,1,2,1,2,2,162,116,24,2,970,1
20,1,5,2,2,3,1,7,2,1,1,1,1,2,8,1,1,162,116,24,2,90,1
20,1,5,8,2,1,1,7,2,2,1,2,2,2,1,2,3,162,116,24,2,485,1
20,1,5,9,2,11,1,7,3,1,2,1,1,2,1,2,3,162,116,24,2,485,1
20,1,5,10,2,12,1,7,3,1,2,1,1,2,1,2,2,162,116,24,2,970,1
20,1,5,8,3,1,1,7,2,2,1,2,2,2,1,2,3,162,116,24,2,485,1
20,1,5,9,3,12,1,7,3,1,2,1,1,2,1,2,3,162,116,24,2,485,1
20,1,5,10,3,12,1,7,3,2,2,1,1,2,1,2,2,162,116,24,2,970,1
20,1,5,8,4,1,1,7,2,2,1,2,2,2,1,2,3,162,116,24,2,485,1
20,1,5,10,4,12,1,7,3,2,2,1,1,2,1,2,2,162,116,24,2,970,1
20,1,5,10,5,12,1,7,3,1,2,1,1,2,1,2,2,162,116,24,2,970,1
5,1,2,8,1,1,1,9,3,2,1,2,1,2,1,2,3,73,117,24,2,650,1
5,1,2,8,2,1,1,9,2,2,1,2,1,2,1,2,3,73,117,24,2,650,1
5,1,2,8,3,2,1,9,3,2,1,1,1,2,1,2,3,73,117,24,2,650,1
5,1,2,8,4,4,1,9,3,1,1,2,1,2,1,2,3,73,117,24,2,650,1
10,1,2,10,1,5,1,9,3,1,2,1,1,1,4,2,3,73,117,24,2,358,1
16,1,1,2,1,7,1,9,4,2,2,1,1,2,7,2,1,73,117,24,2,126,1
1,1,1,6,1,1,1,1,9,4,2,1,1,2,9,2,1,73,118,24,2,166,1
3,1,1,5,1,11,1,1,9,4,2,1,1,1,4,2,3,73,118,24,2,164,1
12,1,1,2,1,12,1,3,4,1,2,1,1,1,4,2,1,73,118,24,2,81,1
15,1,6,10,1,10,1,3,2,2,2,1,1,2,1,2,3,73,118,24,2,432,1
19,1,2,7,1,10,1,3,2,4,2,2,2,2,6,2,1,73,118,24,2,173,1
3,1,2,8,1,1,1,9,2,2,2,1,1,2,2,2,3,73,119,24,2,673,1
9,1,1,10,1,11,1,9,3,2,2,1,1,1,4,1,1,73,119,24,2,116,1
4,1,1,7,1,9,1,6,1,3,2,2,1,2,6,2,1,73,120,24,2,74,1
5,1,2,1,1,12,1,7,2,1,2,1,1,1,4,2,1,73,120,24,2,84,1
5,1,2,2,1,2,1,6,3,1,2,1,1,2,6,2,1,73,120,24,2,84,1
5,1,2,3,1,5,1,6,2,2,2,1,1,2,6,2,1,73,120,24,2,84,1
5,1,2,10,1,11,1,6,3,1,2,2,1,2,6,2,2,73,120,24,2,165,1
5,1,2,2,2,4,1,6,3,1,2,1,1,2,6,2,1,73,120,24,2,84,1
5,1,2,2,3,8,1,6,3,1,2,1,1,2,6,2,1,73,120,24,2,84,1
12,1,3,8,1,2,1,6,1,2,1,2,2,2,4,2,5,73,120,24,2,272,1
15,1,2,8,1,1,1,6,1,2,1,1,2,2,3,2,3,73,120,24,2,158,1
